,Unnamed: 0,geo_value,date,direction,issue,lag,full_time_work_prop,stderr,sample_size,fips,aggregate_level,state
9665,46,tn,2019-06-22,0.0,2020-06-23,367,0.020368679708173,0.00024234506077627001,4114,47,state,TN
9666,47,tx,2019-06-22,0.0,2020-06-23,367,0.020559660118987997,0.00011900864378071001,15768,48,state,TX
9667,48,ut,2019-06-22,0.0,2020-06-23,367,0.025806309366869,0.00041658024370057003,1686,49,state,UT
9668,49,va,2019-06-22,0.0,2020-06-23,367,0.022270664198653,0.00022042156697252,5302,51,state,VA
9669,50,vi,2019-06-22,0.0,2020-06-23,367,0.060310704227855,0.0035046927002667,86,78,state,VI
9670,51,vt,2019-06-22,0.0,2020-06-23,367,0.029173716862398995,0.0009053854295476099,521,50,state,VT
9671,52,wa,2019-06-22,0.0,2020-06-23,367,0.025742397873128996,0.00025096748960567,4763,53,state,WA
9672,53,wi,2019-06-22,0.0,2020-06-23,367,0.021798410392216,0.00020386380044923,4472,55,state,WI
9673,54,wv,2019-06-22,0.0,2020-06-23,367,0.025203542511293,0.00042763880782675,1589,54,state,WV
9674,55,wy,2019-06-22,0.0,2020-06-23,367,0.026064859988094,0.00087975985569216,410,56,state,WY
9675,0,ak,2019-06-23,0.0,2020-06-23,366,0.032359779068433,0.0012076291113058,523,02,state,AK
9676,1,al,2019-06-23,-1.0,2020-06-23,366,0.015915550166814,0.00021718653520997,3435,01,state,AL
9677,2,ar,2019-06-23,-1.0,2020-06-23,366,0.018869804265543997,0.00031794950221303,2143,05,state,AR
9678,3,as,2019-06-23,-1.0,2020-06-23,366,0.12262753586283,0.011577530375293002,11,60,state,AS
9679,4,az,2019-06-23,-1.0,2020-06-23,366,0.02678483314144,0.00033565652188016,4154,04,state,AZ
9680,5,ca,2019-06-23,-1.0,2020-06-23,366,0.027961506870507,0.00016630602248423002,23134,06,state,CA
9681,6,co,2019-06-23,-1.0,2020-06-23,366,0.027077033290143996,0.00045945663901257003,3521,08,state,CO
9682,7,ct,2019-06-23,-1.0,2020-06-23,366,0.026041537439481,0.00052170536615289,2579,09,state,CT
9683,8,dc,2019-06-23,-1.0,2020-06-23,366,0.025732697954715,0.0011139304192544,449,11,state,DC
9684,9,de,2019-06-23,-1.0,2020-06-23,366,0.025579444718309,0.0012374194205266,570,10,state,DE
9685,10,fl,2019-06-23,-1.0,2020-06-23,366,0.020505399233903997,0.00018906954688129,11371,12,state,FL
9686,11,ga,2019-06-23,-1.0,2020-06-23,366,0.017667032748993,0.00022050295629667002,5521,13,state,GA
9687,12,gu,2019-06-23,0.0,2020-06-23,366,0.12369817112734,0.0048075276988223,79,66,state,GU
9688,13,hi,2019-06-23,0.0,2020-06-23,366,0.022556725366551,0.0007812556107125,835,15,state,HI
9689,14,ia,2019-06-23,-1.0,2020-06-23,366,0.019255429348981997,0.00025216405812214,2627,19,state,IA
9690,15,id,2019-06-23,-1.0,2020-06-23,366,0.028134125003029,0.00082229896641811,960,16,state,ID
9691,16,il,2019-06-23,-1.0,2020-06-23,366,0.021766859392346,0.00018425787804972,9679,17,state,IL
9692,17,in,2019-06-23,-1.0,2020-06-23,366,0.018863797658531002,0.00020048126156009,4808,18,state,IN
9693,18,ks,2019-06-23,-1.0,2020-06-23,366,0.016790080141234,0.00025552331862416,2345,20,state,KS
9694,19,ky,2019-06-23,-1.0,2020-06-23,366,0.018177245678418,0.00022038976859462003,3278,21,state,KY
9695,20,la,2019-06-23,-1.0,2020-06-23,366,0.021565000756796,0.00030448994325278,3449,22,state,LA
9696,21,ma,2019-06-23,-1.0,2020-06-23,366,0.025448939963032,0.00025548686143559,4960,25,state,MA
9697,22,md,2019-06-23,-1.0,2020-06-23,366,0.021526829270799002,0.0002367410199318,3903,24,state,MD
9698,23,me,2019-06-23,-1.0,2020-06-23,366,0.027058876486387003,0.00055627476369835,1075,23,state,ME
9699,24,mi,2019-06-23,-1.0,2020-06-23,366,0.022863538152523,0.00021350049855241,8127,26,state,MI
9700,25,mn,2019-06-23,-1.0,2020-06-23,366,0.020620818678494,0.00024717983082575,4104,27,state,MN
9701,26,mo,2019-06-23,-1.0,2020-06-23,366,0.019571363393967,0.00023828299645851,4503,29,state,MO
9702,27,mp,2019-06-23,0.0,2020-06-23,366,0.081895962405116,0.0076159789711639,37,69,state,MP
9703,28,ms,2019-06-23,-1.0,2020-06-23,366,0.01870639867253,0.0003249567326803,2157,28,state,MS
9704,29,mt,2019-06-23,-1.0,2020-06-23,366,0.030658348902049,0.00086489235469719,839,30,state,MT
9705,30,nc,2019-06-23,-1.0,2020-06-23,366,0.017021335113411,0.00018712638145098,6118,37,state,NC
9706,31,nd,2019-06-23,-1.0,2020-06-23,366,0.021164787532811997,0.00066768554537956,572,38,state,ND
9707,32,ne,2019-06-23,-1.0,2020-06-23,366,0.018433371910714,0.00034380111663616,1631,31,state,NE
9708,33,nh,2019-06-23,-1.0,2020-06-23,366,0.024274013290637,0.00063682271428136,921,33,state,NH
9709,34,nj,2019-06-23,-1.0,2020-06-23,366,0.021760979698274,0.00022439811929125,6293,34,state,NJ
9710,35,nm,2019-06-23,-1.0,2020-06-23,366,0.029909561724097002,0.0006317225070683,1445,35,state,NM
9711,36,nv,2019-06-23,-1.0,2020-06-23,366,0.025535634618384,0.00048127408683547003,1823,32,state,NV
9712,37,ny,2019-06-23,-1.0,2020-06-23,366,0.025070511910559,0.00016300006160351,15188,36,state,NY
9713,38,oh,2019-06-23,-1.0,2020-06-23,366,0.020901560474683,0.00017093642732984,9221,39,state,OH
9714,39,ok,2019-06-23,-1.0,2020-06-23,366,0.017431517991156,0.00026457708924956,2960,40,state,OK
9715,40,or,2019-06-23,-1.0,2020-06-23,366,0.024644991361427,0.00039648483044015,2627,41,state,OR
9716,41,pa,2019-06-23,-1.0,2020-06-23,366,0.023395623263626,0.00018612315809689,9723,42,state,PA
9717,42,pr,2019-06-23,-1.0,2020-06-23,366,0.046924805138253,0.00060590596104209,2507,72,state,PR
9718,43,ri,2019-06-23,-1.0,2020-06-23,366,0.026124180802197004,0.00072161985758161,809,44,state,RI
9719,44,sc,2019-06-23,-1.0,2020-06-23,366,0.019066787421624,0.00031541695007774,3047,45,state,SC
9720,45,sd,2019-06-23,-1.0,2020-06-23,366,0.022088054343566,0.00068643977848473,654,46,state,SD
9721,46,tn,2019-06-23,-1.0,2020-06-23,366,0.017480684346661998,0.00023679853478192998,4116,47,state,TN
9722,47,tx,2019-06-23,-1.0,2020-06-23,366,0.017310928028081003,0.00011554674735592,15771,48,state,TX
9723,48,ut,2019-06-23,-1.0,2020-06-23,366,0.022949572865647003,0.00042799797757749,1685,49,state,UT
9724,49,va,2019-06-23,-1.0,2020-06-23,366,0.021044047601811,0.00024294483418129,5302,51,state,VA
9725,50,vi,2019-06-23,0.0,2020-06-23,366,0.061939497940874,0.0042651065713509,86,78,state,VI
9726,51,vt,2019-06-23,-1.0,2020-06-23,366,0.029903562000821,0.0011321607884885,520,50,state,VT
9727,52,wa,2019-06-23,-1.0,2020-06-23,366,0.02312961317053,0.00025903310349511004,4764,53,state,WA
9728,53,wi,2019-06-23,-1.0,2020-06-23,366,0.018934178935753998,0.0002031837104172,4472,55,state,WI
9729,54,wv,2019-06-23,-1.0,2020-06-23,366,0.023334151012840997,0.00044572968623635,1589,54,state,WV
9730,55,wy,2019-06-23,-1.0,2020-06-23,366,0.023670136883746005,0.00081444049773,410,56,state,WY
9731,0,ak,2019-06-24,0.0,2020-06-23,365,0.046733065074703,0.0012668478643627,525,02,state,AK
9732,1,al,2019-06-24,-1.0,2020-06-23,365,0.05283212031215401,0.00046524079954634006,3435,01,state,AL
9733,2,ar,2019-06-24,-1.0,2020-06-23,365,0.04525439523001901,0.0005467332126451901,2143,05,state,AR
9734,3,as,2019-06-24,-1.0,2020-06-23,365,0.12830687830688,0.013268934664201001,12,60,state,AS
9735,4,az,2019-06-24,-1.0,2020-06-23,365,0.053498975715558,0.00049725621787927,4157,04,state,AZ
9736,5,ca,2019-06-24,-1.0,2020-06-23,365,0.058990447812089994,0.00024431596765021,23137,06,state,CA
9737,6,co,2019-06-24,-1.0,2020-06-23,365,0.060228324524917,0.00061861243177397,3520,08,state,CO
9738,7,ct,2019-06-24,-1.0,2020-06-23,365,0.059614698678440006,0.00071743943047231,2579,09,state,CT
9739,8,dc,2019-06-24,-1.0,2020-06-23,365,0.06075844085835501,0.0020786172155299,449,11,state,DC
9740,9,de,2019-06-24,-1.0,2020-06-23,365,0.055769606689892004,0.0013840323614836,568,10,state,DE
9741,10,fl,2019-06-24,-1.0,2020-06-23,365,0.058757648018851,0.00031832779245523,11369,12,state,FL
9742,11,ga,2019-06-24,-1.0,2020-06-23,365,0.05441735709381599,0.000406124008818,5521,13,state,GA
9743,12,gu,2019-06-24,0.0,2020-06-23,365,0.11804693035571001,0.0038257498903349,85,66,state,GU
9744,13,hi,2019-06-24,0.0,2020-06-23,365,0.027327174399061002,0.00084128933401546,835,15,state,HI
9745,14,ia,2019-06-24,-1.0,2020-06-23,365,0.055957137368728,0.00062622895735466,2627,19,state,IA
9746,15,id,2019-06-24,-1.0,2020-06-23,365,0.056118577581162996,0.0010709434209412,960,16,state,ID
9747,16,il,2019-06-24,-1.0,2020-06-23,365,0.055878015793823,0.00032393130400734,9679,17,state,IL
9748,17,in,2019-06-24,-1.0,2020-06-23,365,0.049608953491957,0.00042003946609919,4808,18,state,IN
9749,18,ks,2019-06-24,-1.0,2020-06-23,365,0.05304755290212001,0.00067254728369979,2344,20,state,KS
9750,19,ky,2019-06-24,-1.0,2020-06-23,365,0.050021347550932,0.00053066789660582,3279,21,state,KY
9751,20,la,2019-06-24,-1.0,2020-06-23,365,0.053827396997752006,0.0005769930130082799,3448,22,state,LA
9752,21,ma,2019-06-24,0.0,2020-06-23,365,0.061935378908187004,0.00063338771793153,4962,25,state,MA
9753,22,md,2019-06-24,0.0,2020-06-23,365,0.063233087574466,0.00060647427225616,3903,24,state,MD
9754,23,me,2019-06-24,-1.0,2020-06-23,365,0.05809956806157401,0.0012449820059856,1074,23,state,ME
9755,24,mi,2019-06-24,0.0,2020-06-23,365,0.054614271570212,0.00041932127624242,8129,26,state,MI
9756,25,mn,2019-06-24,-1.0,2020-06-23,365,0.056373406119009005,0.0005956130002416,4105,27,state,MN
9757,26,mo,2019-06-24,-1.0,2020-06-23,365,0.056366510006443,0.00054433035124337,4502,29,state,MO
9758,27,mp,2019-06-24,0.0,2020-06-23,365,0.089223338141274,0.0085594832136124,38,69,state,MP
9759,28,ms,2019-06-24,-1.0,2020-06-23,365,0.049095104247931995,0.0006733521341711201,2157,28,state,MS
9760,29,mt,2019-06-24,0.0,2020-06-23,365,0.055864413327852004,0.0014215677677766,839,30,state,MT
9761,30,nc,2019-06-24,-1.0,2020-06-23,365,0.052909540542925994,0.0003792254794036,6116,37,state,NC
9762,31,nd,2019-06-24,0.0,2020-06-23,365,0.051202944188043,0.0013220446359952,572,38,state,ND
9763,32,ne,2019-06-24,-1.0,2020-06-23,365,0.053143030045979006,0.0008532101517145599,1631,31,state,NE
9764,33,nh,2019-06-24,-1.0,2020-06-23,365,0.059761212857472996,0.0012641485083582,921,33,state,NH
9765,34,nj,2019-06-24,-1.0,2020-06-23,365,0.058176600304939,0.00044440370661343,6293,34,state,NJ
9766,35,nm,2019-06-24,-1.0,2020-06-23,365,0.049566435023989996,0.0008969964938642301,1445,35,state,NM
9767,36,nv,2019-06-24,-1.0,2020-06-23,365,0.047447308006929,0.00073214124191874,1824,32,state,NV
9768,37,ny,2019-06-24,-1.0,2020-06-23,365,0.059618879964617004,0.00030565533629856,15187,36,state,NY
9769,38,oh,2019-06-24,0.0,2020-06-23,365,0.056405568728113,0.00036490944918212,9222,39,state,OH
9770,39,ok,2019-06-24,0.0,2020-06-23,365,0.055701328703422995,0.0006260276522029201,2959,40,state,OK
9771,40,or,2019-06-24,0.0,2020-06-23,365,0.060185843324057006,0.00080778913373031,2627,41,state,OR
9772,41,pa,2019-06-24,0.0,2020-06-23,365,0.062193046163832005,0.00042278088288383,9722,42,state,PA
9773,42,pr,2019-06-24,0.0,2020-06-23,365,0.056559796425105995,0.00075778539651332,2510,72,state,PR
9774,43,ri,2019-06-24,0.0,2020-06-23,365,0.06229154302034,0.0016289397519926,810,44,state,RI
9775,44,sc,2019-06-24,0.0,2020-06-23,365,0.057183658575475,0.0006507238744596401,3047,45,state,SC
9776,45,sd,2019-06-24,0.0,2020-06-23,365,0.056351209177775,0.0016101672552078,652,46,state,SD
9777,46,tn,2019-06-24,0.0,2020-06-23,365,0.054983735059540004,0.00054926613357748,4116,47,state,TN
9778,47,tx,2019-06-24,-1.0,2020-06-23,365,0.052073892395205004,0.00026764860956415,15765,48,state,TX
9779,48,ut,2019-06-24,0.0,2020-06-23,365,0.069980833578629,0.0011025324290163,1686,49,state,UT
9780,49,va,2019-06-24,-1.0,2020-06-23,365,0.058858445744304,0.0005234712095832099,5300,51,state,VA
9781,50,vi,2019-06-24,0.0,2020-06-23,365,0.07019494605861701,0.0043951713033378,86,78,state,VI
9782,51,vt,2019-06-24,0.0,2020-06-23,365,0.061357926069325,0.0020127504753339,521,50,state,VT
9783,52,wa,2019-06-24,-1.0,2020-06-23,365,0.061800316525839005,0.00062021279210954,4763,53,state,WA
9784,53,wi,2019-06-24,-1.0,2020-06-23,365,0.057087194285337005,0.0005260569657090599,4471,55,state,WI
9785,54,wv,2019-06-24,0.0,2020-06-23,365,0.048104732298202,0.00082407975553488,1590,54,state,WV
9786,55,wy,2019-06-24,0.0,2020-06-23,365,0.048466545226694996,0.0016561087290769,409,56,state,WY
9787,0,ak,2019-06-25,0.0,2020-06-23,364,0.048839743854923,0.0012563400581409,522,02,state,AK
9788,1,al,2019-06-25,0.0,2020-06-23,364,0.056238247125043,0.00047486831856932997,3434,01,state,AL
9789,2,ar,2019-06-25,0.0,2020-06-23,364,0.048239548287124,0.00060488586434378,2143,05,state,AR
9790,3,as,2019-06-25,0.0,2020-06-23,364,0.13367346938776,0.012897168020168,7,60,state,AS
9791,4,az,2019-06-25,0.0,2020-06-23,364,0.052509183148885995,0.0004780148261367,4156,04,state,AZ
9792,5,ca,2019-06-25,0.0,2020-06-23,364,0.060795185583092,0.00025394878010696003,23131,06,state,CA
9793,6,co,2019-06-25,0.0,2020-06-23,364,0.065488339256306,0.00074630667576018,3520,08,state,CO
9794,7,ct,2019-06-25,0.0,2020-06-23,364,0.066838801792251,0.0009653854595141599,2579,09,state,CT
9795,8,dc,2019-06-25,0.0,2020-06-23,364,0.065135271274831,0.0025769038241253,449,11,state,DC
9796,9,de,2019-06-25,0.0,2020-06-23,364,0.062831545110235,0.0017792464418305,567,10,state,DE
9797,10,fl,2019-06-25,0.0,2020-06-23,364,0.057632636920126,0.00039040157264678,11367,12,state,FL
9798,11,ga,2019-06-25,0.0,2020-06-23,364,0.049487859541568,0.00041039224876366,5521,13,state,GA
9799,12,gu,2019-06-25,0.0,2020-06-23,364,0.1226229701572,0.0054325599338922,76,66,state,GU
9800,13,hi,2019-06-25,0.0,2020-06-23,364,0.026049131516986,0.00080247073280337,832,15,state,HI
9801,14,ia,2019-06-25,0.0,2020-06-23,364,0.052353146753540004,0.00060981270782108,2627,19,state,IA
9802,15,id,2019-06-25,0.0,2020-06-23,364,0.05273881946347,0.0010568248152714,959,16,state,ID
9803,16,il,2019-06-25,0.0,2020-06-23,364,0.049449892659340994,0.00031106042359867,9676,17,state,IL
9804,17,in,2019-06-25,0.0,2020-06-23,364,0.047032846845515994,0.00040285197676323,4807,18,state,IN
9805,18,ks,2019-06-25,0.0,2020-06-23,364,0.05119615311438,0.00064509483657295,2345,20,state,KS
9806,19,ky,2019-06-25,0.0,2020-06-23,364,0.047780214909545995,0.00051564682302071,3276,21,state,KY
9807,20,la,2019-06-25,0.0,2020-06-23,364,0.052965437744903,0.0005268622968977201,3446,22,state,LA
9808,21,ma,2019-06-25,0.0,2020-06-23,364,0.059865425848698,0.0005542103510777901,4963,25,state,MA
9809,22,md,2019-06-25,0.0,2020-06-23,364,0.060473501015633,0.0005669979931467,3906,24,state,MD
9810,23,me,2019-06-25,0.0,2020-06-23,364,0.053386862412644,0.0010703044526052,1073,23,state,ME
9811,24,mi,2019-06-25,0.0,2020-06-23,364,0.052669970665888,0.00035636932529946,8122,26,state,MI
9812,25,mn,2019-06-25,0.0,2020-06-23,364,0.057855749546424,0.00054252744385862,4103,27,state,MN
9813,26,mo,2019-06-25,0.0,2020-06-23,364,0.058262081277079006,0.00050600629217888,4502,29,state,MO
9814,27,mp,2019-06-25,0.0,2020-06-23,364,0.07515148120493499,0.0059613786639388,35,69,state,MP
9815,28,ms,2019-06-25,0.0,2020-06-23,364,0.050518489451217,0.00060929721209044,2157,28,state,MS
9816,29,mt,2019-06-25,0.0,2020-06-23,364,0.058463738927557005,0.0013584522538968,839,30,state,MT
9817,30,nc,2019-06-25,0.0,2020-06-23,364,0.051297126692849006,0.00038246572622889,6114,37,state,NC
9818,31,nd,2019-06-25,0.0,2020-06-23,364,0.049799465503815005,0.0012386838331221,572,38,state,ND
9819,32,ne,2019-06-25,0.0,2020-06-23,364,0.05160179592819,0.00077345781644974,1631,31,state,NE
9820,33,nh,2019-06-25,0.0,2020-06-23,364,0.060947863802555,0.0012361695825097,921,33,state,NH
9821,34,nj,2019-06-25,0.0,2020-06-23,364,0.058626889723774,0.00043154334828536,6293,34,state,NJ
9822,35,nm,2019-06-25,0.0,2020-06-23,364,0.050990800330723,0.00091397477050323,1446,35,state,NM
9823,36,nv,2019-06-25,0.0,2020-06-23,364,0.050870109088923,0.00073000376947373,1824,32,state,NV
9824,37,ny,2019-06-25,0.0,2020-06-23,364,0.057110696435492,0.0002980446363677,15190,36,state,NY
9825,38,oh,2019-06-25,0.0,2020-06-23,364,0.053160277269389,0.00034883430152977,9220,39,state,OH
9826,39,ok,2019-06-25,0.0,2020-06-23,364,0.051559381719193005,0.000581566522475,2958,40,state,OK
9827,40,or,2019-06-25,0.0,2020-06-23,364,0.053072127154565996,0.00064684255023682,2626,41,state,OR
9828,41,pa,2019-06-25,0.0,2020-06-23,364,0.05470033865971401,0.00035344426165446,9718,42,state,PA
9829,42,pr,2019-06-25,0.0,2020-06-23,364,0.05874876461895901,0.00074801231454525,2507,72,state,PR
9830,43,ri,2019-06-25,0.0,2020-06-23,364,0.053248142950373,0.0011617490537928,810,44,state,RI
9831,44,sc,2019-06-25,0.0,2020-06-23,364,0.050860139482874,0.0005183068543299,3041,45,state,SC
9832,45,sd,2019-06-25,0.0,2020-06-23,364,0.049889249766189,0.0012547764336475,652,46,state,SD
9833,46,tn,2019-06-25,0.0,2020-06-23,364,0.050799833058397005,0.00046950143957394006,4117,47,state,TN
9834,47,tx,2019-06-25,0.0,2020-06-23,364,0.050492625146527,0.00023186123505561002,15762,48,state,TX
9835,48,ut,2019-06-25,0.0,2020-06-23,364,0.06747333363905,0.00092120478828125,1686,49,state,UT
9836,49,va,2019-06-25,0.0,2020-06-23,364,0.059380662654039004,0.00047592892643714003,5301,51,state,VA
9837,50,vi,2019-06-25,0.0,2020-06-23,364,0.074157896854724,0.0048997966295587,84,78,state,VI
9838,51,vt,2019-06-25,0.0,2020-06-23,364,0.054709169334496,0.0014639431054708,521,50,state,VT
9839,52,wa,2019-06-25,0.0,2020-06-23,364,0.05906455254898099,0.00053605262289263,4764,53,state,WA
9840,53,wi,2019-06-25,0.0,2020-06-23,364,0.055044118635315,0.00048991178203913,4472,55,state,WI
9841,54,wv,2019-06-25,0.0,2020-06-23,364,0.049334314385851,0.00080223149323309,1590,54,state,WV
9842,55,wy,2019-06-25,0.0,2020-06-23,364,0.046798375159999996,0.001544848967676,410,56,state,WY
9843,0,ak,2019-06-26,0.0,2020-06-23,363,0.042208424528355,0.0011438790438609,519,02,state,AK
9844,1,al,2019-06-26,0.0,2020-06-23,363,0.046648113694642994,0.00043958001442641,3434,01,state,AL
9845,2,ar,2019-06-26,0.0,2020-06-23,363,0.047425381339542,0.00055662934757518,2144,05,state,AR
9846,3,as,2019-06-26,-1.0,2020-06-23,363,0.12167687737863,0.011081357156748002,9,60,state,AS
9847,4,az,2019-06-26,0.0,2020-06-23,363,0.048168646014123996,0.00045930670189165,4155,04,state,AZ
9848,5,ca,2019-06-26,0.0,2020-06-23,363,0.060973799201045994,0.00024526665621384,23131,06,state,CA
9849,6,co,2019-06-26,0.0,2020-06-23,363,0.059137628555475996,0.0006031670362431,3519,08,state,CO
9850,7,ct,2019-06-26,0.0,2020-06-23,363,0.054383558972292,0.0006702913311683599,2579,09,state,CT
9851,8,dc,2019-06-26,0.0,2020-06-23,363,0.056442076990599006,0.0018042585224665,449,11,state,DC
9852,9,de,2019-06-26,0.0,2020-06-23,363,0.054395547644553,0.0013833129250068,569,10,state,DE
9853,10,fl,2019-06-26,0.0,2020-06-23,363,0.052077052938120004,0.00028203304295039,11368,12,state,FL
9854,11,ga,2019-06-26,0.0,2020-06-23,363,0.050513814217166,0.00035562557977243,5520,13,state,GA
9855,12,gu,2019-06-26,0.0,2020-06-23,363,0.11886563635045,0.005280766447034001,78,66,state,GU
9856,13,hi,2019-06-26,0.0,2020-06-23,363,0.024633525046986002,0.0006101504568731401,832,15,state,HI
9857,14,ia,2019-06-26,0.0,2020-06-23,363,0.053652481064489006,0.00058556979226822,2626,19,state,IA
9858,15,id,2019-06-26,0.0,2020-06-23,363,0.051879927111141,0.00096520058407181,960,16,state,ID
9859,16,il,2019-06-26,0.0,2020-06-23,363,0.04744681565577599,0.00028450283921037996,9677,17,state,IL
9860,17,in,2019-06-26,0.0,2020-06-23,363,0.047301341498262,0.00039815801653867003,4808,18,state,IN
9861,18,ks,2019-06-26,0.0,2020-06-23,363,0.051426283007165,0.00061539344704182,2343,20,state,KS
9862,19,ky,2019-06-26,0.0,2020-06-23,363,0.048133983831454,0.00049128819850171,3278,21,state,KY
9863,20,la,2019-06-26,0.0,2020-06-23,363,0.055340322589066994,0.00054018731978535,3442,22,state,LA
9864,21,ma,2019-06-26,0.0,2020-06-23,363,0.057200367243195,0.00053373806230072,4961,25,state,MA
9865,22,md,2019-06-26,0.0,2020-06-23,363,0.060832824089484,0.00056115046709423,3903,24,state,MD
9866,23,me,2019-06-26,0.0,2020-06-23,363,0.055190567237185,0.0010781573016776,1073,23,state,ME
9867,24,mi,2019-06-26,0.0,2020-06-23,363,0.052766243719780996,0.00040582267492925,8121,26,state,MI
9868,25,mn,2019-06-26,1.0,2020-06-23,363,0.055898210226293,0.0006231352517378701,4103,27,state,MN
9869,26,mo,2019-06-26,0.0,2020-06-23,363,0.05718528827731299,0.00057117275719555,4503,29,state,MO
9870,27,mp,2019-06-26,-1.0,2020-06-23,363,0.07436623037732,0.0061734390610335,35,69,state,MP
9871,28,ms,2019-06-26,0.0,2020-06-23,363,0.051620520313002,0.0007439795886236701,2157,28,state,MS
9872,29,mt,2019-06-26,0.0,2020-06-23,363,0.054417573469423,0.0014501796694731,838,30,state,MT
9873,30,nc,2019-06-26,0.0,2020-06-23,363,0.053071573084920005,0.00038534579974452,6113,37,state,NC
9874,31,nd,2019-06-26,0.0,2020-06-23,363,0.049451250957292005,0.0012506489495023,572,38,state,ND
9875,32,ne,2019-06-26,0.0,2020-06-23,363,0.052862090487919004,0.00088971796718704,1631,31,state,NE
9876,33,nh,2019-06-26,0.0,2020-06-23,363,0.06200825354016799,0.0013107495936944,921,33,state,NH
9877,34,nj,2019-06-26,0.0,2020-06-23,363,0.060345593390207,0.00050057596636029,6291,34,state,NJ
9878,35,nm,2019-06-26,0.0,2020-06-23,363,0.053660872833891995,0.0010708201310750001,1445,35,state,NM
9879,36,nv,2019-06-26,0.0,2020-06-23,363,0.052178295737106,0.00086712749206315,1823,32,state,NV
9880,37,ny,2019-06-26,0.0,2020-06-23,363,0.053560596874239995,0.00029750020907252,15188,36,state,NY
9881,38,oh,2019-06-26,0.0,2020-06-23,363,0.05407266335156,0.0003396441197228,9219,39,state,OH
9882,39,ok,2019-06-26,1.0,2020-06-23,363,0.05317064875767401,0.0005426740548786401,2958,40,state,OK
9883,40,or,2019-06-26,0.0,2020-06-23,363,0.054608456036574,0.00063759442856034,2627,41,state,OR
9884,41,pa,2019-06-26,1.0,2020-06-23,363,0.058833869158418005,0.00037263303538087996,9719,42,state,PA
9885,42,pr,2019-06-26,0.0,2020-06-23,363,0.0633225622996,0.00082228960908398,2503,72,state,PR
9886,43,ri,2019-06-26,0.0,2020-06-23,363,0.058538771018917996,0.0012849885917148,811,44,state,RI
9887,44,sc,2019-06-26,1.0,2020-06-23,363,0.054785342334158,0.00055944267517396,3041,45,state,SC
9888,45,sd,2019-06-26,1.0,2020-06-23,363,0.055165515705817,0.0013942652973946,653,46,state,SD
9889,46,tn,2019-06-26,0.0,2020-06-23,363,0.05340723766114701,0.00047018880902725,4115,47,state,TN
9890,47,tx,2019-06-26,0.0,2020-06-23,363,0.053000571137522996,0.00025101086177563,15757,48,state,TX
9891,48,ut,2019-06-26,0.0,2020-06-23,363,0.06784026396875101,0.00091869386271405,1686,49,state,UT
9892,49,va,2019-06-26,0.0,2020-06-23,363,0.05990765511934,0.00049706571737859,5301,51,state,VA
9893,50,vi,2019-06-26,0.0,2020-06-23,363,0.077563616446681,0.0053409745994767,85,78,state,VI
9894,51,vt,2019-06-26,0.0,2020-06-23,363,0.054665894611053,0.0016300807948117,520,50,state,VT
9895,52,wa,2019-06-26,0.0,2020-06-23,363,0.056492115006967,0.0005279326338111201,4765,53,state,WA
9896,53,wi,2019-06-26,0.0,2020-06-23,363,0.054905015580519995,0.00051464960987491,4473,55,state,WI
9897,54,wv,2019-06-26,0.0,2020-06-23,363,0.051451716527847,0.00087192183326884,1590,54,state,WV
9898,55,wy,2019-06-26,0.0,2020-06-23,363,0.048643226346750994,0.0015226098332182,409,56,state,WY
9899,0,ak,2019-06-27,0.0,2020-06-23,362,0.052923471606075,0.0016062214560306,521,02,state,AK
9900,1,al,2019-06-27,1.0,2020-06-23,362,0.06208246818159599,0.00062546630301683,3433,01,state,AL
9901,2,ar,2019-06-27,1.0,2020-06-23,362,0.04648358291503,0.00056331469972776,2143,05,state,AR
9902,3,as,2019-06-27,-1.0,2020-06-23,362,0.11180555555555999,0.0051188297193278,4,60,state,AS
9903,4,az,2019-06-27,1.0,2020-06-23,362,0.051904834824126,0.0004952674479551,4155,04,state,AZ
9904,5,ca,2019-06-27,1.0,2020-06-23,362,0.05972449199184901,0.00024251562596359,23137,06,state,CA
9905,6,co,2019-06-27,1.0,2020-06-23,362,0.07143147755821001,0.0007019822109598599,3521,08,state,CO
9906,7,ct,2019-06-27,1.0,2020-06-23,362,0.07031013748423899,0.0008432863448982201,2578,09,state,CT
9907,8,dc,2019-06-27,1.0,2020-06-23,362,0.06990612645413401,0.0020203921160856,449,11,state,DC
9908,9,de,2019-06-27,1.0,2020-06-23,362,0.065821966878933,0.0015203309777984,568,10,state,DE
9909,10,fl,2019-06-27,1.0,2020-06-23,362,0.060667541996141,0.00033124414910676,11366,12,state,FL
9910,11,ga,2019-06-27,1.0,2020-06-23,362,0.04921808471284599,0.00037579146568076,5520,13,state,GA
9911,12,gu,2019-06-27,0.0,2020-06-23,362,0.1130031296933,0.0039683702405513,73,66,state,GU
9912,13,hi,2019-06-27,0.0,2020-06-23,362,0.024244393206375,0.00062732553330399,832,15,state,HI
9913,14,ia,2019-06-27,1.0,2020-06-23,362,0.049699349133744006,0.00059994517132857,2625,19,state,IA
9914,15,id,2019-06-27,1.0,2020-06-23,362,0.050349471254067996,0.0010251152309654,960,16,state,ID
9915,16,il,2019-06-27,1.0,2020-06-23,362,0.046198723295689005,0.00029179324461843997,9678,17,state,IL
