,Unnamed: 0,geo_value,date,direction,issue,lag,median_home_dwell_time,stderr,sample_size,fips,aggregate_level,state
7490,49,va,2019-05-14,0.0,2020-06-20,403,554.8801131008499,2.3414551029178,5305,51,state,VA
7491,50,vi,2019-05-14,0.0,2020-06-20,403,309.63095238095,24.419695100972,84,78,state,VI
7492,51,vt,2019-05-14,0.0,2020-06-20,403,469.03646833013,8.1734745040534,521,50,state,VT
7493,52,wa,2019-05-14,0.0,2020-06-20,403,639.83466219052,2.6681400506656,4766,53,state,WA
7494,53,wi,2019-05-14,0.0,2020-06-20,403,552.78609745194,2.4386436108300003,4474,55,state,WI
7495,54,wv,2019-05-14,0.0,2020-06-20,403,518.4015103838901,4.5052987253920005,1589,54,state,WV
7496,55,wy,2019-05-14,0.0,2020-06-20,403,517.55609756098,8.3846297995156,410,56,state,WY
7497,0,ak,2019-05-15,0.0,2020-06-20,402,532.2789373813999,9.7299790095752,527,02,state,AK
7498,1,al,2019-05-15,0.0,2020-06-20,402,575.8366336633701,2.6929366489814,3434,01,state,AL
7499,2,ar,2019-05-15,0.0,2020-06-20,402,566.1950536630901,3.4065909901595,2143,05,state,AR
7500,3,as,2019-05-15,1.0,2020-06-20,402,442.33333333333,257.98858717221003,3,60,state,AS
7501,4,az,2019-05-15,0.0,2020-06-20,402,608.8403846153799,3.0707902164228,4160,04,state,AZ
7502,5,ca,2019-05-15,0.0,2020-06-20,402,652.79532391201,1.1559291349801002,23139,06,state,CA
7503,6,co,2019-05-15,0.0,2020-06-20,402,570.7742759795599,3.1846684999442,3522,08,state,CO
7504,7,ct,2019-05-15,0.0,2020-06-20,402,559.37354538402,3.3858161214176,2578,09,state,CT
7505,8,dc,2019-05-15,0.0,2020-06-20,402,435.95991091313994,8.956773268130199,449,11,state,DC
7506,9,de,2019-05-15,0.0,2020-06-20,402,543.12676056338,7.327316850479,568,10,state,DE
7507,10,fl,2019-05-15,0.0,2020-06-20,402,543.2490115104099,1.6462901788706001,11381,12,state,FL
7508,11,ga,2019-05-15,0.0,2020-06-20,402,562.73777616806,2.2762176878432996,5522,13,state,GA
7509,12,gu,2019-05-15,-1.0,2020-06-20,402,485.85106382979006,30.433157352608,94,66,state,GU
7510,13,hi,2019-05-15,0.0,2020-06-20,402,603.37604790419,6.5860540615548,835,15,state,HI
7511,14,ia,2019-05-15,0.0,2020-06-20,402,556.08031975638,3.1337624076822994,2627,19,state,IA
7512,15,id,2019-05-15,0.0,2020-06-20,402,591.37708333333,6.0181211963178,960,16,state,ID
7513,16,il,2019-05-15,0.0,2020-06-20,402,569.01766893986,1.7552764524626001,9678,17,state,IL
7514,17,in,2019-05-15,0.0,2020-06-20,402,540.94155574043,2.4261748976703,4808,18,state,IN
7515,18,ks,2019-05-15,0.0,2020-06-20,402,551.4528784648201,3.3872805833439,2345,20,state,KS
7516,19,ky,2019-05-15,0.0,2020-06-20,402,551.31564501372,2.9260420773650004,3279,21,state,KY
7517,20,la,2019-05-15,0.0,2020-06-20,402,546.01302460203,2.8973322401073998,3455,22,state,LA
7518,21,ma,2019-05-15,0.0,2020-06-20,402,527.39033232628,2.6622336603926,4965,25,state,MA
7519,22,md,2019-05-15,0.0,2020-06-20,402,559.45328896852,2.7573826160522,3907,24,state,MD
7520,23,me,2019-05-15,0.0,2020-06-20,402,518.66573556797,6.0397470099992,1074,23,state,ME
7521,24,mi,2019-05-15,0.0,2020-06-20,402,537.13298918387,1.9456941204407001,8136,26,state,MI
7522,25,mn,2019-05-15,0.0,2020-06-20,402,503.69361909400993,2.685535698425,4106,27,state,MN
7523,26,mo,2019-05-15,0.0,2020-06-20,402,565.5987119698,2.442792242703,4503,29,state,MO
7524,27,mp,2019-05-15,1.0,2020-06-20,402,658.0,44.981156448937995,32,69,state,MP
7525,28,ms,2019-05-15,0.0,2020-06-20,402,549.8999536822599,3.5770955603140004,2159,28,state,MS
7526,29,mt,2019-05-15,0.0,2020-06-20,402,506.49820788529996,6.809592871832,837,30,state,MT
7527,30,nc,2019-05-15,0.0,2020-06-20,402,520.01486928105,2.2577999122748,6120,37,state,NC
7528,31,nd,2019-05-15,0.0,2020-06-20,402,460.31118881119005,6.8288989594477,572,38,state,ND
7529,32,ne,2019-05-15,0.0,2020-06-20,402,536.17903126916,4.0122833202924,1631,31,state,NE
7530,33,nh,2019-05-15,0.0,2020-06-20,402,546.36373507058,6.004314129517599,921,33,state,NH
7531,34,nj,2019-05-15,0.0,2020-06-20,402,597.35287575469,2.0181696679709,6294,34,state,NJ
7532,35,nm,2019-05-15,0.0,2020-06-20,402,536.07192254495,5.3595385873403,1446,35,state,NM
7533,36,nv,2019-05-15,0.0,2020-06-20,402,635.36308871851,4.3787096218648,1826,32,state,NV
7534,37,ny,2019-05-15,0.0,2020-06-20,402,560.2121869453799,1.4506342605718001,15213,36,state,NY
7535,38,oh,2019-05-15,0.0,2020-06-20,402,557.15859078591,1.8190442335852,9225,39,state,OH
7536,39,ok,2019-05-15,0.0,2020-06-20,402,562.0928740290401,3.0213443778087004,2961,40,state,OK
7537,40,or,2019-05-15,0.0,2020-06-20,402,645.00304529882,3.6291666690295,2627,41,state,OR
7538,41,pa,2019-05-15,0.0,2020-06-20,402,547.67180752622,1.8534634796751002,9726,42,state,PA
7539,42,pr,2019-05-15,0.0,2020-06-20,402,485.95375954965994,4.2963074879996,2487,72,state,PR
7540,43,ri,2019-05-15,0.0,2020-06-20,402,537.36699507389,6.496619065994401,812,44,state,RI
7541,44,sc,2019-05-15,0.0,2020-06-20,402,556.0837438423599,3.0609627644119,3045,45,state,SC
7542,45,sd,2019-05-15,0.0,2020-06-20,402,479.4517611026,6.6647076586298,653,46,state,SD
7543,46,tn,2019-05-15,0.0,2020-06-20,402,553.57073407876,2.558078617331,4114,47,state,TN
7544,47,tx,2019-05-15,0.0,2020-06-20,402,560.56375626149,1.311504324869,15771,48,state,TX
7545,48,ut,2019-05-15,0.0,2020-06-20,402,621.4635014836799,4.8493168553035,1685,49,state,UT
7546,49,va,2019-05-15,0.0,2020-06-20,402,560.74670184697,2.421877029444,5306,51,state,VA
7547,50,vi,2019-05-15,0.0,2020-06-20,402,341.37209302326,20.508881973712,86,78,state,VI
7548,51,vt,2019-05-15,0.0,2020-06-20,402,469.90192307692,8.450949590289099,520,50,state,VT
7549,52,wa,2019-05-15,0.0,2020-06-20,402,635.7619047619,2.7186906201473997,4767,53,state,WA
7550,53,wi,2019-05-15,0.0,2020-06-20,402,536.81023692445,2.5430155960175,4474,55,state,WI
7551,54,wv,2019-05-15,0.0,2020-06-20,402,523.80113278792,4.4737683637876,1589,54,state,WV
7552,55,wy,2019-05-15,0.0,2020-06-20,402,500.40487804878,8.69782709971,410,56,state,WY
7553,0,ak,2019-05-16,0.0,2020-06-20,401,533.42234848485,9.1849751591654,528,02,state,AK
7554,1,al,2019-05-16,0.0,2020-06-20,401,568.21018922853,2.6324464775386,3435,01,state,AL
7555,2,ar,2019-05-16,0.0,2020-06-20,401,562.4724813432799,3.3550820613774,2144,05,state,AR
7556,3,as,2019-05-16,0.0,2020-06-20,401,47.0,,1,60,state,AS
7557,4,az,2019-05-16,0.0,2020-06-20,401,609.22945699183,3.0430244745850996,4162,04,state,AZ
7558,5,ca,2019-05-16,0.0,2020-06-20,401,661.75495830273,1.1285982477268999,23143,06,state,CA
7559,6,co,2019-05-16,0.0,2020-06-20,401,570.0613287904599,3.1439616454629,3522,08,state,CO
7560,7,ct,2019-05-16,0.0,2020-06-20,401,562.8406359053901,3.4041208176107998,2579,09,state,CT
7561,8,dc,2019-05-16,0.0,2020-06-20,401,435.71269487751,8.712679471598001,449,11,state,DC
7562,9,de,2019-05-16,0.0,2020-06-20,401,536.35149384886,7.4629164191746,569,10,state,DE
7563,10,fl,2019-05-16,0.0,2020-06-20,401,542.7264656763599,1.6356040440285,11377,12,state,FL
7564,11,ga,2019-05-16,0.0,2020-06-20,401,560.53177620858,2.2412264589332,5523,13,state,GA
7565,12,gu,2019-05-16,-1.0,2020-06-20,401,574.0919540229901,20.640283097289,87,66,state,GU
7566,13,hi,2019-05-16,0.0,2020-06-20,401,596.4634730538901,6.3005940260845,835,15,state,HI
7567,14,ia,2019-05-16,0.0,2020-06-20,401,524.05138941759,3.0591167769406002,2627,19,state,IA
7568,15,id,2019-05-16,0.0,2020-06-20,401,589.15729166667,6.048096752858799,960,16,state,ID
7569,16,il,2019-05-16,0.0,2020-06-20,401,552.6006406282299,1.7435815908024999,9678,17,state,IL
7570,17,in,2019-05-16,0.0,2020-06-20,401,512.7350249584,2.4267335411999,4808,18,state,IN
7571,18,ks,2019-05-16,0.0,2020-06-20,401,557.02174840085,3.3333639972097004,2345,20,state,KS
7572,19,ky,2019-05-16,0.0,2020-06-20,401,544.9286367795099,2.8967614617159,3279,21,state,KY
7573,20,la,2019-05-16,0.0,2020-06-20,401,540.75354763973,2.8348392549619,3453,22,state,LA
7574,21,ma,2019-05-16,0.0,2020-06-20,401,529.3406482786401,2.6362240109098,4967,25,state,MA
7575,22,md,2019-05-16,0.0,2020-06-20,401,556.9500895827999,2.6921340392668998,3907,24,state,MD
7576,23,me,2019-05-16,0.0,2020-06-20,401,516.27611940299,5.839427086869001,1072,23,state,ME
7577,24,mi,2019-05-16,0.0,2020-06-20,401,535.76032448378,1.9192025399238997,8136,26,state,MI
7578,25,mn,2019-05-16,0.0,2020-06-20,401,511.08475401850995,2.5672859145687004,4106,27,state,MN
7579,26,mo,2019-05-16,0.0,2020-06-20,401,573.70835184363,2.3955841110922003,4502,29,state,MO
7580,27,mp,2019-05-16,0.0,2020-06-20,401,610.2058823529401,43.252312425415,34,69,state,MP
7581,28,ms,2019-05-16,0.0,2020-06-20,401,549.1223922114,3.4156285260955,2157,28,state,MS
7582,29,mt,2019-05-16,0.0,2020-06-20,401,507.00358422939,6.8369122324655,837,30,state,MT
7583,30,nc,2019-05-16,0.0,2020-06-20,401,520.0939542483701,2.2364823739352997,6120,37,state,NC
7584,31,nd,2019-05-16,0.0,2020-06-20,401,492.38986013985993,6.6072582032220994,572,38,state,ND
7585,32,ne,2019-05-16,0.0,2020-06-20,401,514.7401960784299,3.9406595683485,1632,31,state,NE
7586,33,nh,2019-05-16,0.0,2020-06-20,401,552.00434310532,5.958023234373701,921,33,state,NH
7587,34,nj,2019-05-16,0.0,2020-06-20,401,598.9864972200199,2.0176754159423997,6295,34,state,NJ
7588,35,nm,2019-05-16,0.0,2020-06-20,401,529.6,5.2564401127105995,1445,35,state,NM
7589,36,nv,2019-05-16,0.0,2020-06-20,401,638.31964969896,4.3293748575695,1827,32,state,NV
7590,37,ny,2019-05-16,0.0,2020-06-20,401,562.69358232509,1.4306839370711002,15208,36,state,NY
7591,38,oh,2019-05-16,0.0,2020-06-20,401,549.89322493225,1.8003968165336002,9225,39,state,OH
7592,39,ok,2019-05-16,0.0,2020-06-20,401,557.1661039837901,3.0002207755771,2962,40,state,OK
7593,40,or,2019-05-16,0.0,2020-06-20,401,642.72108066971,3.5808146640582996,2628,41,state,OR
7594,41,pa,2019-05-16,0.0,2020-06-20,401,550.0685790664199,1.8333276773201999,9726,42,state,PA
7595,42,pr,2019-05-16,0.0,2020-06-20,401,503.7651545564,4.5966335402726,2491,72,state,PR
7596,43,ri,2019-05-16,0.0,2020-06-20,401,541.85837438424,6.494229564371799,812,44,state,RI
7597,44,sc,2019-05-16,0.0,2020-06-20,401,549.22273324573,3.0237688517262997,3044,45,state,SC
7598,45,sd,2019-05-16,0.0,2020-06-20,401,476.22629969419006,6.2333821220943,654,46,state,SD
7599,46,tn,2019-05-16,0.0,2020-06-20,401,556.01505950935,2.5397166633832997,4117,47,state,TN
7600,47,tx,2019-05-16,0.0,2020-06-20,401,557.4918833227599,1.2996951509756,15770,48,state,TX
7601,48,ut,2019-05-16,0.0,2020-06-20,401,621.65222551929,4.826763065564401,1685,49,state,UT
7602,49,va,2019-05-16,0.0,2020-06-20,401,561.29344138711,2.3933369762502004,5306,51,state,VA
7603,50,vi,2019-05-16,0.0,2020-06-20,401,329.21176470588,21.814786277042998,85,78,state,VI
7604,51,vt,2019-05-16,0.0,2020-06-20,401,463.56321839080005,8.2372568260532,522,50,state,VT
7605,52,wa,2019-05-16,0.0,2020-06-20,401,640.12038590604,2.6869929361397005,4768,53,state,WA
7606,53,wi,2019-05-16,0.0,2020-06-20,401,529.1276262852,2.4712940428144,4474,55,state,WI
7607,54,wv,2019-05-16,0.0,2020-06-20,401,519.82704402516,4.575593625546,1590,54,state,WV
7608,55,wy,2019-05-16,0.0,2020-06-20,401,494.17317073171,8.2471392766765,410,56,state,WY
7609,0,ak,2019-05-17,-1.0,2020-06-20,400,501.27946768060997,8.432512096094099,526,02,state,AK
7610,1,al,2019-05-17,-1.0,2020-06-20,400,541.52139737991,2.4623604034812003,3435,01,state,AL
7611,2,ar,2019-05-17,-1.0,2020-06-20,400,516.28777985075,3.1837345388392997,2144,05,state,AR
7612,3,az,2019-05-17,-1.0,2020-06-20,400,582.78106224465,2.9537318036015,4161,04,state,AZ
7613,4,ca,2019-05-17,-1.0,2020-06-20,400,624.09839678493,1.0726959271198,23141,06,state,CA
7614,5,co,2019-05-17,-1.0,2020-06-20,400,546.24730266894,3.0689854480627,3522,08,state,CO
7615,6,ct,2019-05-17,-1.0,2020-06-20,400,527.00853043815,3.2037261872007,2579,09,state,CT
7616,7,dc,2019-05-17,-1.0,2020-06-20,400,431.59465478842003,8.188236025592001,449,11,state,DC
7617,8,de,2019-05-17,-1.0,2020-06-20,400,507.0439367311099,6.764648568231901,569,10,state,DE
7618,9,fl,2019-05-17,-1.0,2020-06-20,400,518.34971428571,1.5286361974246,11375,12,state,FL
7619,10,ga,2019-05-17,-1.0,2020-06-20,400,533.52499094531,2.1057337262306004,5522,13,state,GA
7620,11,gu,2019-05-17,0.0,2020-06-20,400,597.1935483871,28.226394971490997,93,66,state,GU
7621,12,hi,2019-05-17,-1.0,2020-06-20,400,570.6175059952,6.0712114581195,834,15,state,HI
7622,13,ia,2019-05-17,-1.0,2020-06-20,400,521.81195279787,2.8288952386531,2627,19,state,IA
7623,14,id,2019-05-17,-1.0,2020-06-20,400,586.31458333333,5.875870744663099,960,16,state,ID
7624,15,il,2019-05-17,-1.0,2020-06-20,400,537.51591237859,1.6154469535565001,9678,17,state,IL
7625,16,in,2019-05-17,-1.0,2020-06-20,400,505.56801164725,2.2114569386953,4808,18,state,IN
7626,17,ks,2019-05-17,-1.0,2020-06-20,400,486.2763326226,3.1776530094216002,2345,20,state,KS
7627,18,ky,2019-05-17,-1.0,2020-06-20,400,530.85182926829,2.664858693459,3280,21,state,KY
7628,19,la,2019-05-17,-1.0,2020-06-20,400,513.18100202722,2.6848418759985,3453,22,state,LA
7629,20,ma,2019-05-17,-1.0,2020-06-20,400,503.71713307832,2.5188890036007003,4967,25,state,MA
7630,21,md,2019-05-17,-1.0,2020-06-20,400,530.82313795751,2.6111905260176,3907,24,state,MD
7631,22,me,2019-05-17,-1.0,2020-06-20,400,486.65951492537005,5.3514472031015,1072,23,state,ME
7632,23,mi,2019-05-17,-1.0,2020-06-20,400,514.50448788885,1.8042443535273,8133,26,state,MI
7633,24,mn,2019-05-17,-1.0,2020-06-20,400,471.87652216269004,2.3826687879543997,4106,27,state,MN
7634,25,mo,2019-05-17,-1.0,2020-06-20,400,525.88849400267,2.2965925582915,4502,29,state,MO
7635,26,mp,2019-05-17,-1.0,2020-06-20,400,586.25,37.692061926327,32,69,state,MP
7636,27,ms,2019-05-17,-1.0,2020-06-20,400,521.95549374131,3.2988939638286,2157,28,state,MS
7637,28,mt,2019-05-17,0.0,2020-06-20,400,514.22461170848,6.4586381942505,837,30,state,MT
7638,29,nc,2019-05-17,-1.0,2020-06-20,400,491.56297990524,2.0734678012156,6121,37,state,NC
7639,30,nd,2019-05-17,-1.0,2020-06-20,400,445.95454545455004,6.079386861661,572,38,state,ND
7640,31,ne,2019-05-17,-1.0,2020-06-20,400,487.74264705882,3.6143202263869,1632,31,state,NE
7641,32,nh,2019-05-17,-1.0,2020-06-20,400,523.15418023887,5.5849818289711,921,33,state,NH
7642,33,nj,2019-05-17,-1.0,2020-06-20,400,566.80667196187,1.8865836630936998,6295,34,state,NJ
7643,34,nm,2019-05-17,0.0,2020-06-20,400,513.65145228216,5.0251529995592,1446,35,state,NM
7644,35,nv,2019-05-17,-1.0,2020-06-20,400,607.78849315068,4.1195435155175,1825,32,state,NV
7645,36,ny,2019-05-17,-1.0,2020-06-20,400,534.18970278801,1.3565690675768998,15208,36,state,NY
7646,37,oh,2019-05-17,-1.0,2020-06-20,400,524.6630894308901,1.6759466957909,9225,39,state,OH
7647,38,ok,2019-05-17,-1.0,2020-06-20,400,514.61343686698,2.8393397134512997,2962,40,state,OK
7648,39,or,2019-05-17,-1.0,2020-06-20,400,620.77760853008,3.4218891737579,2626,41,state,OR
7649,40,pa,2019-05-17,-1.0,2020-06-20,400,514.6424310983099,1.7076807182233,9724,42,state,PA
7650,41,pr,2019-05-17,0.0,2020-06-20,400,483.23396530859003,4.3499202491891005,2479,72,state,PR
7651,42,ri,2019-05-17,-1.0,2020-06-20,400,519.7805178791599,6.0513677142257,811,44,state,RI
7652,43,sc,2019-05-17,-1.0,2020-06-20,400,521.7499178442299,2.8310517879234998,3043,45,state,SC
7653,44,sd,2019-05-17,0.0,2020-06-20,400,456.2003058104,5.922578950724501,654,46,state,SD
7654,45,tn,2019-05-17,-1.0,2020-06-20,400,530.37779397473,2.407561776787,4116,47,state,TN
7655,46,tx,2019-05-17,-1.0,2020-06-20,400,514.17979452055,1.2003696135183999,15768,48,state,TX
7656,47,ut,2019-05-17,-1.0,2020-06-20,400,615.63382789318,4.625936194344201,1685,49,state,UT
7657,48,va,2019-05-17,-1.0,2020-06-20,400,524.10533257961,2.2552680071097995,5307,51,state,VA
7658,49,vi,2019-05-17,0.0,2020-06-20,400,365.10588235294,23.47983832379,85,78,state,VI
7659,50,vt,2019-05-17,0.0,2020-06-20,400,446.74664107485995,7.761260960613099,521,50,state,VT
7660,51,wa,2019-05-17,-1.0,2020-06-20,400,613.8911264946499,2.5857574290653,4767,53,state,WA
7661,52,wi,2019-05-17,-1.0,2020-06-20,400,501.28073312472003,2.3395428851504,4474,55,state,WI
7662,53,wv,2019-05-17,-1.0,2020-06-20,400,491.20188679245,4.206039558271399,1590,54,state,WV
7663,54,wy,2019-05-17,-1.0,2020-06-20,400,472.35853658537,8.1556889385062,410,56,state,WY
7664,0,ak,2019-05-18,0.0,2020-06-20,399,579.3269961977201,10.490884752416001,526,02,state,AK
7665,1,al,2019-05-18,-1.0,2020-06-20,399,611.54323144105,3.1703737438805004,3435,01,state,AL
7666,2,ar,2019-05-18,-1.0,2020-06-20,399,555.81809701493,3.9098766767861,2144,05,state,AR
7667,3,as,2019-05-18,0.0,2020-06-20,399,53.0,,1,60,state,AS
7668,4,az,2019-05-18,0.0,2020-06-20,399,658.08800192354,3.6084390415428,4159,04,state,AZ
7669,5,ca,2019-05-18,0.0,2020-06-20,399,718.55582450832,1.3206217030293,23135,06,state,CA
7670,6,co,2019-05-18,0.0,2020-06-20,399,622.41425326519,3.6858267283753996,3522,08,state,CO
7671,7,ct,2019-05-18,0.0,2020-06-20,399,622.6052733617701,3.8060247096363997,2579,09,state,CT
7672,8,dc,2019-05-18,0.0,2020-06-20,399,491.93763919822,9.9182353294965,449,11,state,DC
7673,9,de,2019-05-18,-1.0,2020-06-20,399,576.96825396825,8.2245028520511,567,10,state,DE
7674,10,fl,2019-05-18,0.0,2020-06-20,399,591.5040450228599,1.8763983473166002,11372,12,state,FL
7675,11,ga,2019-05-18,0.0,2020-06-20,399,606.99257515393,2.6320640211186,5522,13,state,GA
7676,12,gu,2019-05-18,1.0,2020-06-20,399,628.1182795698901,34.315516363133,93,66,state,GU
7677,13,hi,2019-05-18,0.0,2020-06-20,399,656.39735894358,7.5668159013095995,833,15,state,HI
7678,14,ia,2019-05-18,-1.0,2020-06-20,399,601.69927674153,3.5706784875989004,2627,19,state,IA
7679,15,id,2019-05-18,0.0,2020-06-20,399,652.77916666667,7.031330802905999,960,16,state,ID
7680,16,il,2019-05-18,-1.0,2020-06-20,399,597.95257284563,1.9652790049319,9678,17,state,IL
7681,17,in,2019-05-18,-1.0,2020-06-20,399,559.05262063228,2.6620483668723,4808,18,state,IN
7682,18,ks,2019-05-18,-1.0,2020-06-20,399,589.55138592751,4.0405222385291,2345,20,state,KS
7683,19,ky,2019-05-18,0.0,2020-06-20,399,602.52150045746,3.3648274756168997,3279,21,state,KY
7684,20,la,2019-05-18,0.0,2020-06-20,399,557.4472769409,3.2756554093508,3452,22,state,LA
7685,21,ma,2019-05-18,0.0,2020-06-20,399,588.3071500503501,2.9777802140644,4965,25,state,MA
7686,22,md,2019-05-18,-1.0,2020-06-20,399,610.7466051755099,3.1068761857165,3903,24,state,MD
7687,23,me,2019-05-18,0.0,2020-06-20,399,558.71361940299,6.3220767019802,1072,23,state,ME
7688,24,mi,2019-05-18,-1.0,2020-06-20,399,574.38785046729,2.1774290005012,8132,26,state,MI
7689,25,mn,2019-05-18,0.0,2020-06-20,399,576.5443253775,3.0904005097189,4106,27,state,MN
7690,26,mo,2019-05-18,-1.0,2020-06-20,399,580.3063083074201,2.8422824574847,4502,29,state,MO
7691,27,mp,2019-05-18,-1.0,2020-06-20,399,696.74285714286,43.365678696817,35,69,state,MP
7692,28,ms,2019-05-18,-1.0,2020-06-20,399,563.79518072289,4.0468012995965,2158,28,state,MS
7693,29,mt,2019-05-18,0.0,2020-06-20,399,588.26045400239,7.6614176329773,837,30,state,MT
7694,30,nc,2019-05-18,0.0,2020-06-20,399,548.98022875817,2.5623156937298996,6120,37,state,NC
7695,31,nd,2019-05-18,0.0,2020-06-20,399,553.9458041958001,8.1830541544856,572,38,state,ND
7696,32,ne,2019-05-18,-1.0,2020-06-20,399,569.5634580012301,4.583607564237299,1631,31,state,NE
7697,33,nh,2019-05-18,0.0,2020-06-20,399,599.22149837134,6.7510183249385,921,33,state,NH
7698,34,nj,2019-05-18,-1.0,2020-06-20,399,666.29025592116,2.3284476316994,6291,34,state,NJ
7699,35,nm,2019-05-18,0.0,2020-06-20,399,570.85743944637,6.0961695975586,1445,35,state,NM
7700,36,nv,2019-05-18,0.0,2020-06-20,399,677.3652792990099,4.9164929331632,1826,32,state,NV
7701,37,ny,2019-05-18,-1.0,2020-06-20,399,618.2373115660599,1.6795451385559,15191,36,state,NY
7702,38,oh,2019-05-18,-1.0,2020-06-20,399,592.29705117086,2.0290516446219002,9224,39,state,OH
7703,39,ok,2019-05-18,0.0,2020-06-20,399,607.13441404931,3.6518283877509,2961,40,state,OK
7704,40,or,2019-05-18,0.0,2020-06-20,399,700.3545316070099,4.2014893389659,2626,41,state,OR
7705,41,pa,2019-05-18,-1.0,2020-06-20,399,584.5470437018,2.0445112842464,9725,42,state,PA
7706,42,pr,2019-05-18,0.0,2020-06-20,399,562.34532955924,5.2197886325723,2473,72,state,PR
7707,43,ri,2019-05-18,0.0,2020-06-20,399,600.41975308642,7.4587426809859005,810,44,state,RI
7708,44,sc,2019-05-18,0.0,2020-06-20,399,578.78726198293,3.5077131623527,3046,45,state,SC
7709,45,sd,2019-05-18,0.0,2020-06-20,399,538.35681470138,7.5455378158814,653,46,state,SD
7710,46,tn,2019-05-18,-1.0,2020-06-20,399,591.03669501823,2.9793945817026,4115,47,state,TN
7711,47,tx,2019-05-18,-1.0,2020-06-20,399,596.83417882055,1.5515600191418002,15770,48,state,TX
7712,48,ut,2019-05-18,0.0,2020-06-20,399,703.91691394659,5.752958817555701,1685,49,state,UT
7713,49,va,2019-05-18,0.0,2020-06-20,399,604.31504524887,2.7584811014823996,5304,51,state,VA
7714,50,vi,2019-05-18,0.0,2020-06-20,399,447.16279069767,25.385729375797,86,78,state,VI
7715,51,vt,2019-05-18,0.0,2020-06-20,399,504.39230769230994,9.0084199635797,520,50,state,VT
7716,52,wa,2019-05-18,0.0,2020-06-20,399,694.7597648047,3.0807852121958,4762,53,state,WA
7717,53,wi,2019-05-18,-1.0,2020-06-20,399,586.35650424676,2.9113741000933997,4474,55,state,WI
7718,54,wv,2019-05-18,0.0,2020-06-20,399,557.45597484277,5.062721507513099,1590,54,state,WV
7719,55,wy,2019-05-18,0.0,2020-06-20,399,545.11219512195,10.088765447677,410,56,state,WY
7720,0,ak,2019-05-19,1.0,2020-06-20,398,610.49142857143,12.077325265723,525,02,state,AK
7721,1,al,2019-05-19,1.0,2020-06-20,398,696.7006406523,3.4477722102232002,3434,01,state,AL
7722,2,ar,2019-05-19,0.0,2020-06-20,398,662.24894908921,4.3144016430771,2141,05,state,AR
7723,3,as,2019-05-19,-1.0,2020-06-20,398,131.0,,1,60,state,AS
7724,4,az,2019-05-19,1.0,2020-06-20,398,714.8857898533299,4.0930769536057,4159,04,state,AZ
7725,5,ca,2019-05-19,1.0,2020-06-20,398,788.46348739677,1.5449198570586002,23129,06,state,CA
7726,6,co,2019-05-19,1.0,2020-06-20,398,672.9863713799,4.1860289363647,3522,08,state,CO
7727,7,ct,2019-05-19,1.0,2020-06-20,398,656.5160915083401,4.3899130299556,2579,09,state,CT
7728,8,dc,2019-05-19,1.0,2020-06-20,398,517.1714922049,10.880733910989001,449,11,state,DC
7729,9,de,2019-05-19,1.0,2020-06-20,398,622.02469135802,9.402644224821,567,10,state,DE
7730,10,fl,2019-05-19,1.0,2020-06-20,398,664.4975811416999,2.1092643882555,11369,12,state,FL
7731,11,ga,2019-05-19,1.0,2020-06-20,398,692.08094893155,2.9473590120252995,5522,13,state,GA
7732,12,gu,2019-05-19,1.0,2020-06-20,398,657.18279569892,36.542481526431,93,66,state,GU
7733,13,hi,2019-05-19,1.0,2020-06-20,398,699.35456730769,8.6429586805348,832,15,state,HI
7734,14,ia,2019-05-19,1.0,2020-06-20,398,684.00951655881,4.1575130450149,2627,19,state,IA
7735,15,id,2019-05-19,1.0,2020-06-20,398,735.1052083333299,7.8377957268367995,960,16,state,ID
7736,16,il,2019-05-19,0.0,2020-06-20,398,644.57160570366,2.1601847034173,9678,17,state,IL
7737,17,in,2019-05-19,0.0,2020-06-20,398,608.1322795341099,2.9159621884081,4808,18,state,IN
7738,18,ks,2019-05-19,1.0,2020-06-20,398,638.56679470764,4.3821095939240005,2343,20,state,KS
7739,19,ky,2019-05-19,1.0,2020-06-20,398,655.9804758999401,3.7084509786224,3278,21,state,KY
7740,20,la,2019-05-19,0.0,2020-06-20,398,619.56022003474,3.7175958425839,3454,22,state,LA
7741,21,ma,2019-05-19,1.0,2020-06-20,398,589.5004029008901,3.3730830797402995,4964,25,state,MA
7742,22,md,2019-05-19,1.0,2020-06-20,398,673.17669654289,3.5065751718663996,3905,24,state,MD
7743,23,me,2019-05-19,0.0,2020-06-20,398,582.81902985075,7.1533412321303,1072,23,state,ME
7744,24,mi,2019-05-19,0.0,2020-06-20,398,613.77576875769,2.3484699147571,8130,26,state,MI
7745,25,mn,2019-05-19,1.0,2020-06-20,398,627.92450073064,3.504714168981,4106,27,state,MN
7746,26,mo,2019-05-19,0.0,2020-06-20,398,644.4442470013299,3.1651865623912,4502,29,state,MO
7747,27,mp,2019-05-19,0.0,2020-06-20,398,673.0,56.289195098602,33,69,state,MP
7748,28,ms,2019-05-19,1.0,2020-06-20,398,651.8284654612901,4.5144571926997,2157,28,state,MS
7749,29,mt,2019-05-19,1.0,2020-06-20,398,625.0322580645201,8.8194171930132,837,30,state,MT
7750,30,nc,2019-05-19,1.0,2020-06-20,398,629.06359326467,2.8923889424360003,6117,37,state,NC
7751,31,nd,2019-05-19,1.0,2020-06-20,398,609.0979020979,9.239170216524698,572,38,state,ND
