fips,date,state,country,aggregate_level,current_icu,current_hospitalized
48083,2020-08-03,TX,USA,county,1,2
48083,2020-08-04,TX,USA,county,1,2
48083,2020-08-05,TX,USA,county,1,2
48083,2020-08-06,TX,USA,county,1,2
48083,2020-08-07,TX,USA,county,1,2
48083,2020-08-08,TX,USA,county,1,2
48083,2020-08-09,TX,USA,county,1,1
48083,2020-08-10,TX,USA,county,1,1
48083,2020-08-11,TX,USA,county,1,1
48083,2020-08-12,TX,USA,county,1,1
48083,2020-08-13,TX,USA,county,1,1
48083,2020-08-14,TX,USA,county,1,1
48083,2020-08-15,TX,USA,county,1,1
48083,2020-08-16,TX,USA,county,1,1
48083,2020-08-17,TX,USA,county,1,1
48083,2020-08-18,TX,USA,county,1,1
48083,2020-08-19,TX,USA,county,1,1
48083,2020-08-20,TX,USA,county,1,1
48083,2020-08-21,TX,USA,county,1,1
48083,2020-08-22,TX,USA,county,1,1
48083,2020-08-23,TX,USA,county,0,1
48083,2020-08-24,TX,USA,county,1,1
48083,2020-08-25,TX,USA,county,0,1
48083,2020-08-26,TX,USA,county,0,1
48083,2020-08-27,TX,USA,county,0,1
48083,2020-08-28,TX,USA,county,0,1
48083,2020-08-29,TX,USA,county,0,1
48083,2020-08-30,TX,USA,county,0,1
48083,2020-08-31,TX,USA,county,0,1
48083,2020-09-01,TX,USA,county,0,1
48083,2020-09-02,TX,USA,county,0,1
48083,2020-09-03,TX,USA,county,1,1
48083,2020-09-04,TX,USA,county,0,1
48083,2020-09-05,TX,USA,county,0,1
48083,2020-09-06,TX,USA,county,0,1
48083,2020-09-07,TX,USA,county,0,1
48083,2020-09-08,TX,USA,county,0,1
48083,2020-09-09,TX,USA,county,0,1
48083,2020-09-10,TX,USA,county,0,1
48083,2020-09-11,TX,USA,county,0,1
48083,2020-09-12,TX,USA,county,0,1
48085,2020-04-12,TX,USA,county,21,48
48085,2020-04-13,TX,USA,county,33,47
48085,2020-04-14,TX,USA,county,19,48
48085,2020-04-15,TX,USA,county,28,58
48085,2020-04-16,TX,USA,county,29,61
48085,2020-04-17,TX,USA,county,29,62
48085,2020-04-18,TX,USA,county,25,56
48085,2020-04-19,TX,USA,county,25,56
48085,2020-04-20,TX,USA,county,24,53
48085,2020-04-21,TX,USA,county,22,57
48085,2020-04-22,TX,USA,county,24,62
48085,2020-04-23,TX,USA,county,26,67
48085,2020-04-24,TX,USA,county,26,71
48085,2020-04-25,TX,USA,county,24,68
48085,2020-04-26,TX,USA,county,23,61
48085,2020-04-27,TX,USA,county,24,64
48085,2020-04-28,TX,USA,county,29,76
48085,2020-04-29,TX,USA,county,32,79
48085,2020-04-30,TX,USA,county,29,75
48085,2020-05-01,TX,USA,county,32,82
48085,2020-05-02,TX,USA,county,32,82
48085,2020-05-03,TX,USA,county,26,69
48085,2020-05-04,TX,USA,county,22,67
48085,2020-05-05,TX,USA,county,30,87
48085,2020-05-06,TX,USA,county,33,88
48085,2020-05-07,TX,USA,county,33,87
48085,2020-05-08,TX,USA,county,32,88
48085,2020-05-09,TX,USA,county,31,84
48085,2020-05-10,TX,USA,county,28,74
48085,2020-05-11,TX,USA,county,25,69
48085,2020-05-12,TX,USA,county,30,88
48085,2020-05-13,TX,USA,county,30,81
48085,2020-05-14,TX,USA,county,32,86
48085,2020-05-15,TX,USA,county,33,88
48085,2020-05-16,TX,USA,county,32,89
48085,2020-05-17,TX,USA,county,26,71
48085,2020-05-18,TX,USA,county,26,72
48085,2020-05-19,TX,USA,county,30,84
48085,2020-05-20,TX,USA,county,30,84
48085,2020-05-21,TX,USA,county,27,78
48085,2020-05-22,TX,USA,county,27,74
48085,2020-05-23,TX,USA,county,28,79
48085,2020-05-24,TX,USA,county,26,71
48085,2020-05-25,TX,USA,county,28,68
48085,2020-05-26,TX,USA,county,28,69
48085,2020-05-27,TX,USA,county,30,76
48085,2020-05-28,TX,USA,county,30,79
48085,2020-05-29,TX,USA,county,31,75
48085,2020-05-30,TX,USA,county,34,81
48085,2020-05-31,TX,USA,county,32,77
48085,2020-06-01,TX,USA,county,31,75
48085,2020-06-02,TX,USA,county,31,75
48085,2020-06-03,TX,USA,county,30,75
48085,2020-06-04,TX,USA,county,30,78
48085,2020-06-05,TX,USA,county,30,78
48085,2020-06-06,TX,USA,county,30,78
48085,2020-06-07,TX,USA,county,29,78
48085,2020-06-08,TX,USA,county,29,79
48085,2020-06-09,TX,USA,county,31,86
48085,2020-06-10,TX,USA,county,34,89
48085,2020-06-11,TX,USA,county,35,91
48085,2020-06-12,TX,USA,county,33,92
48085,2020-06-13,TX,USA,county,33,95
48085,2020-06-14,TX,USA,county,33,94
48085,2020-06-15,TX,USA,county,32,91
48085,2020-06-16,TX,USA,county,37,99
48085,2020-06-17,TX,USA,county,37,111
48085,2020-06-18,TX,USA,county,41,117
48085,2020-06-19,TX,USA,county,41,119
48085,2020-06-20,TX,USA,county,40,122
48085,2020-06-21,TX,USA,county,41,123
48085,2020-06-22,TX,USA,county,44,128
48085,2020-06-23,TX,USA,county,49,139
48085,2020-06-24,TX,USA,county,49,147
48085,2020-06-25,TX,USA,county,47,147
48085,2020-06-26,TX,USA,county,49,153
48085,2020-06-27,TX,USA,county,51,162
48085,2020-06-28,TX,USA,county,49,164
48085,2020-06-29,TX,USA,county,48,167
48085,2020-06-30,TX,USA,county,51,178
48085,2020-07-01,TX,USA,county,54,183
48085,2020-07-02,TX,USA,county,58,194
48085,2020-07-03,TX,USA,county,59,199
48085,2020-07-04,TX,USA,county,60,199
48085,2020-07-05,TX,USA,county,62,203
48085,2020-07-06,TX,USA,county,62,208
48085,2020-07-07,TX,USA,county,66,221
48085,2020-07-08,TX,USA,county,70,235
48085,2020-07-09,TX,USA,county,73,237
48085,2020-07-10,TX,USA,county,73,243
48085,2020-07-11,TX,USA,county,72,237
48085,2020-07-12,TX,USA,county,78,246
48085,2020-07-13,TX,USA,county,77,242
48085,2020-07-14,TX,USA,county,77,238
48085,2020-07-15,TX,USA,county,77,240
48085,2020-07-16,TX,USA,county,78,244
48085,2020-07-17,TX,USA,county,77,249
48085,2020-07-18,TX,USA,county,76,245
48085,2020-07-19,TX,USA,county,77,247
48085,2020-07-20,TX,USA,county,73,248
48085,2020-07-21,TX,USA,county,78,247
48085,2020-07-22,TX,USA,county,78,255
48085,2020-07-23,TX,USA,county,125,235
48085,2020-07-24,TX,USA,county,83,250
48085,2020-07-25,TX,USA,county,71,223
48085,2020-07-26,TX,USA,county,66,221
48085,2020-07-27,TX,USA,county,68,212
48085,2020-07-28,TX,USA,county,71,213
48085,2020-07-29,TX,USA,county,73,223
48085,2020-07-30,TX,USA,county,70,214
48085,2020-07-31,TX,USA,county,70,205
48085,2020-08-01,TX,USA,county,67,202
48085,2020-08-02,TX,USA,county,62,198
48085,2020-08-03,TX,USA,county,66,204
48085,2020-08-04,TX,USA,county,65,200
48085,2020-08-05,TX,USA,county,62,194
48085,2020-08-06,TX,USA,county,57,187
48085,2020-08-07,TX,USA,county,56,181
48085,2020-08-08,TX,USA,county,56,173
48085,2020-08-09,TX,USA,county,56,171
48085,2020-08-10,TX,USA,county,55,166
48085,2020-08-11,TX,USA,county,54,160
48085,2020-08-12,TX,USA,county,52,159
48085,2020-08-13,TX,USA,county,49,156
48085,2020-08-14,TX,USA,county,49,158
48085,2020-08-15,TX,USA,county,49,158
48085,2020-08-16,TX,USA,county,47,150
48085,2020-08-17,TX,USA,county,48,149
48085,2020-08-18,TX,USA,county,43,147
48085,2020-08-19,TX,USA,county,43,139
48085,2020-08-20,TX,USA,county,41,137
48085,2020-08-21,TX,USA,county,39,135
48085,2020-08-22,TX,USA,county,41,131
48085,2020-08-23,TX,USA,county,40,126
48085,2020-08-24,TX,USA,county,41,125
48085,2020-08-25,TX,USA,county,39,120
48085,2020-08-26,TX,USA,county,40,121
48085,2020-08-27,TX,USA,county,38,118
48085,2020-08-28,TX,USA,county,39,114
48085,2020-08-29,TX,USA,county,37,115
48085,2020-08-30,TX,USA,county,37,110
48085,2020-08-31,TX,USA,county,37,108
48085,2020-09-01,TX,USA,county,35,110
48085,2020-09-02,TX,USA,county,35,107
48085,2020-09-03,TX,USA,county,33,104
48085,2020-09-04,TX,USA,county,29,101
48085,2020-09-05,TX,USA,county,35,116
48085,2020-09-06,TX,USA,county,32,99
48085,2020-09-07,TX,USA,county,31,88
48085,2020-09-08,TX,USA,county,31,103
48085,2020-09-09,TX,USA,county,30,100
48085,2020-09-10,TX,USA,county,30,101
48085,2020-09-11,TX,USA,county,28,97
48085,2020-09-12,TX,USA,county,27,96
48087,2020-04-12,TX,USA,county,0,0
48087,2020-04-13,TX,USA,county,0,0
48087,2020-04-14,TX,USA,county,0,0
48087,2020-04-15,TX,USA,county,0,0
48087,2020-04-16,TX,USA,county,0,0
48087,2020-04-17,TX,USA,county,0,0
48087,2020-04-18,TX,USA,county,0,0
48087,2020-04-19,TX,USA,county,0,0
48087,2020-04-20,TX,USA,county,0,0
48087,2020-04-21,TX,USA,county,0,0
48087,2020-04-22,TX,USA,county,0,0
48087,2020-04-23,TX,USA,county,0,0
48087,2020-04-24,TX,USA,county,0,0
48087,2020-04-25,TX,USA,county,0,0
48087,2020-04-26,TX,USA,county,0,0
48087,2020-04-27,TX,USA,county,0,0
48087,2020-04-28,TX,USA,county,0,0
48087,2020-04-29,TX,USA,county,0,1
48087,2020-04-30,TX,USA,county,0,1
48087,2020-05-01,TX,USA,county,0,1
48087,2020-05-02,TX,USA,county,0,1
48087,2020-05-03,TX,USA,county,0,1
48087,2020-05-04,TX,USA,county,0,1
48087,2020-05-05,TX,USA,county,0,1
48087,2020-05-06,TX,USA,county,0,1
48087,2020-05-07,TX,USA,county,0,1
48087,2020-05-08,TX,USA,county,0,1
48087,2020-05-09,TX,USA,county,0,1
48087,2020-05-10,TX,USA,county,0,1
48087,2020-05-11,TX,USA,county,0,1
48087,2020-05-12,TX,USA,county,0,1
48087,2020-05-13,TX,USA,county,0,1
48087,2020-05-14,TX,USA,county,0,1
48087,2020-05-15,TX,USA,county,0,1
48087,2020-05-16,TX,USA,county,0,1
48087,2020-05-17,TX,USA,county,0,0
48087,2020-05-18,TX,USA,county,0,0
48087,2020-05-19,TX,USA,county,0,0
48087,2020-05-20,TX,USA,county,0,1
48087,2020-05-21,TX,USA,county,0,0
48087,2020-05-22,TX,USA,county,0,0
48087,2020-05-23,TX,USA,county,0,0
48087,2020-05-24,TX,USA,county,0,0
48087,2020-05-25,TX,USA,county,0,0
48087,2020-05-26,TX,USA,county,0,0
48087,2020-05-27,TX,USA,county,0,0
48087,2020-05-28,TX,USA,county,0,0
48087,2020-05-29,TX,USA,county,0,0
48087,2020-05-30,TX,USA,county,0,0
48087,2020-05-31,TX,USA,county,0,0
48087,2020-06-01,TX,USA,county,0,0
48087,2020-06-02,TX,USA,county,0,0
48087,2020-06-03,TX,USA,county,0,0
48087,2020-06-04,TX,USA,county,0,0
48087,2020-06-05,TX,USA,county,0,0
48087,2020-06-06,TX,USA,county,0,0
48087,2020-06-07,TX,USA,county,0,0
48087,2020-06-08,TX,USA,county,0,0
48087,2020-06-09,TX,USA,county,0,0
48087,2020-06-10,TX,USA,county,0,0
48087,2020-06-11,TX,USA,county,0,0
48087,2020-06-12,TX,USA,county,0,0
48087,2020-06-13,TX,USA,county,0,0
48087,2020-06-14,TX,USA,county,0,0
48087,2020-06-15,TX,USA,county,0,0
48087,2020-06-16,TX,USA,county,0,0
48087,2020-06-17,TX,USA,county,0,0
48087,2020-06-18,TX,USA,county,0,0
48087,2020-06-19,TX,USA,county,0,0
48087,2020-06-20,TX,USA,county,0,0
48087,2020-06-21,TX,USA,county,0,0
48087,2020-06-22,TX,USA,county,0,0
48087,2020-06-23,TX,USA,county,0,0
48087,2020-06-24,TX,USA,county,0,0
48087,2020-06-25,TX,USA,county,0,0
48087,2020-06-26,TX,USA,county,0,0
48087,2020-06-27,TX,USA,county,0,0
48087,2020-06-28,TX,USA,county,0,0
48087,2020-06-29,TX,USA,county,0,0
48087,2020-06-30,TX,USA,county,0,0
48087,2020-07-01,TX,USA,county,0,0
48087,2020-07-02,TX,USA,county,0,0
48087,2020-07-03,TX,USA,county,0,0
48087,2020-07-04,TX,USA,county,0,0
48087,2020-07-05,TX,USA,county,0,0
48087,2020-07-06,TX,USA,county,0,0
48087,2020-07-07,TX,USA,county,0,0
48087,2020-07-08,TX,USA,county,0,0
48087,2020-07-09,TX,USA,county,0,0
48087,2020-07-10,TX,USA,county,0,0
48087,2020-07-11,TX,USA,county,0,0
48087,2020-07-12,TX,USA,county,0,0
48087,2020-07-13,TX,USA,county,0,0
48087,2020-07-14,TX,USA,county,0,0
48087,2020-07-15,TX,USA,county,0,0
48087,2020-07-16,TX,USA,county,0,0
48087,2020-07-17,TX,USA,county,0,0
48087,2020-07-18,TX,USA,county,0,0
48087,2020-07-19,TX,USA,county,0,0
48087,2020-07-20,TX,USA,county,0,0
48087,2020-07-21,TX,USA,county,0,0
48087,2020-07-22,TX,USA,county,0,1
48087,2020-07-23,TX,USA,county,0,0
48087,2020-07-24,TX,USA,county,0,1
48087,2020-07-25,TX,USA,county,0,1
48087,2020-07-26,TX,USA,county,0,0
48087,2020-07-27,TX,USA,county,0,1
48087,2020-07-28,TX,USA,county,0,0
48087,2020-07-29,TX,USA,county,0,0
48087,2020-07-30,TX,USA,county,0,0
48087,2020-07-31,TX,USA,county,0,0
48087,2020-08-01,TX,USA,county,0,1
48087,2020-08-02,TX,USA,county,0,1
48087,2020-08-03,TX,USA,county,0,1
48087,2020-08-04,TX,USA,county,0,1
48087,2020-08-05,TX,USA,county,0,0
48087,2020-08-06,TX,USA,county,0,1
48087,2020-08-07,TX,USA,county,0,1
48087,2020-08-08,TX,USA,county,0,1
48087,2020-08-09,TX,USA,county,0,0
48087,2020-08-10,TX,USA,county,0,0
48087,2020-08-11,TX,USA,county,0,1
48087,2020-08-12,TX,USA,county,0,1
48087,2020-08-13,TX,USA,county,0,0
48087,2020-08-14,TX,USA,county,0,0
48087,2020-08-15,TX,USA,county,0,0
48087,2020-08-16,TX,USA,county,0,0
48087,2020-08-17,TX,USA,county,0,0
48087,2020-08-18,TX,USA,county,0,0
48087,2020-08-19,TX,USA,county,0,0
48087,2020-08-20,TX,USA,county,0,0
48087,2020-08-21,TX,USA,county,0,0
48087,2020-08-22,TX,USA,county,0,0
48087,2020-08-23,TX,USA,county,0,0
48087,2020-08-24,TX,USA,county,0,0
48087,2020-08-25,TX,USA,county,0,0
48087,2020-08-26,TX,USA,county,0,0
48087,2020-08-27,TX,USA,county,0,0
48087,2020-08-28,TX,USA,county,0,0
48087,2020-08-29,TX,USA,county,0,0
48087,2020-08-30,TX,USA,county,0,0
48087,2020-08-31,TX,USA,county,0,0
48087,2020-09-01,TX,USA,county,0,0
48087,2020-09-02,TX,USA,county,0,0
48087,2020-09-03,TX,USA,county,0,0
48087,2020-09-04,TX,USA,county,0,0
48087,2020-09-05,TX,USA,county,0,0
48087,2020-09-06,TX,USA,county,0,0
48087,2020-09-07,TX,USA,county,0,0
48087,2020-09-08,TX,USA,county,0,0
48087,2020-09-09,TX,USA,county,0,0
48087,2020-09-10,TX,USA,county,0,0
48087,2020-09-11,TX,USA,county,0,0
48087,2020-09-12,TX,USA,county,0,0
48089,2020-04-12,TX,USA,county,1,2
48089,2020-04-13,TX,USA,county,0,1
48089,2020-04-14,TX,USA,county,1,2
48089,2020-04-15,TX,USA,county,1,2
48089,2020-04-16,TX,USA,county,1,2
48089,2020-04-17,TX,USA,county,1,2
48089,2020-04-18,TX,USA,county,1,1
48089,2020-04-19,TX,USA,county,1,2
48089,2020-04-20,TX,USA,county,1,2
48089,2020-04-21,TX,USA,county,1,2
48089,2020-04-22,TX,USA,county,1,2
48089,2020-04-23,TX,USA,county,1,2
48089,2020-04-24,TX,USA,county,1,2
48089,2020-04-25,TX,USA,county,1,2
48089,2020-04-26,TX,USA,county,1,2
48089,2020-04-27,TX,USA,county,1,2
48089,2020-04-28,TX,USA,county,1,2
48089,2020-04-29,TX,USA,county,1,1
48089,2020-04-30,TX,USA,county,1,1
48089,2020-05-01,TX,USA,county,1,2
48089,2020-05-02,TX,USA,county,1,1
48089,2020-05-03,TX,USA,county,0,1
48089,2020-05-04,TX,USA,county,1,1
48089,2020-05-05,TX,USA,county,1,2
48089,2020-05-06,TX,USA,county,1,1
48089,2020-05-07,TX,USA,county,1,2
48089,2020-05-08,TX,USA,county,1,1
48089,2020-05-09,TX,USA,county,1,2
48089,2020-05-10,TX,USA,county,1,2
48089,2020-05-11,TX,USA,county,1,1
48089,2020-05-12,TX,USA,county,1,1
48089,2020-05-13,TX,USA,county,1,1
48089,2020-05-14,TX,USA,county,1,1
48089,2020-05-15,TX,USA,county,1,1
48089,2020-05-16,TX,USA,county,1,1
48089,2020-05-17,TX,USA,county,1,1
48089,2020-05-18,TX,USA,county,1,1
48089,2020-05-19,TX,USA,county,1,1
48089,2020-05-20,TX,USA,county,1,1
48089,2020-05-21,TX,USA,county,1,1
48089,2020-05-22,TX,USA,county,1,1
48089,2020-05-23,TX,USA,county,1,1
48089,2020-05-24,TX,USA,county,1,1
48089,2020-05-25,TX,USA,county,1,1
48089,2020-05-26,TX,USA,county,1,1
48089,2020-05-27,TX,USA,county,1,1
48089,2020-05-28,TX,USA,county,1,1
48089,2020-05-29,TX,USA,county,1,1
48089,2020-05-30,TX,USA,county,1,2
48089,2020-05-31,TX,USA,county,1,2
48089,2020-06-01,TX,USA,county,1,2
48089,2020-06-02,TX,USA,county,1,2
48089,2020-06-03,TX,USA,county,1,2
48089,2020-06-04,TX,USA,county,1,2
48089,2020-06-05,TX,USA,county,1,2
48089,2020-06-06,TX,USA,county,1,2
48089,2020-06-07,TX,USA,county,1,2
48089,2020-06-08,TX,USA,county,1,2
48089,2020-06-09,TX,USA,county,1,2
48089,2020-06-10,TX,USA,county,1,2
48089,2020-06-11,TX,USA,county,1,2
48089,2020-06-12,TX,USA,county,1,2
48089,2020-06-13,TX,USA,county,1,2
48089,2020-06-14,TX,USA,county,1,2
48089,2020-06-15,TX,USA,county,1,2
48089,2020-06-16,TX,USA,county,1,3
48089,2020-06-17,TX,USA,county,1,3
48089,2020-06-18,TX,USA,county,1,3
48089,2020-06-19,TX,USA,county,1,3
48089,2020-06-20,TX,USA,county,1,3
48089,2020-06-21,TX,USA,county,1,4
48089,2020-06-22,TX,USA,county,1,4
48089,2020-06-23,TX,USA,county,1,4
48089,2020-06-24,TX,USA,county,1,5
48089,2020-06-25,TX,USA,county,2,5
48089,2020-06-26,TX,USA,county,2,5
48089,2020-06-27,TX,USA,county,2,6
48089,2020-06-28,TX,USA,county,2,6
48089,2020-06-29,TX,USA,county,2,6
48089,2020-06-30,TX,USA,county,2,7
48089,2020-07-01,TX,USA,county,2,7
48089,2020-07-02,TX,USA,county,2,8
48089,2020-07-03,TX,USA,county,2,8
48089,2020-07-04,TX,USA,county,2,8
48089,2020-07-05,TX,USA,county,2,8
48089,2020-07-06,TX,USA,county,3,9
48089,2020-07-07,TX,USA,county,3,9
48089,2020-07-08,TX,USA,county,3,9
48089,2020-07-09,TX,USA,county,3,9
48089,2020-07-10,TX,USA,county,3,10
48089,2020-07-11,TX,USA,county,3,10
48089,2020-07-12,TX,USA,county,3,10
48089,2020-07-13,TX,USA,county,3,10
48089,2020-07-14,TX,USA,county,3,10
48089,2020-07-15,TX,USA,county,3,10
48089,2020-07-16,TX,USA,county,3,9
48089,2020-07-17,TX,USA,county,3,9
48089,2020-07-18,TX,USA,county,3,9
48089,2020-07-19,TX,USA,county,3,9
48089,2020-07-20,TX,USA,county,3,9
48089,2020-07-21,TX,USA,county,3,9
48089,2020-07-22,TX,USA,county,3,9
48089,2020-07-23,TX,USA,county,2,8
48089,2020-07-24,TX,USA,county,3,9
48089,2020-07-25,TX,USA,county,3,8
48089,2020-07-26,TX,USA,county,3,10
48089,2020-07-27,TX,USA,county,3,8
48089,2020-07-28,TX,USA,county,3,8
48089,2020-07-29,TX,USA,county,3,8
48089,2020-07-30,TX,USA,county,2,7
48089,2020-07-31,TX,USA,county,3,7
48089,2020-08-01,TX,USA,county,3,7
48089,2020-08-02,TX,USA,county,3,7
48089,2020-08-03,TX,USA,county,3,7
48089,2020-08-04,TX,USA,county,3,7
48089,2020-08-05,TX,USA,county,2,6
48089,2020-08-06,TX,USA,county,2,6
48089,2020-08-07,TX,USA,county,2,6
48089,2020-08-08,TX,USA,county,2,6
48089,2020-08-09,TX,USA,county,2,5
48089,2020-08-10,TX,USA,county,2,5
48089,2020-08-11,TX,USA,county,2,5
48089,2020-08-12,TX,USA,county,2,5
48089,2020-08-13,TX,USA,county,2,5
48089,2020-08-14,TX,USA,county,2,5
48089,2020-08-15,TX,USA,county,2,5
48089,2020-08-16,TX,USA,county,2,5
48089,2020-08-17,TX,USA,county,2,4
48089,2020-08-18,TX,USA,county,2,5
48089,2020-08-19,TX,USA,county,2,4
48089,2020-08-20,TX,USA,county,1,4
48089,2020-08-21,TX,USA,county,1,4
48089,2020-08-22,TX,USA,county,1,4
48089,2020-08-23,TX,USA,county,1,4
48089,2020-08-24,TX,USA,county,1,3
48089,2020-08-25,TX,USA,county,1,3
48089,2020-08-26,TX,USA,county,1,3
48089,2020-08-27,TX,USA,county,1,3
48089,2020-08-28,TX,USA,county,1,3
48089,2020-08-29,TX,USA,county,1,3
48089,2020-08-30,TX,USA,county,1,3
48089,2020-08-31,TX,USA,county,1,3
48089,2020-09-01,TX,USA,county,1,3
48089,2020-09-02,TX,USA,county,1,3
48089,2020-09-03,TX,USA,county,1,3
48089,2020-09-04,TX,USA,county,1,3
48089,2020-09-05,TX,USA,county,1,3
48089,2020-09-06,TX,USA,county,1,2
48089,2020-09-07,TX,USA,county,1,2
48089,2020-09-08,TX,USA,county,1,2
48089,2020-09-09,TX,USA,county,1,2
48089,2020-09-10,TX,USA,county,1,2
48089,2020-09-11,TX,USA,county,1,2
48089,2020-09-12,TX,USA,county,1,2
48091,2020-04-12,TX,USA,county,1,3
48091,2020-04-13,TX,USA,county,1,3
48091,2020-04-14,TX,USA,county,1,3
48091,2020-04-15,TX,USA,county,1,4
48091,2020-04-16,TX,USA,county,1,2
48091,2020-04-17,TX,USA,county,1,3
48091,2020-04-18,TX,USA,county,1,3
48091,2020-04-19,TX,USA,county,1,3
48091,2020-04-20,TX,USA,county,1,2
48091,2020-04-21,TX,USA,county,2,2
48091,2020-04-22,TX,USA,county,2,6
48091,2020-04-23,TX,USA,county,2,4
48091,2020-04-24,TX,USA,county,1,3
48091,2020-04-25,TX,USA,county,2,3
48091,2020-04-26,TX,USA,county,2,3
48091,2020-04-27,TX,USA,county,2,3
48091,2020-04-28,TX,USA,county,2,3
48091,2020-04-29,TX,USA,county,2,3
48091,2020-04-30,TX,USA,county,2,3
48091,2020-05-01,TX,USA,county,2,3
48091,2020-05-02,TX,USA,county,2,3
48091,2020-05-03,TX,USA,county,2,3
48091,2020-05-04,TX,USA,county,2,3
48091,2020-05-05,TX,USA,county,2,4
48091,2020-05-06,TX,USA,county,2,4
48091,2020-05-07,TX,USA,county,2,3
48091,2020-05-08,TX,USA,county,2,4
48091,2020-05-09,TX,USA,county,2,4
48091,2020-05-10,TX,USA,county,2,3
48091,2020-05-11,TX,USA,county,2,3
48091,2020-05-12,TX,USA,county,2,4
48091,2020-05-13,TX,USA,county,3,4
48091,2020-05-14,TX,USA,county,2,3
48091,2020-05-15,TX,USA,county,1,4
48091,2020-05-16,TX,USA,county,2,4
48091,2020-05-17,TX,USA,county,2,4
48091,2020-05-18,TX,USA,county,2,4
48091,2020-05-19,TX,USA,county,2,5
48091,2020-05-20,TX,USA,county,2,5
48091,2020-05-21,TX,USA,county,2,5
48091,2020-05-22,TX,USA,county,2,5
48091,2020-05-23,TX,USA,county,2,5
48091,2020-05-24,TX,USA,county,2,5
48091,2020-05-25,TX,USA,county,2,5
48091,2020-05-26,TX,USA,county,2,5
48091,2020-05-27,TX,USA,county,2,6
48091,2020-05-28,TX,USA,county,2,6
48091,2020-05-29,TX,USA,county,2,3
48091,2020-05-30,TX,USA,county,2,5
48091,2020-05-31,TX,USA,county,2,5
48091,2020-06-01,TX,USA,county,2,6
48091,2020-06-02,TX,USA,county,2,5
48091,2020-06-03,TX,USA,county,2,6
48091,2020-06-04,TX,USA,county,1,4
48091,2020-06-05,TX,USA,county,2,6
48091,2020-06-06,TX,USA,county,2,5
48091,2020-06-07,TX,USA,county,2,5
48091,2020-06-08,TX,USA,county,1,5
48091,2020-06-09,TX,USA,county,2,6
48091,2020-06-10,TX,USA,county,3,7
48091,2020-06-11,TX,USA,county,2,7
48091,2020-06-12,TX,USA,county,2,6
48091,2020-06-13,TX,USA,county,3,8
48091,2020-06-14,TX,USA,county,2,9
48091,2020-06-15,TX,USA,county,3,9
48091,2020-06-16,TX,USA,county,3,10
48091,2020-06-17,TX,USA,county,4,13
48091,2020-06-18,TX,USA,county,4,12
48091,2020-06-19,TX,USA,county,4,15
48091,2020-06-20,TX,USA,county,5,18
48091,2020-06-21,TX,USA,county,5,19
48091,2020-06-22,TX,USA,county,7,26
48091,2020-06-23,TX,USA,county,7,27
48091,2020-06-24,TX,USA,county,7,30
48091,2020-06-25,TX,USA,county,8,33
48091,2020-06-26,TX,USA,county,9,37
48091,2020-06-27,TX,USA,county,13,44
48091,2020-06-28,TX,USA,county,11,42
48091,2020-06-29,TX,USA,county,15,51
48091,2020-06-30,TX,USA,county,15,55
48091,2020-07-01,TX,USA,county,15,60
48091,2020-07-02,TX,USA,county,17,64
48091,2020-07-03,TX,USA,county,17,65
48091,2020-07-04,TX,USA,county,19,66
48091,2020-07-05,TX,USA,county,19,70
48091,2020-07-06,TX,USA,county,21,72
48091,2020-07-07,TX,USA,county,21,74
48091,2020-07-08,TX,USA,county,22,77
48091,2020-07-09,TX,USA,county,23,79
48091,2020-07-10,TX,USA,county,22,79
48091,2020-07-11,TX,USA,county,24,84
48091,2020-07-12,TX,USA,county,23,81
48091,2020-07-13,TX,USA,county,25,84
48091,2020-07-14,TX,USA,county,25,85
48091,2020-07-15,TX,USA,county,25,85
48091,2020-07-16,TX,USA,county,27,85
48091,2020-07-17,TX,USA,county,25,82
48091,2020-07-18,TX,USA,county,25,83
48091,2020-07-19,TX,USA,county,25,78
48091,2020-07-20,TX,USA,county,25,80
48091,2020-07-21,TX,USA,county,25,81
48091,2020-07-22,TX,USA,county,25,78
48091,2020-07-23,TX,USA,county,14,34
48091,2020-07-24,TX,USA,county,18,50
48091,2020-07-25,TX,USA,county,19,51
48091,2020-07-26,TX,USA,county,22,58
48091,2020-07-27,TX,USA,county,23,59
48091,2020-07-28,TX,USA,county,23,65
48091,2020-07-29,TX,USA,county,22,63
48091,2020-07-30,TX,USA,county,21,60
48091,2020-07-31,TX,USA,county,21,59
48091,2020-08-01,TX,USA,county,22,59
48091,2020-08-02,TX,USA,county,19,53
48091,2020-08-03,TX,USA,county,20,55
48091,2020-08-04,TX,USA,county,21,59
48091,2020-08-05,TX,USA,county,21,57
48091,2020-08-06,TX,USA,county,21,55
48091,2020-08-07,TX,USA,county,19,52
48091,2020-08-08,TX,USA,county,19,51
48091,2020-08-09,TX,USA,county,19,50
48091,2020-08-10,TX,USA,county,17,46
48091,2020-08-11,TX,USA,county,17,47
48091,2020-08-12,TX,USA,county,17,46
48091,2020-08-13,TX,USA,county,16,43
48091,2020-08-14,TX,USA,county,16,40
48091,2020-08-15,TX,USA,county,15,38
48091,2020-08-16,TX,USA,county,15,37
48091,2020-08-17,TX,USA,county,15,37
48091,2020-08-18,TX,USA,county,14,37
48091,2020-08-19,TX,USA,county,14,36
48091,2020-08-20,TX,USA,county,13,33
48091,2020-08-21,TX,USA,county,13,33
