TSA ID,TSA AREA,date,current_hospitalized,current_icu
R,Galveston,2020-08-25,188.0,56.0
S,Victoria,2020-04-12,16.0,4.0
S,Victoria,2020-04-13,21.0,6.0
S,Victoria,2020-04-14,22.0,5.0
S,Victoria,2020-04-15,21.0,5.0
S,Victoria,2020-04-16,19.0,4.0
S,Victoria,2020-04-17,17.0,3.0
S,Victoria,2020-04-18,19.0,3.0
S,Victoria,2020-04-19,19.0,3.0
S,Victoria,2020-04-20,21.0,5.0
S,Victoria,2020-04-21,22.0,3.0
S,Victoria,2020-04-22,50.0,6.0
S,Victoria,2020-04-23,30.0,7.0
S,Victoria,2020-04-24,26.0,4.0
S,Victoria,2020-04-25,23.0,3.0
S,Victoria,2020-04-26,22.0,3.0
S,Victoria,2020-04-27,26.0,4.0
S,Victoria,2020-04-28,25.0,4.0
S,Victoria,2020-04-29,24.0,5.0
S,Victoria,2020-04-30,25.0,4.0
S,Victoria,2020-05-01,29.0,8.0
S,Victoria,2020-05-02,24.0,4.0
S,Victoria,2020-05-03,24.0,5.0
S,Victoria,2020-05-04,22.0,4.0
S,Victoria,2020-05-05,22.0,2.0
S,Victoria,2020-05-06,21.0,4.0
S,Victoria,2020-05-07,21.0,3.0
S,Victoria,2020-05-08,20.0,2.0
S,Victoria,2020-05-09,18.0,2.0
S,Victoria,2020-05-10,17.0,2.0
S,Victoria,2020-05-11,18.0,2.0
S,Victoria,2020-05-12,17.0,1.0
S,Victoria,2020-05-13,17.0,3.0
S,Victoria,2020-05-14,12.0,4.0
S,Victoria,2020-05-15,12.0,4.0
S,Victoria,2020-05-16,15.0,4.0
S,Victoria,2020-05-17,14.0,4.0
S,Victoria,2020-05-18,15.0,4.0
S,Victoria,2020-05-19,12.0,2.0
S,Victoria,2020-05-20,10.0,1.0
S,Victoria,2020-05-21,11.0,1.0
S,Victoria,2020-05-22,15.0,2.0
S,Victoria,2020-05-23,15.0,2.0
S,Victoria,2020-05-24,13.0,1.0
S,Victoria,2020-05-25,13.0,1.0
S,Victoria,2020-05-26,13.0,1.0
S,Victoria,2020-05-27,14.0,1.0
S,Victoria,2020-05-28,12.0,2.0
S,Victoria,2020-05-29,6.0,3.0
S,Victoria,2020-05-30,10.0,3.0
S,Victoria,2020-05-31,18.0,1.0
S,Victoria,2020-06-01,17.0,1.0
S,Victoria,2020-06-02,19.0,2.0
S,Victoria,2020-06-03,19.0,2.0
S,Victoria,2020-06-04,22.0,2.0
S,Victoria,2020-06-05,23.0,4.0
S,Victoria,2020-06-06,14.0,4.0
S,Victoria,2020-06-07,13.0,5.0
S,Victoria,2020-06-08,12.0,3.0
S,Victoria,2020-06-09,11.0,4.0
S,Victoria,2020-06-10,10.0,4.0
S,Victoria,2020-06-11,9.0,4.0
S,Victoria,2020-06-12,7.0,1.0
S,Victoria,2020-06-13,7.0,1.0
S,Victoria,2020-06-14,8.0,2.0
S,Victoria,2020-06-15,11.0,2.0
S,Victoria,2020-06-16,11.0,3.0
S,Victoria,2020-06-17,12.0,2.0
S,Victoria,2020-06-18,9.0,1.0
S,Victoria,2020-06-19,11.0,2.0
S,Victoria,2020-06-20,15.0,4.0
S,Victoria,2020-06-21,15.0,3.0
S,Victoria,2020-06-22,20.0,6.0
S,Victoria,2020-06-23,18.0,6.0
S,Victoria,2020-06-24,30.0,12.0
S,Victoria,2020-06-25,31.0,5.0
S,Victoria,2020-06-26,30.0,7.0
S,Victoria,2020-06-27,16.0,5.0
S,Victoria,2020-06-28,40.0,8.0
S,Victoria,2020-06-29,45.0,9.0
S,Victoria,2020-06-30,50.0,18.0
S,Victoria,2020-07-01,62.0,14.0
S,Victoria,2020-07-02,68.0,18.0
S,Victoria,2020-07-03,78.0,22.0
S,Victoria,2020-07-04,94.0,29.0
S,Victoria,2020-07-05,97.0,25.0
S,Victoria,2020-07-06,108.0,27.0
S,Victoria,2020-07-07,117.0,29.0
S,Victoria,2020-07-08,106.0,29.0
S,Victoria,2020-07-09,114.0,29.0
S,Victoria,2020-07-10,140.0,54.0
S,Victoria,2020-07-11,136.0,33.0
S,Victoria,2020-07-12,161.0,38.0
S,Victoria,2020-07-13,153.0,37.0
S,Victoria,2020-07-14,155.0,38.0
S,Victoria,2020-07-15,136.0,38.0
S,Victoria,2020-07-16,144.0,36.0
S,Victoria,2020-07-17,142.0,32.0
S,Victoria,2020-07-18,157.0,37.0
S,Victoria,2020-07-19,162.0,37.0
S,Victoria,2020-07-20,167.0,41.0
S,Victoria,2020-07-21,167.0,47.0
S,Victoria,2020-07-22,169.0,48.0
S,Victoria,2020-07-23,178.0,47.0
S,Victoria,2020-07-24,184.0,51.0
S,Victoria,2020-07-25,179.0,53.0
S,Victoria,2020-07-26,174.0,49.0
S,Victoria,2020-07-27,179.0,50.0
S,Victoria,2020-07-28,184.0,50.0
S,Victoria,2020-07-29,183.0,50.0
S,Victoria,2020-07-30,167.0,47.0
S,Victoria,2020-07-31,163.0,40.0
S,Victoria,2020-08-01,162.0,42.0
S,Victoria,2020-08-02,165.0,38.0
S,Victoria,2020-08-03,165.0,38.0
S,Victoria,2020-08-04,167.0,43.0
S,Victoria,2020-08-05,166.0,44.0
S,Victoria,2020-08-06,159.0,44.0
S,Victoria,2020-08-07,144.0,35.0
S,Victoria,2020-08-08,144.0,39.0
S,Victoria,2020-08-09,131.0,33.0
S,Victoria,2020-08-10,126.0,38.0
S,Victoria,2020-08-11,119.0,34.0
S,Victoria,2020-08-12,100.0,34.0
S,Victoria,2020-08-13,101.0,35.0
S,Victoria,2020-08-14,93.0,35.0
S,Victoria,2020-08-15,86.0,29.0
S,Victoria,2020-08-16,83.0,33.0
S,Victoria,2020-08-17,79.0,29.0
S,Victoria,2020-08-18,95.0,31.0
S,Victoria,2020-08-19,96.0,33.0
S,Victoria,2020-08-20,94.0,32.0
S,Victoria,2020-08-21,96.0,29.0
S,Victoria,2020-08-22,92.0,26.0
S,Victoria,2020-08-23,90.0,26.0
S,Victoria,2020-08-24,85.0,30.0
S,Victoria,2020-08-25,86.0,28.0
T,Laredo,2020-04-12,25.0,12.0
T,Laredo,2020-04-13,24.0,11.0
T,Laredo,2020-04-14,28.0,11.0
T,Laredo,2020-04-15,26.0,13.0
T,Laredo,2020-04-16,27.0,14.0
T,Laredo,2020-04-17,31.0,15.0
T,Laredo,2020-04-18,31.0,16.0
T,Laredo,2020-04-19,25.0,15.0
T,Laredo,2020-04-20,27.0,14.0
T,Laredo,2020-04-21,27.0,14.0
T,Laredo,2020-04-22,23.0,15.0
T,Laredo,2020-04-23,20.0,12.0
T,Laredo,2020-04-24,28.0,14.0
T,Laredo,2020-04-25,25.0,13.0
T,Laredo,2020-04-26,24.0,12.0
T,Laredo,2020-04-27,23.0,12.0
T,Laredo,2020-04-28,20.0,10.0
T,Laredo,2020-04-29,23.0,13.0
T,Laredo,2020-04-30,18.0,10.0
T,Laredo,2020-05-01,20.0,10.0
T,Laredo,2020-05-02,21.0,10.0
T,Laredo,2020-05-03,23.0,12.0
T,Laredo,2020-05-04,23.0,12.0
T,Laredo,2020-05-05,20.0,10.0
T,Laredo,2020-05-06,18.0,9.0
T,Laredo,2020-05-07,19.0,9.0
T,Laredo,2020-05-08,18.0,9.0
T,Laredo,2020-05-09,18.0,10.0
T,Laredo,2020-05-10,18.0,9.0
T,Laredo,2020-05-11,17.0,10.0
T,Laredo,2020-05-12,14.0,7.0
T,Laredo,2020-05-13,13.0,7.0
T,Laredo,2020-05-14,14.0,8.0
T,Laredo,2020-05-15,15.0,7.0
T,Laredo,2020-05-16,16.0,8.0
T,Laredo,2020-05-17,15.0,9.0
T,Laredo,2020-05-18,14.0,9.0
T,Laredo,2020-05-19,13.0,9.0
T,Laredo,2020-05-20,13.0,8.0
T,Laredo,2020-05-21,14.0,8.0
T,Laredo,2020-05-22,14.0,8.0
T,Laredo,2020-05-23,14.0,8.0
T,Laredo,2020-05-24,13.0,9.0
T,Laredo,2020-05-25,14.0,8.0
T,Laredo,2020-05-26,14.0,8.0
T,Laredo,2020-05-27,14.0,7.0
T,Laredo,2020-05-28,15.0,7.0
T,Laredo,2020-05-29,16.0,8.0
T,Laredo,2020-05-30,15.0,8.0
T,Laredo,2020-05-31,14.0,7.0
T,Laredo,2020-06-01,14.0,5.0
T,Laredo,2020-06-02,12.0,4.0
T,Laredo,2020-06-03,10.0,5.0
T,Laredo,2020-06-04,12.0,6.0
T,Laredo,2020-06-05,11.0,6.0
T,Laredo,2020-06-06,12.0,6.0
T,Laredo,2020-06-07,10.0,5.0
T,Laredo,2020-06-08,9.0,4.0
T,Laredo,2020-06-09,9.0,5.0
T,Laredo,2020-06-10,12.0,7.0
T,Laredo,2020-06-11,12.0,8.0
T,Laredo,2020-06-12,12.0,7.0
T,Laredo,2020-06-13,12.0,7.0
T,Laredo,2020-06-14,11.0,7.0
T,Laredo,2020-06-15,11.0,7.0
T,Laredo,2020-06-16,10.0,7.0
T,Laredo,2020-06-17,14.0,7.0
T,Laredo,2020-06-18,14.0,7.0
T,Laredo,2020-06-19,15.0,7.0
T,Laredo,2020-06-20,16.0,9.0
T,Laredo,2020-06-21,18.0,9.0
T,Laredo,2020-06-22,15.0,9.0
T,Laredo,2020-06-23,20.0,9.0
T,Laredo,2020-06-24,24.0,14.0
T,Laredo,2020-06-25,33.0,15.0
T,Laredo,2020-06-26,42.0,20.0
T,Laredo,2020-06-27,44.0,20.0
T,Laredo,2020-06-28,50.0,23.0
T,Laredo,2020-06-29,54.0,26.0
T,Laredo,2020-06-30,71.0,29.0
T,Laredo,2020-07-01,82.0,28.0
T,Laredo,2020-07-02,91.0,29.0
T,Laredo,2020-07-03,100.0,30.0
T,Laredo,2020-07-04,95.0,30.0
T,Laredo,2020-07-05,90.0,31.0
T,Laredo,2020-07-06,93.0,35.0
T,Laredo,2020-07-07,103.0,39.0
T,Laredo,2020-07-08,110.0,39.0
T,Laredo,2020-07-09,116.0,34.0
T,Laredo,2020-07-10,123.0,38.0
T,Laredo,2020-07-11,150.0,48.0
T,Laredo,2020-07-12,154.0,51.0
T,Laredo,2020-07-13,149.0,47.0
T,Laredo,2020-07-14,165.0,54.0
T,Laredo,2020-07-15,159.0,57.0
T,Laredo,2020-07-16,155.0,56.0
T,Laredo,2020-07-17,162.0,59.0
T,Laredo,2020-07-18,131.0,38.0
T,Laredo,2020-07-19,157.0,61.0
T,Laredo,2020-07-20,166.0,63.0
T,Laredo,2020-07-21,168.0,64.0
T,Laredo,2020-07-22,169.0,63.0
T,Laredo,2020-07-23,167.0,64.0
T,Laredo,2020-07-24,180.0,64.0
T,Laredo,2020-07-25,164.0,59.0
T,Laredo,2020-07-26,224.0,101.0
T,Laredo,2020-07-27,170.0,63.0
T,Laredo,2020-07-28,179.0,64.0
T,Laredo,2020-07-29,253.0,72.0
T,Laredo,2020-07-30,190.0,70.0
T,Laredo,2020-07-31,219.0,73.0
T,Laredo,2020-08-01,225.0,74.0
T,Laredo,2020-08-02,221.0,73.0
T,Laredo,2020-08-03,219.0,73.0
T,Laredo,2020-08-04,221.0,69.0
T,Laredo,2020-08-05,221.0,73.0
T,Laredo,2020-08-06,219.0,75.0
T,Laredo,2020-08-07,209.0,73.0
T,Laredo,2020-08-08,201.0,72.0
T,Laredo,2020-08-09,196.0,69.0
T,Laredo,2020-08-10,205.0,73.0
T,Laredo,2020-08-11,195.0,68.0
T,Laredo,2020-08-12,175.0,74.0
T,Laredo,2020-08-13,175.0,73.0
T,Laredo,2020-08-14,168.0,69.0
T,Laredo,2020-08-15,183.0,64.0
T,Laredo,2020-08-16,182.0,72.0
T,Laredo,2020-08-17,189.0,71.0
T,Laredo,2020-08-18,185.0,72.0
T,Laredo,2020-08-19,170.0,68.0
T,Laredo,2020-08-20,152.0,60.0
T,Laredo,2020-08-21,154.0,63.0
T,Laredo,2020-08-22,153.0,63.0
T,Laredo,2020-08-23,156.0,63.0
T,Laredo,2020-08-24,162.0,66.0
T,Laredo,2020-08-25,162.0,64.0
U,Corpus Christi,2020-04-12,9.0,5.0
U,Corpus Christi,2020-04-13,12.0,5.0
U,Corpus Christi,2020-04-14,9.0,5.0
U,Corpus Christi,2020-04-15,12.0,6.0
U,Corpus Christi,2020-04-16,7.0,5.0
U,Corpus Christi,2020-04-17,11.0,5.0
U,Corpus Christi,2020-04-18,13.0,4.0
U,Corpus Christi,2020-04-19,8.0,3.0
U,Corpus Christi,2020-04-20,9.0,3.0
U,Corpus Christi,2020-04-21,9.0,3.0
U,Corpus Christi,2020-04-22,6.0,1.0
U,Corpus Christi,2020-04-23,8.0,1.0
U,Corpus Christi,2020-04-24,6.0,1.0
U,Corpus Christi,2020-04-25,9.0,3.0
U,Corpus Christi,2020-04-26,9.0,1.0
U,Corpus Christi,2020-04-27,4.0,1.0
U,Corpus Christi,2020-04-28,4.0,1.0
U,Corpus Christi,2020-04-29,4.0,1.0
U,Corpus Christi,2020-04-30,4.0,1.0
U,Corpus Christi,2020-05-01,4.0,1.0
U,Corpus Christi,2020-05-02,16.0,5.0
U,Corpus Christi,2020-05-03,16.0,5.0
U,Corpus Christi,2020-05-04,4.0,0.0
U,Corpus Christi,2020-05-05,4.0,0.0
U,Corpus Christi,2020-05-06,4.0,1.0
U,Corpus Christi,2020-05-07,6.0,2.0
U,Corpus Christi,2020-05-08,5.0,2.0
U,Corpus Christi,2020-05-09,8.0,3.0
U,Corpus Christi,2020-05-10,9.0,4.0
U,Corpus Christi,2020-05-11,9.0,5.0
U,Corpus Christi,2020-05-12,9.0,4.0
U,Corpus Christi,2020-05-13,8.0,3.0
U,Corpus Christi,2020-05-14,16.0,3.0
U,Corpus Christi,2020-05-15,22.0,9.0
U,Corpus Christi,2020-05-16,17.0,4.0
U,Corpus Christi,2020-05-17,7.0,1.0
U,Corpus Christi,2020-05-18,7.0,1.0
U,Corpus Christi,2020-05-19,6.0,1.0
U,Corpus Christi,2020-05-20,12.0,6.0
U,Corpus Christi,2020-05-21,5.0,2.0
U,Corpus Christi,2020-05-22,13.0,5.0
U,Corpus Christi,2020-05-23,8.0,3.0
U,Corpus Christi,2020-05-24,9.0,3.0
U,Corpus Christi,2020-05-25,9.0,4.0
U,Corpus Christi,2020-05-26,9.0,4.0
U,Corpus Christi,2020-05-27,8.0,3.0
U,Corpus Christi,2020-05-28,9.0,3.0
U,Corpus Christi,2020-05-29,8.0,3.0
U,Corpus Christi,2020-05-30,6.0,3.0
U,Corpus Christi,2020-05-31,6.0,3.0
U,Corpus Christi,2020-06-01,6.0,3.0
U,Corpus Christi,2020-06-02,8.0,3.0
U,Corpus Christi,2020-06-03,10.0,4.0
U,Corpus Christi,2020-06-04,7.0,2.0
U,Corpus Christi,2020-06-05,8.0,2.0
U,Corpus Christi,2020-06-06,11.0,3.0
U,Corpus Christi,2020-06-07,8.0,2.0
U,Corpus Christi,2020-06-08,7.0,2.0
U,Corpus Christi,2020-06-09,8.0,2.0
U,Corpus Christi,2020-06-10,7.0,3.0
U,Corpus Christi,2020-06-11,7.0,3.0
U,Corpus Christi,2020-06-12,12.0,7.0
U,Corpus Christi,2020-06-13,11.0,7.0
U,Corpus Christi,2020-06-14,14.0,5.0
U,Corpus Christi,2020-06-15,15.0,5.0
U,Corpus Christi,2020-06-16,14.0,7.0
U,Corpus Christi,2020-06-17,18.0,4.0
U,Corpus Christi,2020-06-18,20.0,3.0
U,Corpus Christi,2020-06-19,24.0,4.0
U,Corpus Christi,2020-06-20,26.0,5.0
U,Corpus Christi,2020-06-21,26.0,7.0
U,Corpus Christi,2020-06-22,31.0,11.0
U,Corpus Christi,2020-06-23,38.0,13.0
U,Corpus Christi,2020-06-24,39.0,18.0
U,Corpus Christi,2020-06-25,38.0,12.0
U,Corpus Christi,2020-06-26,85.0,27.0
U,Corpus Christi,2020-06-27,94.0,26.0
U,Corpus Christi,2020-06-28,107.0,32.0
U,Corpus Christi,2020-06-29,109.0,31.0
U,Corpus Christi,2020-06-30,127.0,39.0
U,Corpus Christi,2020-07-01,163.0,51.0
U,Corpus Christi,2020-07-02,173.0,58.0
U,Corpus Christi,2020-07-03,208.0,63.0
U,Corpus Christi,2020-07-04,217.0,60.0
U,Corpus Christi,2020-07-05,227.0,66.0
U,Corpus Christi,2020-07-06,249.0,82.0
U,Corpus Christi,2020-07-07,303.0,96.0
U,Corpus Christi,2020-07-08,328.0,106.0
U,Corpus Christi,2020-07-09,322.0,118.0
U,Corpus Christi,2020-07-10,341.0,112.0
U,Corpus Christi,2020-07-11,337.0,114.0
U,Corpus Christi,2020-07-12,360.0,102.0
U,Corpus Christi,2020-07-13,355.0,102.0
U,Corpus Christi,2020-07-14,348.0,118.0
U,Corpus Christi,2020-07-15,333.0,103.0
U,Corpus Christi,2020-07-16,351.0,123.0
U,Corpus Christi,2020-07-17,382.0,128.0
U,Corpus Christi,2020-07-18,338.0,125.0
U,Corpus Christi,2020-07-19,426.0,152.0
U,Corpus Christi,2020-07-20,430.0,149.0
U,Corpus Christi,2020-07-21,414.0,124.0
U,Corpus Christi,2020-07-22,411.0,131.0
U,Corpus Christi,2020-07-23,528.0,156.0
U,Corpus Christi,2020-07-24,448.0,155.0
U,Corpus Christi,2020-07-25,445.0,155.0
U,Corpus Christi,2020-07-26,437.0,155.0
U,Corpus Christi,2020-07-27,448.0,159.0
U,Corpus Christi,2020-07-28,445.0,150.0
U,Corpus Christi,2020-07-29,438.0,137.0
U,Corpus Christi,2020-07-30,422.0,138.0
U,Corpus Christi,2020-07-31,482.0,141.0
U,Corpus Christi,2020-08-01,434.0,141.0
U,Corpus Christi,2020-08-02,385.0,140.0
U,Corpus Christi,2020-08-03,372.0,138.0
U,Corpus Christi,2020-08-04,371.0,129.0
U,Corpus Christi,2020-08-05,372.0,148.0
U,Corpus Christi,2020-08-06,392.0,128.0
U,Corpus Christi,2020-08-07,371.0,124.0
U,Corpus Christi,2020-08-08,356.0,132.0
U,Corpus Christi,2020-08-09,351.0,131.0
U,Corpus Christi,2020-08-10,347.0,121.0
U,Corpus Christi,2020-08-11,363.0,119.0
U,Corpus Christi,2020-08-12,353.0,118.0
U,Corpus Christi,2020-08-13,301.0,94.0
U,Corpus Christi,2020-08-14,299.0,91.0
U,Corpus Christi,2020-08-15,288.0,88.0
U,Corpus Christi,2020-08-16,285.0,91.0
U,Corpus Christi,2020-08-17,286.0,87.0
U,Corpus Christi,2020-08-18,278.0,73.0
U,Corpus Christi,2020-08-19,274.0,81.0
U,Corpus Christi,2020-08-20,264.0,72.0
U,Corpus Christi,2020-08-21,280.0,88.0
U,Corpus Christi,2020-08-22,259.0,81.0
U,Corpus Christi,2020-08-23,244.0,75.0
U,Corpus Christi,2020-08-24,251.0,74.0
U,Corpus Christi,2020-08-25,266.0,78.0
V,Lower Rio Grande Valley,2020-04-12,57.0,18.0
V,Lower Rio Grande Valley,2020-04-13,65.0,22.0
V,Lower Rio Grande Valley,2020-04-14,68.0,32.0
V,Lower Rio Grande Valley,2020-04-15,65.0,27.0
V,Lower Rio Grande Valley,2020-04-16,61.0,30.0
V,Lower Rio Grande Valley,2020-04-17,68.0,24.0
V,Lower Rio Grande Valley,2020-04-18,57.0,20.0
V,Lower Rio Grande Valley,2020-04-19,57.0,21.0
V,Lower Rio Grande Valley,2020-04-20,54.0,22.0
V,Lower Rio Grande Valley,2020-04-21,51.0,19.0
V,Lower Rio Grande Valley,2020-04-22,49.0,23.0
V,Lower Rio Grande Valley,2020-04-23,30.0,20.0
V,Lower Rio Grande Valley,2020-04-24,34.0,18.0
V,Lower Rio Grande Valley,2020-04-25,33.0,17.0
V,Lower Rio Grande Valley,2020-04-26,33.0,17.0
V,Lower Rio Grande Valley,2020-04-27,30.0,16.0
V,Lower Rio Grande Valley,2020-04-28,32.0,17.0
V,Lower Rio Grande Valley,2020-04-29,28.0,15.0
V,Lower Rio Grande Valley,2020-04-30,29.0,12.0
V,Lower Rio Grande Valley,2020-05-01,30.0,12.0
V,Lower Rio Grande Valley,2020-05-02,35.0,13.0
V,Lower Rio Grande Valley,2020-05-03,36.0,12.0
V,Lower Rio Grande Valley,2020-05-04,35.0,12.0
V,Lower Rio Grande Valley,2020-05-05,37.0,15.0
V,Lower Rio Grande Valley,2020-05-06,35.0,15.0
V,Lower Rio Grande Valley,2020-05-07,35.0,16.0
V,Lower Rio Grande Valley,2020-05-08,21.0,11.0
V,Lower Rio Grande Valley,2020-05-09,37.0,12.0
V,Lower Rio Grande Valley,2020-05-10,35.0,9.0
V,Lower Rio Grande Valley,2020-05-11,35.0,10.0
V,Lower Rio Grande Valley,2020-05-12,36.0,11.0
V,Lower Rio Grande Valley,2020-05-13,35.0,11.0
V,Lower Rio Grande Valley,2020-05-14,32.0,11.0
V,Lower Rio Grande Valley,2020-05-15,39.0,13.0
V,Lower Rio Grande Valley,2020-05-16,38.0,12.0
V,Lower Rio Grande Valley,2020-05-17,33.0,11.0
V,Lower Rio Grande Valley,2020-05-18,36.0,14.0
V,Lower Rio Grande Valley,2020-05-19,36.0,16.0
V,Lower Rio Grande Valley,2020-05-20,30.0,10.0
V,Lower Rio Grande Valley,2020-05-21,29.0,11.0
V,Lower Rio Grande Valley,2020-05-22,30.0,12.0
V,Lower Rio Grande Valley,2020-05-23,34.0,14.0
V,Lower Rio Grande Valley,2020-05-24,26.0,12.0
V,Lower Rio Grande Valley,2020-05-25,31.0,11.0
V,Lower Rio Grande Valley,2020-05-26,33.0,11.0
V,Lower Rio Grande Valley,2020-05-27,32.0,10.0
V,Lower Rio Grande Valley,2020-05-28,33.0,13.0
V,Lower Rio Grande Valley,2020-05-29,36.0,14.0
V,Lower Rio Grande Valley,2020-05-30,31.0,13.0
V,Lower Rio Grande Valley,2020-05-31,33.0,13.0
V,Lower Rio Grande Valley,2020-06-01,37.0,14.0
V,Lower Rio Grande Valley,2020-06-02,37.0,15.0
V,Lower Rio Grande Valley,2020-06-03,43.0,16.0
V,Lower Rio Grande Valley,2020-06-04,47.0,13.0
V,Lower Rio Grande Valley,2020-06-05,46.0,11.0
V,Lower Rio Grande Valley,2020-06-06,51.0,16.0
V,Lower Rio Grande Valley,2020-06-07,47.0,10.0
V,Lower Rio Grande Valley,2020-06-08,56.0,11.0
V,Lower Rio Grande Valley,2020-06-09,65.0,9.0
V,Lower Rio Grande Valley,2020-06-10,67.0,14.0
V,Lower Rio Grande Valley,2020-06-11,67.0,14.0
V,Lower Rio Grande Valley,2020-06-12,91.0,21.0
V,Lower Rio Grande Valley,2020-06-13,94.0,20.0
V,Lower Rio Grande Valley,2020-06-14,99.0,18.0
V,Lower Rio Grande Valley,2020-06-15,87.0,18.0
V,Lower Rio Grande Valley,2020-06-16,122.0,27.0
V,Lower Rio Grande Valley,2020-06-17,164.0,38.0
V,Lower Rio Grande Valley,2020-06-18,175.0,39.0
V,Lower Rio Grande Valley,2020-06-19,191.0,40.0
V,Lower Rio Grande Valley,2020-06-20,203.0,42.0
V,Lower Rio Grande Valley,2020-06-21,227.0,45.0
V,Lower Rio Grande Valley,2020-06-22,253.0,58.0
V,Lower Rio Grande Valley,2020-06-23,280.0,63.0
V,Lower Rio Grande Valley,2020-06-24,312.0,78.0
V,Lower Rio Grande Valley,2020-06-25,398.0,84.0
V,Lower Rio Grande Valley,2020-06-26,405.0,95.0
V,Lower Rio Grande Valley,2020-06-27,451.0,100.0
V,Lower Rio Grande Valley,2020-06-28,462.0,109.0
V,Lower Rio Grande Valley,2020-06-29,475.0,114.0
V,Lower Rio Grande Valley,2020-06-30,545.0,110.0
V,Lower Rio Grande Valley,2020-07-01,588.0,131.0
V,Lower Rio Grande Valley,2020-07-02,693.0,142.0
V,Lower Rio Grande Valley,2020-07-03,753.0,161.0
V,Lower Rio Grande Valley,2020-07-04,820.0,185.0
V,Lower Rio Grande Valley,2020-07-05,836.0,203.0
V,Lower Rio Grande Valley,2020-07-06,954.0,217.0
V,Lower Rio Grande Valley,2020-07-07,1097.0,278.0
V,Lower Rio Grande Valley,2020-07-08,1179.0,276.0
V,Lower Rio Grande Valley,2020-07-09,1216.0,291.0
V,Lower Rio Grande Valley,2020-07-10,1293.0,291.0
V,Lower Rio Grande Valley,2020-07-11,1197.0,253.0
V,Lower Rio Grande Valley,2020-07-12,1356.0,317.0
V,Lower Rio Grande Valley,2020-07-13,1351.0,314.0
V,Lower Rio Grande Valley,2020-07-14,1304.0,328.0
V,Lower Rio Grande Valley,2020-07-15,1300.0,324.0
V,Lower Rio Grande Valley,2020-07-16,1313.0,329.0
V,Lower Rio Grande Valley,2020-07-17,1528.0,382.0
V,Lower Rio Grande Valley,2020-07-18,1571.0,436.0
V,Lower Rio Grande Valley,2020-07-19,1536.0,401.0
V,Lower Rio Grande Valley,2020-07-20,1502.0,371.0
V,Lower Rio Grande Valley,2020-07-21,1595.0,382.0
V,Lower Rio Grande Valley,2020-07-22,1606.0,401.0
V,Lower Rio Grande Valley,2020-07-23,1269.0,295.0
V,Lower Rio Grande Valley,2020-07-24,1584.0,360.0
V,Lower Rio Grande Valley,2020-07-25,1531.0,375.0
V,Lower Rio Grande Valley,2020-07-26,1262.0,346.0
V,Lower Rio Grande Valley,2020-07-27,1547.0,393.0
V,Lower Rio Grande Valley,2020-07-28,1392.0,410.0
V,Lower Rio Grande Valley,2020-07-29,1379.0,387.0
V,Lower Rio Grande Valley,2020-07-30,1397.0,417.0
V,Lower Rio Grande Valley,2020-07-31,1449.0,413.0
V,Lower Rio Grande Valley,2020-08-01,1310.0,392.0
V,Lower Rio Grande Valley,2020-08-02,1249.0,403.0
V,Lower Rio Grande Valley,2020-08-03,1260.0,387.0
V,Lower Rio Grande Valley,2020-08-04,1243.0,384.0
V,Lower Rio Grande Valley,2020-08-05,1212.0,399.0
V,Lower Rio Grande Valley,2020-08-06,1185.0,408.0
V,Lower Rio Grande Valley,2020-08-07,1201.0,410.0
V,Lower Rio Grande Valley,2020-08-08,1213.0,399.0
V,Lower Rio Grande Valley,2020-08-09,1109.0,383.0
V,Lower Rio Grande Valley,2020-08-10,1101.0,376.0
V,Lower Rio Grande Valley,2020-08-11,1093.0,369.0
V,Lower Rio Grande Valley,2020-08-12,1083.0,376.0
V,Lower Rio Grande Valley,2020-08-13,985.0,373.0
V,Lower Rio Grande Valley,2020-08-14,967.0,358.0
V,Lower Rio Grande Valley,2020-08-15,918.0,353.0
V,Lower Rio Grande Valley,2020-08-16,906.0,346.0
V,Lower Rio Grande Valley,2020-08-17,839.0,341.0
V,Lower Rio Grande Valley,2020-08-18,797.0,317.0
V,Lower Rio Grande Valley,2020-08-19,730.0,295.0
V,Lower Rio Grande Valley,2020-08-20,728.0,288.0
V,Lower Rio Grande Valley,2020-08-21,702.0,288.0
V,Lower Rio Grande Valley,2020-08-22,667.0,259.0
V,Lower Rio Grande Valley,2020-08-23,677.0,258.0
V,Lower Rio Grande Valley,2020-08-24,624.0,253.0
V,Lower Rio Grande Valley,2020-08-25,647.0,249.0
Total,Statewide Total,2020-04-12,1338.0,563.0
Total,Statewide Total,2020-04-13,1176.0,591.0
Total,Statewide Total,2020-04-14,1409.0,594.0
Total,Statewide Total,2020-04-15,1568.0,688.0
Total,Statewide Total,2020-04-16,1459.0,663.0
Total,Statewide Total,2020-04-17,1522.0,694.0
Total,Statewide Total,2020-04-18,1321.0,583.0
Total,Statewide Total,2020-04-19,1471.0,624.0
Total,Statewide Total,2020-04-20,1414.0,620.0
Total,Statewide Total,2020-04-21,1497.0,636.0
Total,Statewide Total,2020-04-22,1678.0,691.0
Total,Statewide Total,2020-04-23,1649.0,689.0
Total,Statewide Total,2020-04-24,1664.0,670.0
Total,Statewide Total,2020-04-25,1587.0,651.0
Total,Statewide Total,2020-04-26,1542.0,645.0
Total,Statewide Total,2020-04-27,1563.0,660.0
Total,Statewide Total,2020-04-28,1682.0,684.0
