,geo_value,time_value,direction,issue,lag,value,stderr,sample_size
6,co,2019-01-06,1,2020-06-20,531,745.34809767178,4.1723619843686,3522
7,ct,2019-01-06,0,2020-06-20,531,807.84063590539,4.5090270830043,2579
8,dc,2019-01-06,1,2020-06-20,531,642.30512249443,10.795211218869,449
9,de,2019-01-06,0,2020-06-20,531,767.77442273535,9.7067145146178,563
10,fl,2019-01-06,1,2020-06-20,531,752.19898004045,2.0010364961522,11373
11,ga,2019-01-06,1,2020-06-20,531,765.75081492213,3.030342147702,5522
12,gu,2019-01-06,0,2020-06-20,531,647.02976190476,20.519079122629,168
13,hi,2019-01-06,0,2020-06-20,531,711.82973621103,7.7062388219744,834
14,ia,2019-01-06,0,2020-06-20,531,779.71651445967,4.5151491194732,2628
15,id,2019-01-06,1,2020-06-20,531,777.74452554745,7.7983111509284,959
16,il,2019-01-06,1,2020-06-20,531,790.25441769143,2.2792752942792,9677
17,in,2019-01-06,0,2020-06-20,531,767.66631995007,3.2475459538758,4807
18,ks,2019-01-06,0,2020-06-20,531,777.75565031983,4.7545274758482,2345
19,ky,2019-01-06,0,2020-06-20,531,762.15898687824,3.9882588576416,3277
20,la,2019-01-06,1,2020-06-20,531,706.70028985507,3.8619449424411,3450
21,ma,2019-01-06,1,2020-06-20,531,748.88651481556,3.4707379384772,4961
22,md,2019-01-06,0,2020-06-20,531,785.52294283517,3.6402942331682,3901
23,me,2019-01-06,1,2020-06-20,531,669.27476635514,7.2630324749502,1070
24,mi,2019-01-06,1,2020-06-20,531,752.7886578915,2.6566703205359,8129
25,mn,2019-01-06,0,2020-06-20,531,716.63791423002,3.7314395755327,4104
26,mo,2019-01-06,0,2020-06-20,531,772.26188360729,3.4494070338335,4502
27,mp,2019-01-06,0,2020-06-20,531,530.65957446809,34.560920707413,47
28,ms,2019-01-06,1,2020-06-20,531,716.61010662958,4.8157636056984,2157
29,mt,2019-01-06,1,2020-06-20,531,693.24014336918,9.1797512034603,837
30,nc,2019-01-06,1,2020-06-20,531,725.17369970559,2.9970264033291,6114
31,nd,2019-01-06,0,2020-06-20,531,676.41783216783,9.5332695776779,572
32,ne,2019-01-06,0,2020-06-20,531,781.29079754601,5.6746474781533,1630
33,nh,2019-01-06,0,2020-06-20,531,769.89250814332,7.9845205566727,921
34,nj,2019-01-06,0,2020-06-20,531,848.08179503501,2.8117291934844,6284
35,nm,2019-01-06,0,2020-06-20,531,692.24343015214,6.6461734600653,1446
36,nv,2019-01-06,1,2020-06-20,531,770.56201975851,5.2786349234619,1822
37,ny,2019-01-06,0,2020-06-20,531,775.27078807031,1.9409665998425,15189
38,oh,2019-01-06,0,2020-06-20,531,785.4114075038,2.4601129679392,9222
39,ok,2019-01-06,0,2020-06-20,531,768.29705981751,3.8415444820673,2959
40,or,2019-01-06,1,2020-06-20,531,790.5795887281,4.7003938835711,2626
41,pa,2019-01-06,0,2020-06-20,531,781.02448811606,2.4011554754599,9719
42,pr,2019-01-06,0,2020-06-20,531,483.94734758511,4.1325225095103,2526
43,ri,2019-01-06,1,2020-06-20,531,758.99503722084,8.362428458982,806
44,sc,2019-01-06,1,2020-06-20,531,736.13186451825,4.0775224658148,3041
45,sd,2019-01-06,0,2020-06-20,531,687.05657492355,9.6824816310602,654
46,tn,2019-01-06,0,2020-06-20,531,755.0914619314,3.4577015291466,4111
47,tx,2019-01-06,1,2020-06-20,531,755.72389290699,1.7250346491261,15762
48,ut,2019-01-06,1,2020-06-20,531,880.7747480735,6.075271176044,1687
49,va,2019-01-06,1,2020-06-20,531,774.59324273311,3.3340690962455,5298
50,vi,2019-01-06,0,2020-06-20,531,475.1976744186,25.782001058796,86
51,vt,2019-01-06,1,2020-06-20,531,611.42994241843,10.782953860138,521
52,wa,2019-01-06,0,2020-06-20,531,789.61364113326,3.6691857885666,4765
53,wi,2019-01-06,0,2020-06-20,531,735.5221278498,3.4386766480425,4474
54,wv,2019-01-06,0,2020-06-20,531,717.57071024513,6.066612607173,1591
55,wy,2019-01-06,1,2020-06-20,531,695.44987775061,11.692936091397,409
0,ak,2019-01-07,0,2020-06-20,530,464.15648854962,7.5667347004242,524
1,al,2019-01-07,0,2020-06-20,530,581.93331391963,2.3869589446851,3434
2,ar,2019-01-07,0,2020-06-20,530,583.44822761194,3.1105753111111,2144
3,as,2019-01-07,-1,2020-06-20,530,354.96666666667,52.514639082904,30
4,az,2019-01-07,0,2020-06-20,530,599.57273163706,2.6030019839819,4166
5,ca,2019-01-07,0,2020-06-20,530,581.8214100346,0.91973606423405,23120
6,co,2019-01-07,0,2020-06-20,530,582.12070434536,2.8294971129108,3521
7,ct,2019-01-07,0,2020-06-20,530,626.58766485648,3.111555860759,2578
8,dc,2019-01-07,1,2020-06-20,530,498.95991091314,8.0065537002862,449
