index,model_abbr,region_id,forecast_date,target_date,target_type,value
31456,COVIDhub-ensemble,19165,2020-09-07,2020-09-14,cases,8.0
31464,COVIDhub-ensemble,19165,2020-09-07,2020-09-21,cases,8.0
31472,COVIDhub-ensemble,19165,2020-09-07,2020-09-28,cases,7.0
31480,COVIDhub-ensemble,19165,2020-09-07,2020-10-05,cases,7.0
31488,COVIDhub-ensemble,19167,2020-09-07,2020-09-14,cases,80.0
31496,COVIDhub-ensemble,19167,2020-09-07,2020-09-21,cases,83.0
31504,COVIDhub-ensemble,19167,2020-09-07,2020-09-28,cases,79.0
31512,COVIDhub-ensemble,19167,2020-09-07,2020-10-05,cases,78.0
31520,COVIDhub-ensemble,19169,2020-09-07,2020-09-14,cases,472.0
31528,COVIDhub-ensemble,19169,2020-09-07,2020-09-21,cases,406.0
31536,COVIDhub-ensemble,19169,2020-09-07,2020-09-28,cases,364.0
31544,COVIDhub-ensemble,19169,2020-09-07,2020-10-05,cases,360.0
31552,COVIDhub-ensemble,19171,2020-09-07,2020-09-14,cases,27.0
31560,COVIDhub-ensemble,19171,2020-09-07,2020-09-21,cases,25.0
31568,COVIDhub-ensemble,19171,2020-09-07,2020-09-28,cases,25.0
31576,COVIDhub-ensemble,19171,2020-09-07,2020-10-05,cases,26.0
31584,COVIDhub-ensemble,19173,2020-09-07,2020-09-14,cases,3.0
31592,COVIDhub-ensemble,19173,2020-09-07,2020-09-21,cases,2.0
31600,COVIDhub-ensemble,19173,2020-09-07,2020-09-28,cases,2.0
31608,COVIDhub-ensemble,19173,2020-09-07,2020-10-05,cases,2.0
31616,COVIDhub-ensemble,19175,2020-09-07,2020-09-14,cases,1.0
31624,COVIDhub-ensemble,19175,2020-09-07,2020-09-21,cases,1.0
31632,COVIDhub-ensemble,19175,2020-09-07,2020-09-28,cases,1.0
31640,COVIDhub-ensemble,19175,2020-09-07,2020-10-05,cases,1.0
31648,COVIDhub-ensemble,19177,2020-09-07,2020-09-14,cases,5.0
31656,COVIDhub-ensemble,19177,2020-09-07,2020-09-21,cases,6.0
31664,COVIDhub-ensemble,19177,2020-09-07,2020-09-28,cases,5.0
31672,COVIDhub-ensemble,19177,2020-09-07,2020-10-05,cases,5.0
31680,COVIDhub-ensemble,19179,2020-09-07,2020-09-14,cases,50.0
31688,COVIDhub-ensemble,19179,2020-09-07,2020-09-21,cases,50.0
31696,COVIDhub-ensemble,19179,2020-09-07,2020-09-28,cases,48.0
31704,COVIDhub-ensemble,19179,2020-09-07,2020-10-05,cases,50.0
31712,COVIDhub-ensemble,19181,2020-09-07,2020-09-14,cases,79.0
31720,COVIDhub-ensemble,19181,2020-09-07,2020-09-21,cases,79.0
31728,COVIDhub-ensemble,19181,2020-09-07,2020-09-28,cases,79.0
31736,COVIDhub-ensemble,19181,2020-09-07,2020-10-05,cases,79.0
31744,COVIDhub-ensemble,19183,2020-09-07,2020-09-14,cases,25.0
31752,COVIDhub-ensemble,19183,2020-09-07,2020-09-21,cases,26.0
31760,COVIDhub-ensemble,19183,2020-09-07,2020-09-28,cases,26.0
31768,COVIDhub-ensemble,19183,2020-09-07,2020-10-05,cases,25.0
31776,COVIDhub-ensemble,19185,2020-09-07,2020-09-14,cases,16.0
31784,COVIDhub-ensemble,19185,2020-09-07,2020-09-21,cases,12.0
31792,COVIDhub-ensemble,19185,2020-09-07,2020-09-28,cases,12.0
31800,COVIDhub-ensemble,19185,2020-09-07,2020-10-05,cases,13.0
31808,COVIDhub-ensemble,19187,2020-09-07,2020-09-14,cases,63.0
31816,COVIDhub-ensemble,19187,2020-09-07,2020-09-21,cases,54.0
31824,COVIDhub-ensemble,19187,2020-09-07,2020-09-28,cases,74.0
31832,COVIDhub-ensemble,19187,2020-09-07,2020-10-05,cases,73.0
31840,COVIDhub-ensemble,19189,2020-09-07,2020-09-14,cases,10.0
31848,COVIDhub-ensemble,19189,2020-09-07,2020-09-21,cases,9.0
31856,COVIDhub-ensemble,19189,2020-09-07,2020-09-28,cases,8.0
31864,COVIDhub-ensemble,19189,2020-09-07,2020-10-05,cases,8.0
31872,COVIDhub-ensemble,19191,2020-09-07,2020-09-14,cases,25.0
31880,COVIDhub-ensemble,19191,2020-09-07,2020-09-21,cases,25.0
31888,COVIDhub-ensemble,19191,2020-09-07,2020-09-28,cases,22.0
31896,COVIDhub-ensemble,19191,2020-09-07,2020-10-05,cases,22.0
31904,COVIDhub-ensemble,19193,2020-09-07,2020-09-14,cases,206.0
31912,COVIDhub-ensemble,19193,2020-09-07,2020-09-21,cases,203.0
31920,COVIDhub-ensemble,19193,2020-09-07,2020-09-28,cases,169.0
31928,COVIDhub-ensemble,19193,2020-09-07,2020-10-05,cases,168.0
31936,COVIDhub-ensemble,19195,2020-09-07,2020-09-14,cases,4.0
31944,COVIDhub-ensemble,19195,2020-09-07,2020-09-21,cases,4.0
31952,COVIDhub-ensemble,19195,2020-09-07,2020-09-28,cases,4.0
31960,COVIDhub-ensemble,19195,2020-09-07,2020-10-05,cases,4.0
31968,COVIDhub-ensemble,19197,2020-09-07,2020-09-14,cases,7.0
31976,COVIDhub-ensemble,19197,2020-09-07,2020-09-21,cases,7.0
31984,COVIDhub-ensemble,19197,2020-09-07,2020-09-28,cases,7.0
31992,COVIDhub-ensemble,19197,2020-09-07,2020-10-05,cases,7.0
32024,COVIDhub-ensemble,20,2020-09-07,2020-09-14,cases,3523.0
32032,COVIDhub-ensemble,20,2020-09-07,2020-09-14,deaths,27.0
32080,COVIDhub-ensemble,20,2020-09-07,2020-09-21,cases,3558.0
32088,COVIDhub-ensemble,20,2020-09-07,2020-09-21,deaths,26.0
32136,COVIDhub-ensemble,20,2020-09-07,2020-09-28,cases,3330.0
32144,COVIDhub-ensemble,20,2020-09-07,2020-09-28,deaths,28.0
32192,COVIDhub-ensemble,20,2020-09-07,2020-10-05,cases,3157.0
32200,COVIDhub-ensemble,20,2020-09-07,2020-10-05,deaths,30.0
32224,COVIDhub-ensemble,20001,2020-09-07,2020-09-14,cases,3.0
32232,COVIDhub-ensemble,20001,2020-09-07,2020-09-21,cases,2.0
32240,COVIDhub-ensemble,20001,2020-09-07,2020-09-28,cases,3.0
32248,COVIDhub-ensemble,20001,2020-09-07,2020-10-05,cases,3.0
32256,COVIDhub-ensemble,20003,2020-09-07,2020-09-14,cases,6.0
32264,COVIDhub-ensemble,20003,2020-09-07,2020-09-21,cases,5.0
32272,COVIDhub-ensemble,20003,2020-09-07,2020-09-28,cases,5.0
32280,COVIDhub-ensemble,20003,2020-09-07,2020-10-05,cases,4.0
32288,COVIDhub-ensemble,20005,2020-09-07,2020-09-14,cases,6.0
32296,COVIDhub-ensemble,20005,2020-09-07,2020-09-21,cases,6.0
32304,COVIDhub-ensemble,20005,2020-09-07,2020-09-28,cases,7.0
32312,COVIDhub-ensemble,20005,2020-09-07,2020-10-05,cases,6.0
32320,COVIDhub-ensemble,20007,2020-09-07,2020-09-14,cases,0.0
32328,COVIDhub-ensemble,20007,2020-09-07,2020-09-21,cases,0.0
32336,COVIDhub-ensemble,20007,2020-09-07,2020-09-28,cases,0.0
32344,COVIDhub-ensemble,20007,2020-09-07,2020-10-05,cases,0.0
32352,COVIDhub-ensemble,20009,2020-09-07,2020-09-14,cases,30.0
32360,COVIDhub-ensemble,20009,2020-09-07,2020-09-21,cases,27.0
32368,COVIDhub-ensemble,20009,2020-09-07,2020-09-28,cases,28.0
32376,COVIDhub-ensemble,20009,2020-09-07,2020-10-05,cases,28.0
32384,COVIDhub-ensemble,20011,2020-09-07,2020-09-14,cases,8.0
32392,COVIDhub-ensemble,20011,2020-09-07,2020-09-21,cases,8.0
32400,COVIDhub-ensemble,20011,2020-09-07,2020-09-28,cases,8.0
32408,COVIDhub-ensemble,20011,2020-09-07,2020-10-05,cases,7.0
32416,COVIDhub-ensemble,20013,2020-09-07,2020-09-14,cases,5.0
32424,COVIDhub-ensemble,20013,2020-09-07,2020-09-21,cases,4.0
32432,COVIDhub-ensemble,20013,2020-09-07,2020-09-28,cases,4.0
32440,COVIDhub-ensemble,20013,2020-09-07,2020-10-05,cases,3.0
32448,COVIDhub-ensemble,20015,2020-09-07,2020-09-14,cases,36.0
32456,COVIDhub-ensemble,20015,2020-09-07,2020-09-21,cases,36.0
32464,COVIDhub-ensemble,20015,2020-09-07,2020-09-28,cases,39.0
32472,COVIDhub-ensemble,20015,2020-09-07,2020-10-05,cases,34.0
32480,COVIDhub-ensemble,20017,2020-09-07,2020-09-14,cases,2.0
32488,COVIDhub-ensemble,20017,2020-09-07,2020-09-21,cases,1.0
32496,COVIDhub-ensemble,20017,2020-09-07,2020-09-28,cases,1.0
32504,COVIDhub-ensemble,20017,2020-09-07,2020-10-05,cases,1.0
32512,COVIDhub-ensemble,20019,2020-09-07,2020-09-14,cases,0.0
32520,COVIDhub-ensemble,20019,2020-09-07,2020-09-21,cases,0.0
32528,COVIDhub-ensemble,20019,2020-09-07,2020-09-28,cases,1.0
32536,COVIDhub-ensemble,20019,2020-09-07,2020-10-05,cases,1.0
32544,COVIDhub-ensemble,20021,2020-09-07,2020-09-14,cases,38.0
32552,COVIDhub-ensemble,20021,2020-09-07,2020-09-21,cases,36.0
32560,COVIDhub-ensemble,20021,2020-09-07,2020-09-28,cases,36.0
32568,COVIDhub-ensemble,20021,2020-09-07,2020-10-05,cases,34.0
32576,COVIDhub-ensemble,20023,2020-09-07,2020-09-14,cases,1.0
32584,COVIDhub-ensemble,20023,2020-09-07,2020-09-21,cases,0.0
32592,COVIDhub-ensemble,20023,2020-09-07,2020-09-28,cases,0.0
32600,COVIDhub-ensemble,20023,2020-09-07,2020-10-05,cases,0.0
32608,COVIDhub-ensemble,20025,2020-09-07,2020-09-14,cases,0.0
32616,COVIDhub-ensemble,20025,2020-09-07,2020-09-21,cases,0.0
32624,COVIDhub-ensemble,20025,2020-09-07,2020-09-28,cases,0.0
32632,COVIDhub-ensemble,20025,2020-09-07,2020-10-05,cases,0.0
32640,COVIDhub-ensemble,20027,2020-09-07,2020-09-14,cases,2.0
32648,COVIDhub-ensemble,20027,2020-09-07,2020-09-21,cases,2.0
32656,COVIDhub-ensemble,20027,2020-09-07,2020-09-28,cases,3.0
32664,COVIDhub-ensemble,20027,2020-09-07,2020-10-05,cases,4.0
32672,COVIDhub-ensemble,20029,2020-09-07,2020-09-14,cases,6.0
32680,COVIDhub-ensemble,20029,2020-09-07,2020-09-21,cases,5.0
32688,COVIDhub-ensemble,20029,2020-09-07,2020-09-28,cases,5.0
32696,COVIDhub-ensemble,20029,2020-09-07,2020-10-05,cases,4.0
32704,COVIDhub-ensemble,20031,2020-09-07,2020-09-14,cases,7.0
32712,COVIDhub-ensemble,20031,2020-09-07,2020-09-21,cases,6.0
32720,COVIDhub-ensemble,20031,2020-09-07,2020-09-28,cases,5.0
32728,COVIDhub-ensemble,20031,2020-09-07,2020-10-05,cases,4.0
32736,COVIDhub-ensemble,20033,2020-09-07,2020-09-14,cases,0.0
32744,COVIDhub-ensemble,20033,2020-09-07,2020-09-21,cases,0.0
32752,COVIDhub-ensemble,20033,2020-09-07,2020-09-28,cases,0.0
32760,COVIDhub-ensemble,20033,2020-09-07,2020-10-05,cases,0.0
32768,COVIDhub-ensemble,20035,2020-09-07,2020-09-14,cases,23.0
32776,COVIDhub-ensemble,20035,2020-09-07,2020-09-21,cases,21.0
32784,COVIDhub-ensemble,20035,2020-09-07,2020-09-28,cases,21.0
32792,COVIDhub-ensemble,20035,2020-09-07,2020-10-05,cases,21.0
32800,COVIDhub-ensemble,20037,2020-09-07,2020-09-14,cases,162.0
32808,COVIDhub-ensemble,20037,2020-09-07,2020-09-21,cases,137.0
32816,COVIDhub-ensemble,20037,2020-09-07,2020-09-28,cases,103.0
32824,COVIDhub-ensemble,20037,2020-09-07,2020-10-05,cases,118.0
32832,COVIDhub-ensemble,20039,2020-09-07,2020-09-14,cases,0.0
32840,COVIDhub-ensemble,20039,2020-09-07,2020-09-21,cases,0.0
32848,COVIDhub-ensemble,20039,2020-09-07,2020-09-28,cases,0.0
32856,COVIDhub-ensemble,20039,2020-09-07,2020-10-05,cases,0.0
32864,COVIDhub-ensemble,20041,2020-09-07,2020-09-14,cases,8.0
32872,COVIDhub-ensemble,20041,2020-09-07,2020-09-21,cases,8.0
32880,COVIDhub-ensemble,20041,2020-09-07,2020-09-28,cases,8.0
32888,COVIDhub-ensemble,20041,2020-09-07,2020-10-05,cases,8.0
32896,COVIDhub-ensemble,20043,2020-09-07,2020-09-14,cases,8.0
32904,COVIDhub-ensemble,20043,2020-09-07,2020-09-21,cases,7.0
32912,COVIDhub-ensemble,20043,2020-09-07,2020-09-28,cases,6.0
32920,COVIDhub-ensemble,20043,2020-09-07,2020-10-05,cases,5.0
32928,COVIDhub-ensemble,20045,2020-09-07,2020-09-14,cases,215.0
32936,COVIDhub-ensemble,20045,2020-09-07,2020-09-21,cases,251.0
32944,COVIDhub-ensemble,20045,2020-09-07,2020-09-28,cases,224.0
32952,COVIDhub-ensemble,20045,2020-09-07,2020-10-05,cases,192.0
32960,COVIDhub-ensemble,20047,2020-09-07,2020-09-14,cases,2.0
32968,COVIDhub-ensemble,20047,2020-09-07,2020-09-21,cases,2.0
32976,COVIDhub-ensemble,20047,2020-09-07,2020-09-28,cases,1.0
32984,COVIDhub-ensemble,20047,2020-09-07,2020-10-05,cases,1.0
32992,COVIDhub-ensemble,20049,2020-09-07,2020-09-14,cases,0.0
33000,COVIDhub-ensemble,20049,2020-09-07,2020-09-21,cases,0.0
33008,COVIDhub-ensemble,20049,2020-09-07,2020-09-28,cases,0.0
33016,COVIDhub-ensemble,20049,2020-09-07,2020-10-05,cases,0.0
33024,COVIDhub-ensemble,20051,2020-09-07,2020-09-14,cases,139.0
33032,COVIDhub-ensemble,20051,2020-09-07,2020-09-21,cases,100.0
33040,COVIDhub-ensemble,20051,2020-09-07,2020-09-28,cases,85.0
33048,COVIDhub-ensemble,20051,2020-09-07,2020-10-05,cases,73.0
33056,COVIDhub-ensemble,20053,2020-09-07,2020-09-14,cases,0.0
33064,COVIDhub-ensemble,20053,2020-09-07,2020-09-21,cases,0.0
33072,COVIDhub-ensemble,20053,2020-09-07,2020-09-28,cases,0.0
33080,COVIDhub-ensemble,20053,2020-09-07,2020-10-05,cases,0.0
33088,COVIDhub-ensemble,20055,2020-09-07,2020-09-14,cases,22.0
33096,COVIDhub-ensemble,20055,2020-09-07,2020-09-21,cases,17.0
33104,COVIDhub-ensemble,20055,2020-09-07,2020-09-28,cases,22.0
33112,COVIDhub-ensemble,20055,2020-09-07,2020-10-05,cases,22.0
33120,COVIDhub-ensemble,20057,2020-09-07,2020-09-14,cases,41.0
33128,COVIDhub-ensemble,20057,2020-09-07,2020-09-21,cases,34.0
33136,COVIDhub-ensemble,20057,2020-09-07,2020-09-28,cases,31.0
33144,COVIDhub-ensemble,20057,2020-09-07,2020-10-05,cases,32.0
33152,COVIDhub-ensemble,20059,2020-09-07,2020-09-14,cases,12.0
33160,COVIDhub-ensemble,20059,2020-09-07,2020-09-21,cases,11.0
33168,COVIDhub-ensemble,20059,2020-09-07,2020-09-28,cases,11.0
33176,COVIDhub-ensemble,20059,2020-09-07,2020-10-05,cases,11.0
33184,COVIDhub-ensemble,20061,2020-09-07,2020-09-14,cases,20.0
33192,COVIDhub-ensemble,20061,2020-09-07,2020-09-21,cases,23.0
33200,COVIDhub-ensemble,20061,2020-09-07,2020-09-28,cases,19.0
33208,COVIDhub-ensemble,20061,2020-09-07,2020-10-05,cases,19.0
33216,COVIDhub-ensemble,20063,2020-09-07,2020-09-14,cases,1.0
33224,COVIDhub-ensemble,20063,2020-09-07,2020-09-21,cases,1.0
33232,COVIDhub-ensemble,20063,2020-09-07,2020-09-28,cases,1.0
33240,COVIDhub-ensemble,20063,2020-09-07,2020-10-05,cases,2.0
33248,COVIDhub-ensemble,20065,2020-09-07,2020-09-14,cases,0.0
33256,COVIDhub-ensemble,20065,2020-09-07,2020-09-21,cases,0.0
33264,COVIDhub-ensemble,20065,2020-09-07,2020-09-28,cases,0.0
33272,COVIDhub-ensemble,20065,2020-09-07,2020-10-05,cases,0.0
33280,COVIDhub-ensemble,20067,2020-09-07,2020-09-14,cases,7.0
33288,COVIDhub-ensemble,20067,2020-09-07,2020-09-21,cases,7.0
33296,COVIDhub-ensemble,20067,2020-09-07,2020-09-28,cases,6.0
33304,COVIDhub-ensemble,20067,2020-09-07,2020-10-05,cases,6.0
33312,COVIDhub-ensemble,20069,2020-09-07,2020-09-14,cases,3.0
33320,COVIDhub-ensemble,20069,2020-09-07,2020-09-21,cases,3.0
33328,COVIDhub-ensemble,20069,2020-09-07,2020-09-28,cases,2.0
33336,COVIDhub-ensemble,20069,2020-09-07,2020-10-05,cases,2.0
33344,COVIDhub-ensemble,20071,2020-09-07,2020-09-14,cases,0.0
33352,COVIDhub-ensemble,20071,2020-09-07,2020-09-21,cases,0.0
33360,COVIDhub-ensemble,20071,2020-09-07,2020-09-28,cases,0.0
33368,COVIDhub-ensemble,20071,2020-09-07,2020-10-05,cases,0.0
33376,COVIDhub-ensemble,20073,2020-09-07,2020-09-14,cases,3.0
33384,COVIDhub-ensemble,20073,2020-09-07,2020-09-21,cases,2.0
33392,COVIDhub-ensemble,20073,2020-09-07,2020-09-28,cases,2.0
33400,COVIDhub-ensemble,20073,2020-09-07,2020-10-05,cases,2.0
33408,COVIDhub-ensemble,20075,2020-09-07,2020-09-14,cases,0.0
33416,COVIDhub-ensemble,20075,2020-09-07,2020-09-21,cases,0.0
33424,COVIDhub-ensemble,20075,2020-09-07,2020-09-28,cases,0.0
33432,COVIDhub-ensemble,20075,2020-09-07,2020-10-05,cases,0.0
33440,COVIDhub-ensemble,20077,2020-09-07,2020-09-14,cases,6.0
33448,COVIDhub-ensemble,20077,2020-09-07,2020-09-21,cases,5.0
33456,COVIDhub-ensemble,20077,2020-09-07,2020-09-28,cases,5.0
33464,COVIDhub-ensemble,20077,2020-09-07,2020-10-05,cases,5.0
33472,COVIDhub-ensemble,20079,2020-09-07,2020-09-14,cases,14.0
33480,COVIDhub-ensemble,20079,2020-09-07,2020-09-21,cases,14.0
33488,COVIDhub-ensemble,20079,2020-09-07,2020-09-28,cases,14.0
33496,COVIDhub-ensemble,20079,2020-09-07,2020-10-05,cases,14.0
33504,COVIDhub-ensemble,20081,2020-09-07,2020-09-14,cases,17.0
33512,COVIDhub-ensemble,20081,2020-09-07,2020-09-21,cases,12.0
33520,COVIDhub-ensemble,20081,2020-09-07,2020-09-28,cases,8.0
33528,COVIDhub-ensemble,20081,2020-09-07,2020-10-05,cases,8.0
33536,COVIDhub-ensemble,20083,2020-09-07,2020-09-14,cases,0.0
33544,COVIDhub-ensemble,20083,2020-09-07,2020-09-21,cases,0.0
33552,COVIDhub-ensemble,20083,2020-09-07,2020-09-28,cases,0.0
33560,COVIDhub-ensemble,20083,2020-09-07,2020-10-05,cases,0.0
33568,COVIDhub-ensemble,20085,2020-09-07,2020-09-14,cases,10.0
33576,COVIDhub-ensemble,20085,2020-09-07,2020-09-21,cases,9.0
33584,COVIDhub-ensemble,20085,2020-09-07,2020-09-28,cases,8.0
33592,COVIDhub-ensemble,20085,2020-09-07,2020-10-05,cases,8.0
33600,COVIDhub-ensemble,20087,2020-09-07,2020-09-14,cases,9.0
33608,COVIDhub-ensemble,20087,2020-09-07,2020-09-21,cases,9.0
33616,COVIDhub-ensemble,20087,2020-09-07,2020-09-28,cases,8.0
33624,COVIDhub-ensemble,20087,2020-09-07,2020-10-05,cases,8.0
33632,COVIDhub-ensemble,20089,2020-09-07,2020-09-14,cases,0.0
33640,COVIDhub-ensemble,20089,2020-09-07,2020-09-21,cases,0.0
33648,COVIDhub-ensemble,20089,2020-09-07,2020-09-28,cases,0.0
33656,COVIDhub-ensemble,20089,2020-09-07,2020-10-05,cases,0.0
33664,COVIDhub-ensemble,20091,2020-09-07,2020-09-14,cases,679.0
33672,COVIDhub-ensemble,20091,2020-09-07,2020-09-21,cases,650.0
33680,COVIDhub-ensemble,20091,2020-09-07,2020-09-28,cases,610.0
33688,COVIDhub-ensemble,20091,2020-09-07,2020-10-05,cases,570.0
33696,COVIDhub-ensemble,20093,2020-09-07,2020-09-14,cases,3.0
33704,COVIDhub-ensemble,20093,2020-09-07,2020-09-21,cases,2.0
33712,COVIDhub-ensemble,20093,2020-09-07,2020-09-28,cases,2.0
33720,COVIDhub-ensemble,20093,2020-09-07,2020-10-05,cases,1.0
33728,COVIDhub-ensemble,20095,2020-09-07,2020-09-14,cases,4.0
33736,COVIDhub-ensemble,20095,2020-09-07,2020-09-21,cases,4.0
33744,COVIDhub-ensemble,20095,2020-09-07,2020-09-28,cases,3.0
33752,COVIDhub-ensemble,20095,2020-09-07,2020-10-05,cases,3.0
33760,COVIDhub-ensemble,20097,2020-09-07,2020-09-14,cases,1.0
33768,COVIDhub-ensemble,20097,2020-09-07,2020-09-21,cases,1.0
33776,COVIDhub-ensemble,20097,2020-09-07,2020-09-28,cases,1.0
33784,COVIDhub-ensemble,20097,2020-09-07,2020-10-05,cases,1.0
33792,COVIDhub-ensemble,20099,2020-09-07,2020-09-14,cases,11.0
33800,COVIDhub-ensemble,20099,2020-09-07,2020-09-21,cases,10.0
33808,COVIDhub-ensemble,20099,2020-09-07,2020-09-28,cases,11.0
33816,COVIDhub-ensemble,20099,2020-09-07,2020-10-05,cases,9.0
33824,COVIDhub-ensemble,20101,2020-09-07,2020-09-14,cases,0.0
33832,COVIDhub-ensemble,20101,2020-09-07,2020-09-21,cases,0.0
33840,COVIDhub-ensemble,20101,2020-09-07,2020-09-28,cases,0.0
33848,COVIDhub-ensemble,20101,2020-09-07,2020-10-05,cases,0.0
33856,COVIDhub-ensemble,20103,2020-09-07,2020-09-14,cases,55.0
33864,COVIDhub-ensemble,20103,2020-09-07,2020-09-21,cases,52.0
33872,COVIDhub-ensemble,20103,2020-09-07,2020-09-28,cases,48.0
33880,COVIDhub-ensemble,20103,2020-09-07,2020-10-05,cases,44.0
33888,COVIDhub-ensemble,20105,2020-09-07,2020-09-14,cases,2.0
33896,COVIDhub-ensemble,20105,2020-09-07,2020-09-21,cases,2.0
33904,COVIDhub-ensemble,20105,2020-09-07,2020-09-28,cases,1.0
33912,COVIDhub-ensemble,20105,2020-09-07,2020-10-05,cases,1.0
33920,COVIDhub-ensemble,20107,2020-09-07,2020-09-14,cases,2.0
33928,COVIDhub-ensemble,20107,2020-09-07,2020-09-21,cases,1.0
33936,COVIDhub-ensemble,20107,2020-09-07,2020-09-28,cases,1.0
33944,COVIDhub-ensemble,20107,2020-09-07,2020-10-05,cases,1.0
33952,COVIDhub-ensemble,20109,2020-09-07,2020-09-14,cases,1.0
33960,COVIDhub-ensemble,20109,2020-09-07,2020-09-21,cases,1.0
33968,COVIDhub-ensemble,20109,2020-09-07,2020-09-28,cases,0.0
33976,COVIDhub-ensemble,20109,2020-09-07,2020-10-05,cases,0.0
33984,COVIDhub-ensemble,20111,2020-09-07,2020-09-14,cases,34.0
33992,COVIDhub-ensemble,20111,2020-09-07,2020-09-21,cases,43.0
34000,COVIDhub-ensemble,20111,2020-09-07,2020-09-28,cases,38.0
34008,COVIDhub-ensemble,20111,2020-09-07,2020-10-05,cases,35.0
34016,COVIDhub-ensemble,20113,2020-09-07,2020-09-14,cases,21.0
34024,COVIDhub-ensemble,20113,2020-09-07,2020-09-21,cases,19.0
34032,COVIDhub-ensemble,20113,2020-09-07,2020-09-28,cases,18.0
34040,COVIDhub-ensemble,20113,2020-09-07,2020-10-05,cases,16.0
34048,COVIDhub-ensemble,20115,2020-09-07,2020-09-14,cases,4.0
34056,COVIDhub-ensemble,20115,2020-09-07,2020-09-21,cases,3.0
34064,COVIDhub-ensemble,20115,2020-09-07,2020-09-28,cases,3.0
34072,COVIDhub-ensemble,20115,2020-09-07,2020-10-05,cases,2.0
34080,COVIDhub-ensemble,20117,2020-09-07,2020-09-14,cases,2.0
34088,COVIDhub-ensemble,20117,2020-09-07,2020-09-21,cases,2.0
34096,COVIDhub-ensemble,20117,2020-09-07,2020-09-28,cases,2.0
34104,COVIDhub-ensemble,20117,2020-09-07,2020-10-05,cases,2.0
34112,COVIDhub-ensemble,20119,2020-09-07,2020-09-14,cases,2.0
34120,COVIDhub-ensemble,20119,2020-09-07,2020-09-21,cases,1.0
34128,COVIDhub-ensemble,20119,2020-09-07,2020-09-28,cases,1.0
34136,COVIDhub-ensemble,20119,2020-09-07,2020-10-05,cases,1.0
34144,COVIDhub-ensemble,20121,2020-09-07,2020-09-14,cases,48.0
34152,COVIDhub-ensemble,20121,2020-09-07,2020-09-21,cases,36.0
34160,COVIDhub-ensemble,20121,2020-09-07,2020-09-28,cases,32.0
34168,COVIDhub-ensemble,20121,2020-09-07,2020-10-05,cases,34.0
34176,COVIDhub-ensemble,20123,2020-09-07,2020-09-14,cases,4.0
34184,COVIDhub-ensemble,20123,2020-09-07,2020-09-21,cases,5.0
34192,COVIDhub-ensemble,20123,2020-09-07,2020-09-28,cases,5.0
34200,COVIDhub-ensemble,20123,2020-09-07,2020-10-05,cases,4.0
34208,COVIDhub-ensemble,20125,2020-09-07,2020-09-14,cases,44.0
34216,COVIDhub-ensemble,20125,2020-09-07,2020-09-21,cases,38.0
34224,COVIDhub-ensemble,20125,2020-09-07,2020-09-28,cases,32.0
34232,COVIDhub-ensemble,20125,2020-09-07,2020-10-05,cases,28.0
34240,COVIDhub-ensemble,20127,2020-09-07,2020-09-14,cases,1.0
34248,COVIDhub-ensemble,20127,2020-09-07,2020-09-21,cases,1.0
34256,COVIDhub-ensemble,20127,2020-09-07,2020-09-28,cases,1.0
34264,COVIDhub-ensemble,20127,2020-09-07,2020-10-05,cases,1.0
34272,COVIDhub-ensemble,20129,2020-09-07,2020-09-14,cases,1.0
34280,COVIDhub-ensemble,20129,2020-09-07,2020-09-21,cases,1.0
34288,COVIDhub-ensemble,20129,2020-09-07,2020-09-28,cases,1.0
34296,COVIDhub-ensemble,20129,2020-09-07,2020-10-05,cases,1.0
34304,COVIDhub-ensemble,20131,2020-09-07,2020-09-14,cases,0.0
34312,COVIDhub-ensemble,20131,2020-09-07,2020-09-21,cases,0.0
34320,COVIDhub-ensemble,20131,2020-09-07,2020-09-28,cases,0.0
34328,COVIDhub-ensemble,20131,2020-09-07,2020-10-05,cases,0.0
34336,COVIDhub-ensemble,20133,2020-09-07,2020-09-14,cases,19.0
34344,COVIDhub-ensemble,20133,2020-09-07,2020-09-21,cases,17.0
34352,COVIDhub-ensemble,20133,2020-09-07,2020-09-28,cases,18.0
34360,COVIDhub-ensemble,20133,2020-09-07,2020-10-05,cases,18.0
34368,COVIDhub-ensemble,20135,2020-09-07,2020-09-14,cases,3.0
34376,COVIDhub-ensemble,20135,2020-09-07,2020-09-21,cases,2.0
34384,COVIDhub-ensemble,20135,2020-09-07,2020-09-28,cases,0.0
34392,COVIDhub-ensemble,20135,2020-09-07,2020-10-05,cases,0.0
34400,COVIDhub-ensemble,20137,2020-09-07,2020-09-14,cases,0.0
34408,COVIDhub-ensemble,20137,2020-09-07,2020-09-21,cases,0.0
34416,COVIDhub-ensemble,20137,2020-09-07,2020-09-28,cases,0.0
34424,COVIDhub-ensemble,20137,2020-09-07,2020-10-05,cases,0.0
34432,COVIDhub-ensemble,20139,2020-09-07,2020-09-14,cases,7.0
34440,COVIDhub-ensemble,20139,2020-09-07,2020-09-21,cases,7.0
34448,COVIDhub-ensemble,20139,2020-09-07,2020-09-28,cases,6.0
34456,COVIDhub-ensemble,20139,2020-09-07,2020-10-05,cases,6.0
34464,COVIDhub-ensemble,20141,2020-09-07,2020-09-14,cases,1.0
34472,COVIDhub-ensemble,20141,2020-09-07,2020-09-21,cases,0.0
