,geo_value,time_value,direction,issue,lag,value,stderr,sample_size
12,ia,2020-02-02,,2020-06-09,128,0.081811,,
13,id,2020-02-02,,2020-06-09,128,0.0,,
14,il,2020-02-02,,2020-06-09,128,0.140987,,
15,in,2020-02-02,,2020-06-09,128,0.093374,,
16,ks,2020-02-02,,2020-06-09,128,0.024175,,
17,ky,2020-02-02,,2020-06-09,128,0.127812,,
18,la,2020-02-02,,2020-06-09,128,0.262165,,
19,ma,2020-02-02,,2020-06-09,128,0.025222,,
20,md,2020-02-02,,2020-06-09,128,0.295176,,
21,me,2020-02-02,,2020-06-09,128,0.0,,
22,mi,2020-02-02,,2020-06-09,128,0.267311,,
23,mn,2020-02-02,,2020-06-09,128,0.0,,
24,mo,2020-02-02,,2020-06-09,128,0.194815,,
25,ms,2020-02-02,,2020-06-09,128,0.194989,,
26,mt,2020-02-02,,2020-06-09,128,0.0,,
27,nc,2020-02-02,,2020-06-09,128,0.041507,,
28,nd,2020-02-02,,2020-06-09,128,0.0,,
29,ne,2020-02-02,,2020-06-09,128,0.065232,,
30,nh,2020-02-02,,2020-06-09,128,0.110859,,
31,nj,2020-02-02,,2020-06-09,128,0.362818,,
32,nm,2020-02-02,,2020-06-09,128,0.0,,
33,nv,2020-02-02,,2020-06-09,128,0.05581,,
34,ny,2020-02-02,,2020-06-09,128,0.311116,,
35,oh,2020-02-02,,2020-06-09,128,0.125188,,
36,ok,2020-02-02,,2020-06-09,128,0.089959,,
37,or,2020-02-02,,2020-06-09,128,0.0,,
38,pa,2020-02-02,,2020-06-09,128,0.243485,,
39,ri,2020-02-02,,2020-06-09,128,0.0,,
40,sc,2020-02-02,,2020-06-09,128,0.086829,,
41,sd,2020-02-02,,2020-06-09,128,0.0,,
42,tn,2020-02-02,,2020-06-09,128,0.31003,,
43,tx,2020-02-02,,2020-06-09,128,0.171434,,
44,ut,2020-02-02,,2020-06-09,128,0.042616,,
45,va,2020-02-02,,2020-06-09,128,0.247173,,
46,vt,2020-02-02,,2020-06-09,128,0.0,,
47,wa,2020-02-02,,2020-06-09,128,0.06839,,
48,wi,2020-02-02,,2020-06-09,128,0.100755,,
49,wv,2020-02-02,,2020-06-09,128,0.0,,
50,wy,2020-02-02,,2020-06-09,128,0.0,,
0,ak,2020-02-03,0,2020-06-09,127,0.22779,,
1,al,2020-02-03,0,2020-06-09,127,0.048417,,
2,ar,2020-02-03,0,2020-06-09,127,0.180192,,
3,az,2020-02-03,0,2020-06-09,127,0.075132,,
4,ca,2020-02-03,0,2020-06-09,127,0.153999,,
5,co,2020-02-03,0,2020-06-09,127,0.198206,,
6,ct,2020-02-03,0,2020-06-09,127,0.182184,,
7,dc,2020-02-03,0,2020-06-09,127,0.0,,
8,de,2020-02-03,0,2020-06-09,127,0.0,,
9,fl,2020-02-03,0,2020-06-09,127,0.144759,,
10,ga,2020-02-03,0,2020-06-09,127,0.043618,,
11,hi,2020-02-03,0,2020-06-09,127,0.0,,
12,ia,2020-02-03,0,2020-06-09,127,0.081811,,
13,id,2020-02-03,0,2020-06-09,127,0.0,,
14,il,2020-02-03,0,2020-06-09,127,0.140675,,
15,in,2020-02-03,0,2020-06-09,127,0.091476,,
16,ks,2020-02-03,0,2020-06-09,127,0.024175,,
17,ky,2020-02-03,0,2020-06-09,127,0.126819,,
18,la,2020-02-03,0,2020-06-09,127,0.260801,,
19,ma,2020-02-03,0,2020-06-09,127,0.024863,,
20,md,2020-02-03,0,2020-06-09,127,0.295176,,
21,me,2020-02-03,0,2020-06-09,127,0.0,,
22,mi,2020-02-03,0,2020-06-09,127,0.267311,,
23,mn,2020-02-03,0,2020-06-09,127,0.0,,
24,mo,2020-02-03,0,2020-06-09,127,0.201174,,
25,ms,2020-02-03,0,2020-06-09,127,0.193271,,
26,mt,2020-02-03,0,2020-06-09,127,0.0,,
27,nc,2020-02-03,0,2020-06-09,127,0.047098,,
28,nd,2020-02-03,0,2020-06-09,127,0.0,,
29,ne,2020-02-03,0,2020-06-09,127,0.064125,,
30,nh,2020-02-03,0,2020-06-09,127,0.108936,,
31,nj,2020-02-03,0,2020-06-09,127,0.35985,,
32,nm,2020-02-03,0,2020-06-09,127,0.0,,
33,nv,2020-02-03,0,2020-06-09,127,0.05581,,
34,ny,2020-02-03,0,2020-06-09,127,0.312422,,
35,oh,2020-02-03,0,2020-06-09,127,0.124944,,
36,ok,2020-02-03,0,2020-06-09,127,0.089959,,
37,or,2020-02-03,0,2020-06-09,127,0.0,,
38,pa,2020-02-03,0,2020-06-09,127,0.24203,,
39,ri,2020-02-03,0,2020-06-09,127,0.0,,
40,sc,2020-02-03,0,2020-06-09,127,0.086829,,
41,sd,2020-02-03,0,2020-06-09,127,0.0,,
42,tn,2020-02-03,0,2020-06-09,127,0.309804,,
43,tx,2020-02-03,0,2020-06-09,127,0.17105,,
44,ut,2020-02-03,0,2020-06-09,127,0.042616,,
45,va,2020-02-03,0,2020-06-09,127,0.247173,,
46,vt,2020-02-03,0,2020-06-09,127,0.0,,
47,wa,2020-02-03,0,2020-06-09,127,0.066737,,
48,wi,2020-02-03,0,2020-06-09,127,0.100755,,
49,wv,2020-02-03,0,2020-06-09,127,0.0,,
50,wy,2020-02-03,0,2020-06-09,127,0.0,,
0,ak,2020-02-04,0,2020-06-09,126,0.187205,,
1,al,2020-02-04,0,2020-06-09,126,0.048417,,
2,ar,2020-02-04,0,2020-06-09,126,0.180192,,
3,az,2020-02-04,0,2020-06-09,126,0.075132,,
4,ca,2020-02-04,0,2020-06-09,126,0.154285,,
5,co,2020-02-04,0,2020-06-09,126,0.196763,,
6,ct,2020-02-04,0,2020-06-09,126,0.181788,,
7,dc,2020-02-04,0,2020-06-09,126,0.0,,
8,de,2020-02-04,0,2020-06-09,126,0.0,,
9,fl,2020-02-04,0,2020-06-09,126,0.14422,,
10,ga,2020-02-04,0,2020-06-09,126,0.043375,,
11,hi,2020-02-04,0,2020-06-09,126,0.0,,
12,ia,2020-02-04,0,2020-06-09,126,0.081811,,
13,id,2020-02-04,0,2020-06-09,126,0.0,,
14,il,2020-02-04,0,2020-06-09,126,0.140413,,
15,in,2020-02-04,0,2020-06-09,126,0.089822,,
16,ks,2020-02-04,0,2020-06-09,126,0.024175,,
17,ky,2020-02-04,0,2020-06-09,126,0.126014,,
18,la,2020-02-04,0,2020-06-09,126,0.259665,,
19,ma,2020-02-04,0,2020-06-09,126,0.024575,,
20,md,2020-02-04,0,2020-06-09,126,0.295176,,
21,me,2020-02-04,0,2020-06-09,126,0.0,,
22,mi,2020-02-04,0,2020-06-09,126,0.267311,,
23,mn,2020-02-04,0,2020-06-09,126,0.0,,
24,mo,2020-02-04,0,2020-06-09,126,0.201234,,
25,ms,2020-02-04,0,2020-06-09,126,0.191495,,
26,mt,2020-02-04,0,2020-06-09,126,0.0,,
27,nc,2020-02-04,0,2020-06-09,126,0.046053,,
28,nd,2020-02-04,0,2020-06-09,126,0.0,,
29,ne,2020-02-04,0,2020-06-09,126,0.068897,,
30,nh,2020-02-04,0,2020-06-09,126,0.107045,,
31,nj,2020-02-04,0,2020-06-09,126,0.357227,,
32,nm,2020-02-04,0,2020-06-09,126,0.0,,
33,nv,2020-02-04,0,2020-06-09,126,0.05581,,
34,ny,2020-02-04,0,2020-06-09,126,0.313539,,
35,oh,2020-02-04,0,2020-06-09,126,0.124737,,
36,ok,2020-02-04,0,2020-06-09,126,0.089959,,
37,or,2020-02-04,0,2020-06-09,126,0.0,,
38,pa,2020-02-04,0,2020-06-09,126,0.240583,,
39,ri,2020-02-04,0,2020-06-09,126,0.0,,
40,sc,2020-02-04,0,2020-06-09,126,0.086829,,
41,sd,2020-02-04,0,2020-06-09,126,0.0,,
42,tn,2020-02-04,0,2020-06-09,126,0.309593,,
43,tx,2020-02-04,0,2020-06-09,126,0.170737,,
44,ut,2020-02-04,0,2020-06-09,126,0.042616,,
45,va,2020-02-04,0,2020-06-09,126,0.247173,,
46,vt,2020-02-04,0,2020-06-09,126,0.0,,
47,wa,2020-02-04,0,2020-06-09,126,0.066219,,
48,wi,2020-02-04,0,2020-06-09,126,0.100755,,
49,wv,2020-02-04,0,2020-06-09,126,0.0,,
50,wy,2020-02-04,0,2020-06-09,126,0.0,,
0,ak,2020-02-05,0,2020-06-09,125,0.071758,,
1,al,2020-02-05,0,2020-06-09,125,0.048417,,
2,ar,2020-02-05,0,2020-06-09,125,0.180192,,
3,az,2020-02-05,0,2020-06-09,125,0.075132,,
4,ca,2020-02-05,0,2020-06-09,125,0.15383,,
5,co,2020-02-05,0,2020-06-09,125,0.195456,,
6,ct,2020-02-05,0,2020-06-09,125,0.181416,,
7,dc,2020-02-05,0,2020-06-09,125,0.0,,
8,de,2020-02-05,0,2020-06-09,125,0.0,,
9,fl,2020-02-05,0,2020-06-09,125,0.144479,,
10,ga,2020-02-05,0,2020-06-09,125,0.043375,,
11,hi,2020-02-05,0,2020-06-09,125,0.0,,
12,ia,2020-02-05,0,2020-06-09,125,0.088136,,
13,id,2020-02-05,0,2020-06-09,125,0.0,,
14,il,2020-02-05,0,2020-06-09,125,0.140271,,
15,in,2020-02-05,0,2020-06-09,125,0.088434,,
16,ks,2020-02-05,0,2020-06-09,125,0.024175,,
17,ky,2020-02-05,0,2020-06-09,125,0.125389,,
18,la,2020-02-05,0,2020-06-09,125,0.260922,,
19,ma,2020-02-05,0,2020-06-09,125,0.024381,,
20,md,2020-02-05,0,2020-06-09,125,0.295176,,
21,me,2020-02-05,0,2020-06-09,125,0.0,,
22,mi,2020-02-05,0,2020-06-09,125,0.267311,,
23,mn,2020-02-05,0,2020-06-09,125,0.0,,
24,mo,2020-02-05,0,2020-06-09,125,0.19934,,
25,ms,2020-02-05,0,2020-06-09,125,0.189746,,
26,mt,2020-02-05,0,2020-06-09,125,0.0,,
27,nc,2020-02-05,0,2020-06-09,125,0.044965,,
28,nd,2020-02-05,0,2020-06-09,125,0.0,,
29,ne,2020-02-05,0,2020-06-09,125,0.067637,,
30,nh,2020-02-05,0,2020-06-09,125,0.105277,,
31,nj,2020-02-05,0,2020-06-09,125,0.35499,,
32,nm,2020-02-05,0,2020-06-09,125,0.0,,
33,nv,2020-02-05,0,2020-06-09,125,0.05581,,
34,ny,2020-02-05,0,2020-06-09,125,0.313386,,
35,oh,2020-02-05,0,2020-06-09,125,0.124566,,
36,ok,2020-02-05,0,2020-06-09,125,0.089959,,
37,or,2020-02-05,0,2020-06-09,125,0.0,,
38,pa,2020-02-05,0,2020-06-09,125,0.239204,,
39,ri,2020-02-05,0,2020-06-09,125,0.0,,
40,sc,2020-02-05,0,2020-06-09,125,0.086829,,
41,sd,2020-02-05,0,2020-06-09,125,0.0,,
42,tn,2020-02-05,0,2020-06-09,125,0.309405,,
43,tx,2020-02-05,0,2020-06-09,125,0.171674,,
44,ut,2020-02-05,0,2020-06-09,125,0.042616,,
45,va,2020-02-05,0,2020-06-09,125,0.247173,,
46,vt,2020-02-05,0,2020-06-09,125,0.0,,
47,wa,2020-02-05,0,2020-06-09,125,0.066219,,
48,wi,2020-02-05,0,2020-06-09,125,0.100755,,
49,wv,2020-02-05,0,2020-06-09,125,0.0,,
50,wy,2020-02-05,0,2020-06-09,125,0.0,,
0,ak,2020-02-06,0,2020-06-09,124,0.050902,,
1,al,2020-02-06,0,2020-06-09,124,0.048417,,
2,ar,2020-02-06,0,2020-06-09,124,0.180192,,
3,az,2020-02-06,0,2020-06-09,124,0.075132,,
4,ca,2020-02-06,0,2020-06-09,124,0.153452,,
5,co,2020-02-06,0,2020-06-09,124,0.200757,,
6,ct,2020-02-06,0,2020-06-09,124,0.184059,,
7,dc,2020-02-06,0,2020-06-09,124,0.0,,
8,de,2020-02-06,0,2020-06-09,124,0.0,,
9,fl,2020-02-06,0,2020-06-09,124,0.144043,,
10,ga,2020-02-06,0,2020-06-09,124,0.043375,,
11,hi,2020-02-06,0,2020-06-09,124,0.0,,
12,ia,2020-02-06,0,2020-06-09,124,0.087359,,
13,id,2020-02-06,0,2020-06-09,124,0.0,,
14,il,2020-02-06,0,2020-06-09,124,0.140271,,
15,in,2020-02-06,0,2020-06-09,124,0.087315,,
16,ks,2020-02-06,0,2020-06-09,124,0.024175,,
17,ky,2020-02-06,0,2020-06-09,124,0.125223,,
18,la,2020-02-06,0,2020-06-09,124,0.259984,,
19,ma,2020-02-06,0,2020-06-09,124,0.024381,,
20,md,2020-02-06,0,2020-06-09,124,0.295176,,
21,me,2020-02-06,0,2020-06-09,124,0.0,,
22,mi,2020-02-06,0,2020-06-09,124,0.267311,,
23,mn,2020-02-06,0,2020-06-09,124,0.0,,
24,mo,2020-02-06,0,2020-06-09,124,0.197604,,
25,ms,2020-02-06,0,2020-06-09,124,0.188102,,
26,mt,2020-02-06,0,2020-06-09,124,0.0,,
27,nc,2020-02-06,0,2020-06-09,124,0.043888,,
28,nd,2020-02-06,0,2020-06-09,124,0.0,,
29,ne,2020-02-06,0,2020-06-09,124,0.06653,,
30,nh,2020-02-06,0,2020-06-09,124,0.103703,,
31,nj,2020-02-06,0,2020-06-09,124,0.356438,,
32,nm,2020-02-06,0,2020-06-09,124,0.0,,
33,nv,2020-02-06,0,2020-06-09,124,0.05581,,
34,ny,2020-02-06,0,2020-06-09,124,0.312555,,
35,oh,2020-02-06,0,2020-06-09,124,0.124428,,
36,ok,2020-02-06,0,2020-06-09,124,0.089959,,
37,or,2020-02-06,0,2020-06-09,124,0.0,,
38,pa,2020-02-06,0,2020-06-09,124,0.237946,,
39,ri,2020-02-06,0,2020-06-09,124,0.0,,
40,sc,2020-02-06,0,2020-06-09,124,0.086829,,
41,sd,2020-02-06,0,2020-06-09,124,0.0,,
42,tn,2020-02-06,0,2020-06-09,124,0.309246,,
43,tx,2020-02-06,0,2020-06-09,124,0.171356,,
44,ut,2020-02-06,0,2020-06-09,124,0.042616,,
45,va,2020-02-06,0,2020-06-09,124,0.247173,,
46,vt,2020-02-06,0,2020-06-09,124,0.0,,
47,wa,2020-02-06,0,2020-06-09,124,0.066219,,
48,wi,2020-02-06,0,2020-06-09,124,0.100755,,
49,wv,2020-02-06,0,2020-06-09,124,0.0,,
50,wy,2020-02-06,0,2020-06-09,124,0.0,,
0,ak,2020-02-07,0,2020-06-09,123,0.0,,
1,al,2020-02-07,0,2020-06-09,123,0.048417,,
2,ar,2020-02-07,0,2020-06-09,123,0.180192,,
3,az,2020-02-07,0,2020-06-09,123,0.075132,,
4,ca,2020-02-07,0,2020-06-09,123,0.15315,,
5,co,2020-02-07,0,2020-06-09,123,0.205672,,
6,ct,2020-02-07,0,2020-06-09,123,0.183418,,
7,dc,2020-02-07,0,2020-06-09,123,0.0,,
8,de,2020-02-07,0,2020-06-09,123,0.0,,
9,fl,2020-02-07,0,2020-06-09,123,0.144452,,
10,ga,2020-02-07,0,2020-06-09,123,0.044761,,
11,hi,2020-02-07,0,2020-06-09,123,0.0,,
12,ia,2020-02-07,0,2020-06-09,123,0.086509,,
13,id,2020-02-07,0,2020-06-09,123,0.0,,
14,il,2020-02-07,0,2020-06-09,123,0.145604,,
15,in,2020-02-07,0,2020-06-09,123,0.086456,,
16,ks,2020-02-07,0,2020-06-09,123,0.024175,,
17,ky,2020-02-07,0,2020-06-09,123,0.125223,,
18,la,2020-02-07,0,2020-06-09,123,0.259221,,
19,ma,2020-02-07,0,2020-06-09,123,0.024381,,
20,md,2020-02-07,0,2020-06-09,123,0.295176,,
21,me,2020-02-07,0,2020-06-09,123,0.0,,
22,mi,2020-02-07,0,2020-06-09,123,0.267311,,
23,mn,2020-02-07,0,2020-06-09,123,0.004637,,
24,mo,2020-02-07,0,2020-06-09,123,0.196062,,
25,ms,2020-02-07,0,2020-06-09,123,0.186623,,
26,mt,2020-02-07,0,2020-06-09,123,0.0,,
27,nc,2020-02-07,0,2020-06-09,123,0.042872,,
28,nd,2020-02-07,0,2020-06-09,123,0.0,,
29,ne,2020-02-07,0,2020-06-09,123,0.072992,,
30,nh,2020-02-07,0,2020-06-09,123,0.10237,,
31,nj,2020-02-07,0,2020-06-09,123,0.359918,,
32,nm,2020-02-07,0,2020-06-09,123,0.0,,
33,nv,2020-02-07,0,2020-06-09,123,0.05581,,
34,ny,2020-02-07,0,2020-06-09,123,0.311754,,
35,oh,2020-02-07,0,2020-06-09,123,0.124321,,
36,ok,2020-02-07,0,2020-06-09,123,0.089959,,
37,or,2020-02-07,0,2020-06-09,123,0.012296,,
38,pa,2020-02-07,0,2020-06-09,123,0.236846,,
39,ri,2020-02-07,0,2020-06-09,123,0.0,,
40,sc,2020-02-07,0,2020-06-09,123,0.086829,,
41,sd,2020-02-07,0,2020-06-09,123,0.0,,
42,tn,2020-02-07,0,2020-06-09,123,0.309118,,
43,tx,2020-02-07,0,2020-06-09,123,0.171081,,
44,ut,2020-02-07,0,2020-06-09,123,0.042616,,
45,va,2020-02-07,0,2020-06-09,123,0.247173,,
46,vt,2020-02-07,0,2020-06-09,123,0.0,,
47,wa,2020-02-07,0,2020-06-09,123,0.066219,,
48,wi,2020-02-07,0,2020-06-09,123,0.100755,,
49,wv,2020-02-07,0,2020-06-09,123,0.0,,
50,wy,2020-02-07,0,2020-06-09,123,0.0,,
0,ak,2020-02-08,0,2020-06-09,122,0.0,,
1,al,2020-02-08,0,2020-06-09,122,0.048417,,
2,ar,2020-02-08,0,2020-06-09,122,0.180192,,
3,az,2020-02-08,0,2020-06-09,122,0.075132,,
4,ca,2020-02-08,0,2020-06-09,122,0.153721,,
5,co,2020-02-08,0,2020-06-09,122,0.209213,,
6,ct,2020-02-08,0,2020-06-09,122,0.182795,,
7,dc,2020-02-08,0,2020-06-09,122,0.0,,
8,de,2020-02-08,0,2020-06-09,122,0.0,,
9,fl,2020-02-08,0,2020-06-09,122,0.144086,,
10,ga,2020-02-08,0,2020-06-09,122,0.044534,,
11,hi,2020-02-08,0,2020-06-09,122,0.0,,
12,ia,2020-02-08,0,2020-06-09,122,0.085627,,
13,id,2020-02-08,0,2020-06-09,122,0.0,,
14,il,2020-02-08,0,2020-06-09,122,0.144862,,
15,in,2020-02-08,0,2020-06-09,122,0.08626,,
16,ks,2020-02-08,0,2020-06-09,122,0.024175,,
17,ky,2020-02-08,0,2020-06-09,122,0.125223,,
18,la,2020-02-08,0,2020-06-09,122,0.258623,,
19,ma,2020-02-08,0,2020-06-09,122,0.024381,,
20,md,2020-02-08,0,2020-06-09,122,0.295176,,
21,me,2020-02-08,0,2020-06-09,122,0.0,,
22,mi,2020-02-08,0,2020-06-09,122,0.267311,,
23,mn,2020-02-08,0,2020-06-09,122,0.004117,,
24,mo,2020-02-08,0,2020-06-09,122,0.194741,,
25,ms,2020-02-08,0,2020-06-09,122,0.185353,,
26,mt,2020-02-08,0,2020-06-09,122,0.0,,
27,nc,2020-02-08,0,2020-06-09,122,0.041955,,
28,nd,2020-02-08,0,2020-06-09,122,0.0,,
29,ne,2020-02-08,0,2020-06-09,122,0.071292,,
30,nh,2020-02-08,0,2020-06-09,122,0.1013,,
31,nj,2020-02-08,0,2020-06-09,122,0.363042,,
32,nm,2020-02-08,0,2020-06-09,122,0.0,,
33,nv,2020-02-08,0,2020-06-09,122,0.05581,,
34,ny,2020-02-08,0,2020-06-09,122,0.311014,,
35,oh,2020-02-08,0,2020-06-09,122,0.125767,,
36,ok,2020-02-08,0,2020-06-09,122,0.089959,,
37,or,2020-02-08,0,2020-06-09,122,0.010802,,
38,pa,2020-02-08,0,2020-06-09,122,0.235929,,
39,ri,2020-02-08,0,2020-06-09,122,0.0,,
40,sc,2020-02-08,0,2020-06-09,122,0.086829,,
41,sd,2020-02-08,0,2020-06-09,122,0.0,,
42,tn,2020-02-08,0,2020-06-09,122,0.309086,,
43,tx,2020-02-08,0,2020-06-09,122,0.174003,,
44,ut,2020-02-08,0,2020-06-09,122,0.042616,,
45,va,2020-02-08,0,2020-06-09,122,0.249685,,
46,vt,2020-02-08,0,2020-06-09,122,0.0,,
47,wa,2020-02-08,0,2020-06-09,122,0.066219,,
48,wi,2020-02-08,0,2020-06-09,122,0.100755,,
49,wv,2020-02-08,0,2020-06-09,122,0.0,,
50,wy,2020-02-08,0,2020-06-09,122,0.0,,
0,ak,2020-02-09,0,2020-06-09,121,0.0,,
1,al,2020-02-09,0,2020-06-09,121,0.048417,,
2,ar,2020-02-09,0,2020-06-09,121,0.180192,,
3,az,2020-02-09,0,2020-06-09,121,0.07927,,
4,ca,2020-02-09,0,2020-06-09,121,0.15531,,
5,co,2020-02-09,0,2020-06-09,121,0.206123,,
6,ct,2020-02-09,0,2020-06-09,121,0.182212,,
7,dc,2020-02-09,0,2020-06-09,121,0.0,,
8,de,2020-02-09,0,2020-06-09,121,0.0,,
9,fl,2020-02-09,0,2020-06-09,121,0.143783,,
10,ga,2020-02-09,0,2020-06-09,121,0.044316,,
11,hi,2020-02-09,0,2020-06-09,121,0.0,,
12,ia,2020-02-09,0,2020-06-09,121,0.084758,,
13,id,2020-02-09,0,2020-06-09,121,0.054424,,
14,il,2020-02-09,0,2020-06-09,121,0.144087,,
15,in,2020-02-09,0,2020-06-09,121,0.08626,,
16,ks,2020-02-09,0,2020-06-09,121,0.024175,,
17,ky,2020-02-09,0,2020-06-09,121,0.125223,,
18,la,2020-02-09,0,2020-06-09,121,0.258171,,
19,ma,2020-02-09,0,2020-06-09,121,0.024381,,
20,md,2020-02-09,0,2020-06-09,121,0.295176,,
21,me,2020-02-09,0,2020-06-09,121,0.0,,
22,mi,2020-02-09,0,2020-06-09,121,0.267311,,
23,mn,2020-02-09,0,2020-06-09,121,0.003528,,
24,mo,2020-02-09,0,2020-06-09,121,0.193652,,
25,ms,2020-02-09,0,2020-06-09,121,0.184315,,
26,mt,2020-02-09,0,2020-06-09,121,0.0,,
27,nc,2020-02-09,0,2020-06-09,121,0.041168,,
28,nd,2020-02-09,0,2020-06-09,121,0.0,,
29,ne,2020-02-09,0,2020-06-09,121,0.069644,,
30,nh,2020-02-09,0,2020-06-09,121,0.100581,,
31,nj,2020-02-09,0,2020-06-09,121,0.360526,,
32,nm,2020-02-09,0,2020-06-09,121,0.0,,
33,nv,2020-02-09,0,2020-06-09,121,0.05581,,
34,ny,2020-02-09,0,2020-06-09,121,0.310362,,
35,oh,2020-02-09,0,2020-06-09,121,0.125527,,
36,ok,2020-02-09,0,2020-06-09,121,0.089959,,
37,or,2020-02-09,0,2020-06-09,121,0.009152,,
38,pa,2020-02-09,0,2020-06-09,121,0.235205,,
39,ri,2020-02-09,0,2020-06-09,121,0.0,,
40,sc,2020-02-09,0,2020-06-09,121,0.086829,,
41,sd,2020-02-09,0,2020-06-09,121,0.0,,
42,tn,2020-02-09,0,2020-06-09,121,0.309086,,
43,tx,2020-02-09,0,2020-06-09,121,0.173431,,
44,ut,2020-02-09,0,2020-06-09,121,0.042616,,
45,va,2020-02-09,0,2020-06-09,121,0.249383,,
46,vt,2020-02-09,0,2020-06-09,121,0.0,,
47,wa,2020-02-09,0,2020-06-09,121,0.066219,,
48,wi,2020-02-09,0,2020-06-09,121,0.100755,,
49,wv,2020-02-09,0,2020-06-09,121,0.0,,
50,wy,2020-02-09,0,2020-06-09,121,0.0,,
0,ak,2020-02-10,0,2020-06-09,120,0.0,,
1,al,2020-02-10,0,2020-06-09,120,0.048417,,
2,ar,2020-02-10,0,2020-06-09,120,0.180192,,
3,az,2020-02-10,0,2020-06-09,120,0.078774,,
4,ca,2020-02-10,0,2020-06-09,120,0.154867,,
5,co,2020-02-10,0,2020-06-09,120,0.203109,,
6,ct,2020-02-10,0,2020-06-09,120,0.181687,,
7,dc,2020-02-10,0,2020-06-09,120,0.0,,
8,de,2020-02-10,0,2020-06-09,120,0.0,,
9,fl,2020-02-10,0,2020-06-09,120,0.143539,,
10,ga,2020-02-10,0,2020-06-09,120,0.044109,,
11,hi,2020-02-10,0,2020-06-09,120,0.0,,
12,ia,2020-02-10,0,2020-06-09,120,0.083941,,
13,id,2020-02-10,0,2020-06-09,120,0.126751,,
14,il,2020-02-10,0,2020-06-09,120,0.143311,,
15,in,2020-02-10,0,2020-06-09,120,0.08626,,
16,ks,2020-02-10,0,2020-06-09,120,0.024175,,
