date,state_code,county_name,fips_code,acute_staffed,acute_occupied,icu_staffed,icu_occupied,ventilators,ventilators_occupied,covid_confirmed,covid_suspected,covid_icu,covid_ventilator
2020-04-25,NV,Washoe,32031,1330,851,162,83,196,44,70,23,23,16
2020-04-25,NV,White Pine,32033,25,3,2,0,5,0,0,0,0,0
2020-04-26,NV,Carson City,32510,188,90,24,16,22,7,2,11,3,2
2020-04-26,NV,Churchill,32001,0,0,0,0,0,0,0,0,0,0
2020-04-26,NV,Clark,32003,5201,3352,616,459,790,317,280,122,110,90
2020-04-26,NV,Douglas,32005,19,6,4,1,4,0,0,1,1,0
2020-04-26,NV,Elko,32007,75,7,7,0,6,0,0,1,0,0
2020-04-26,NV,Esmeralda,32009,0,0,0,0,0,0,0,0,0,0
2020-04-26,NV,Eureka,32011,0,0,0,0,0,0,0,0,0,0
2020-04-26,NV,Humboldt,32013,25,8,3,0,7,0,0,0,0,0
2020-04-26,NV,Lander,32015,5,0,0,0,0,0,0,0,0,0
2020-04-26,NV,Lincoln,32017,4,1,0,0,3,0,0,0,0,0
2020-04-26,NV,Lyon,32019,14,0,0,0,0,0,0,0,0,0
2020-04-26,NV,Mineral,32021,11,4,0,0,1,0,0,0,0,0
2020-04-26,NV,Nye,32023,25,13,0,0,6,0,0,1,0,0
2020-04-26,NV,Pershing,32027,0,0,0,0,0,0,0,0,0,0
2020-04-26,NV,Storey,32029,0,0,0,0,0,0,0,0,0,0
2020-04-26,NV,Washoe,32031,1330,869,162,80,194,45,65,26,16,12
2020-04-26,NV,White Pine,32033,25,2,2,0,5,0,0,0,0,0
2020-04-27,NV,Carson City,32510,188,75,24,20,22,7,2,16,4,3
2020-04-27,NV,Churchill,32001,25,10,2,2,4,0,0,4,0,0
2020-04-27,NV,Clark,32003,5841,3757,631,476,799,323,295,163,133,96
2020-04-27,NV,Douglas,32005,19,7,4,2,4,0,0,1,1,0
2020-04-27,NV,Elko,32007,75,11,7,2,6,0,0,4,1,0
2020-04-27,NV,Esmeralda,32009,0,0,0,0,0,0,0,0,0,0
2020-04-27,NV,Eureka,32011,0,0,0,0,0,0,0,0,0,0
2020-04-27,NV,Humboldt,32013,25,7,3,0,7,0,0,0,0,0
2020-04-27,NV,Lander,32015,5,2,0,0,0,0,0,0,0,0
2020-04-27,NV,Lincoln,32017,4,0,0,0,3,0,0,0,0,0
2020-04-27,NV,Lyon,32019,14,0,0,0,0,0,0,0,0,0
2020-04-27,NV,Mineral,32021,11,5,0,0,1,0,0,0,0,0
2020-04-27,NV,Nye,32023,25,20,0,0,6,0,0,3,0,0
2020-04-27,NV,Pershing,32027,13,0,0,0,0,0,0,0,0,0
2020-04-27,NV,Storey,32029,0,0,0,0,0,0,0,0,0,0
2020-04-27,NV,Washoe,32031,1261,788,162,73,198,41,64,27,14,12
2020-04-27,NV,White Pine,32033,25,2,2,1,5,0,0,0,0,0
2020-04-28,NV,Carson City,32510,188,101,24,17,22,7,2,6,2,3
2020-04-28,NV,Churchill,32001,25,19,6,4,4,0,1,6,3,0
2020-04-28,NV,Clark,32003,5743,3849,636,483,800,328,296,172,136,94
2020-04-28,NV,Douglas,32005,19,8,4,2,4,0,0,2,0,0
2020-04-28,NV,Elko,32007,75,11,7,3,6,0,0,3,1,0
2020-04-28,NV,Esmeralda,32009,0,0,0,0,0,0,0,0,0,0
2020-04-28,NV,Eureka,32011,0,0,0,0,0,0,0,0,0,0
2020-04-28,NV,Humboldt,32013,25,8,3,0,7,0,0,1,0,0
2020-04-28,NV,Lander,32015,5,1,0,0,0,0,0,0,0,0
2020-04-28,NV,Lincoln,32017,4,1,0,0,3,0,0,0,0,0
2020-04-28,NV,Lyon,32019,14,0,0,0,0,0,0,0,0,0
2020-04-28,NV,Mineral,32021,11,6,0,0,1,0,0,0,0,0
2020-04-28,NV,Nye,32023,25,17,0,0,6,0,0,3,0,0
2020-04-28,NV,Pershing,32027,13,0,0,0,0,0,0,0,0,0
2020-04-28,NV,Storey,32029,0,0,0,0,0,0,0,0,0,0
2020-04-28,NV,Washoe,32031,1290,848,162,73,198,36,65,22,16,13
2020-04-28,NV,White Pine,32033,25,1,2,1,5,0,0,0,0,0
2020-04-29,NV,Carson City,32510,159,88,24,16,15,5,2,7,1,2
2020-04-29,NV,Churchill,32001,25,20,4,3,4,0,1,1,2,0
2020-04-29,NV,Clark,32003,5662,3854,619,485,763,306,290,203,141,98
2020-04-29,NV,Douglas,32005,19,9,4,1,4,0,0,1,0,0
2020-04-29,NV,Elko,32007,75,8,7,1,6,0,0,0,0,0
2020-04-29,NV,Esmeralda,32009,0,0,0,0,0,0,0,0,0,0
2020-04-29,NV,Eureka,32011,0,0,0,0,0,0,0,0,0,0
2020-04-29,NV,Humboldt,32013,25,9,3,2,7,0,0,2,2,0
2020-04-29,NV,Lander,32015,5,1,0,0,0,0,0,0,0,0
2020-04-29,NV,Lincoln,32017,4,1,0,0,3,0,0,0,0,0
2020-04-29,NV,Lyon,32019,14,0,0,0,0,0,0,0,0,0
2020-04-29,NV,Mineral,32021,11,6,0,0,1,0,0,0,0,0
2020-04-29,NV,Nye,32023,25,18,0,0,6,0,0,2,0,0
2020-04-29,NV,Pershing,32027,13,0,0,0,0,0,0,0,0,0
2020-04-29,NV,Storey,32029,0,0,0,0,0,0,0,0,0,0
2020-04-29,NV,Washoe,32031,1330,886,162,79,198,42,65,25,17,14
2020-04-29,NV,White Pine,32033,25,3,2,1,5,0,0,0,0,0
2020-04-30,NV,Carson City,32510,188,105,24,16,22,5,2,6,2,2
2020-04-30,NV,Churchill,32001,25,16,4,3,4,0,1,1,1,0
2020-04-30,NV,Clark,32003,5841,3986,638,491,796,325,290,164,123,91
2020-04-30,NV,Douglas,32005,19,8,4,2,4,0,0,2,1,0
2020-04-30,NV,Elko,32007,75,10,7,4,6,0,0,4,3,0
2020-04-30,NV,Esmeralda,32009,0,0,0,0,0,0,0,0,0,0
2020-04-30,NV,Eureka,32011,0,0,0,0,0,0,0,0,0,0
2020-04-30,NV,Humboldt,32013,0,0,0,0,0,0,0,0,0,0
2020-04-30,NV,Lander,32015,5,1,0,0,0,0,0,0,0,0
2020-04-30,NV,Lincoln,32017,0,0,0,0,0,0,0,0,0,0
2020-04-30,NV,Lyon,32019,14,1,0,0,0,0,0,0,0,0
2020-04-30,NV,Mineral,32021,11,6,0,0,1,0,0,0,0,0
2020-04-30,NV,Nye,32023,25,15,0,0,6,0,0,3,0,0
2020-04-30,NV,Pershing,32027,13,0,0,0,0,0,0,0,0,0
2020-04-30,NV,Storey,32029,0,0,0,0,0,0,0,0,0,0
2020-04-30,NV,Washoe,32031,1332,849,162,80,198,43,69,11,14,10
2020-04-30,NV,White Pine,32033,25,4,2,1,5,0,0,0,0,0
2020-05-03,NV,Carson City,32510,159,65,24,14,15,4,3,4,4,1
2020-05-03,NV,Churchill,32001,25,15,2,1,4,0,0,1,0,0
2020-05-03,NV,Clark,32003,4523,3033,596,452,684,234,257,113,108,71
2020-05-03,NV,Douglas,32005,19,9,4,0,4,0,0,1,0,0
2020-05-03,NV,Elko,32007,75,2,7,0,6,0,0,1,0,0
2020-05-03,NV,Esmeralda,32009,0,0,0,0,0,0,0,0,0,0
2020-05-03,NV,Eureka,32011,0,0,0,0,0,0,0,0,0,0
2020-05-03,NV,Humboldt,32013,25,7,3,1,7,0,1,0,1,0
2020-05-03,NV,Lander,32015,5,1,0,0,0,0,0,0,0,0
2020-05-03,NV,Lincoln,32017,4,3,0,0,3,0,0,0,0,0
2020-05-03,NV,Lyon,32019,14,2,0,0,0,0,0,0,0,0
2020-05-03,NV,Mineral,32021,11,5,0,0,1,0,0,0,0,0
2020-05-03,NV,Nye,32023,25,25,0,0,6,0,0,3,0,0
2020-05-03,NV,Pershing,32027,0,0,0,0,0,0,0,0,0,0
2020-05-03,NV,Storey,32029,0,0,0,0,0,0,0,0,0,0
2020-05-03,NV,Washoe,32031,1199,689,200,107,190,29,43,18,15,9
2020-05-03,NV,White Pine,32033,25,3,2,0,5,0,0,1,0,0
2020-05-04,NV,Carson City,32510,159,67,24,13,15,5,2,3,2,1
2020-05-04,NV,Churchill,32001,25,12,4,1,4,0,0,2,0,0
2020-05-04,NV,Clark,32003,4523,3018,602,459,691,244,239,145,106,72
2020-05-04,NV,Douglas,32005,19,11,4,1,4,0,0,2,0,0
2020-05-04,NV,Elko,32007,75,5,7,1,6,0,0,1,0,0
2020-05-04,NV,Esmeralda,32009,0,0,0,0,0,0,0,0,0,0
2020-05-04,NV,Eureka,32011,0,0,0,0,0,0,0,0,0,0
2020-05-04,NV,Humboldt,32013,25,8,3,1,7,0,1,0,1,0
2020-05-04,NV,Lander,32015,5,1,0,0,0,0,0,0,0,0
2020-05-04,NV,Lincoln,32017,4,2,0,0,3,0,0,0,0,0
2020-05-04,NV,Lyon,32019,14,1,0,0,0,0,0,0,0,0
2020-05-04,NV,Mineral,32021,11,4,0,0,1,0,0,0,0,0
2020-05-04,NV,Nye,32023,25,25,0,0,6,0,0,8,0,0
2020-05-04,NV,Pershing,32027,13,0,0,0,0,0,0,0,0,0
2020-05-04,NV,Storey,32029,0,0,0,0,0,0,0,0,0,0
2020-05-04,NV,Washoe,32031,1222,688,185,79,190,41,45,20,14,18
2020-05-04,NV,White Pine,32033,25,3,2,0,5,0,0,1,0,0
2020-05-05,NV,Carson City,32510,159,77,24,13,15,5,2,5,3,2
2020-05-05,NV,Churchill,32001,25,10,2,1,4,0,0,1,0,0
2020-05-05,NV,Clark,32003,4523,3102,602,451,697,235,238,145,107,59
2020-05-05,NV,Douglas,32005,19,13,4,0,4,0,0,4,0,0
2020-05-05,NV,Elko,32007,75,8,7,1,6,0,0,2,0,0
2020-05-05,NV,Esmeralda,32009,0,0,0,0,0,0,0,0,0,0
2020-05-05,NV,Eureka,32011,0,0,0,0,0,0,0,0,0,0
2020-05-05,NV,Humboldt,32013,25,9,3,1,7,0,1,0,1,0
2020-05-05,NV,Lander,32015,5,1,0,0,0,0,0,0,0,0
2020-05-05,NV,Lincoln,32017,4,2,0,0,3,0,0,0,0,0
2020-05-05,NV,Lyon,32019,14,2,0,0,0,0,0,0,0,0
2020-05-05,NV,Mineral,32021,11,5,0,0,1,0,0,0,0,0
2020-05-05,NV,Nye,32023,25,25,0,0,6,0,0,8,0,0
2020-05-05,NV,Pershing,32027,13,0,0,0,0,0,0,0,0,0
2020-05-05,NV,Storey,32029,0,0,0,0,0,0,0,0,0,0
2020-05-05,NV,Washoe,32031,1222,738,223,85,190,31,44,24,18,8
2020-05-05,NV,White Pine,32033,25,3,0,0,5,0,0,0,0,0
2020-05-06,NV,Carson City,32510,159,88,24,14,15,5,2,7,3,2
2020-05-06,NV,Churchill,32001,25,12,2,1,4,0,0,3,0,0
2020-05-06,NV,Clark,32003,4523,3185,602,443,693,235,216,128,96,61
2020-05-06,NV,Douglas,32005,19,11,4,0,4,0,0,2,0,0
2020-05-06,NV,Elko,32007,75,9,7,0,6,0,0,2,0,0
2020-05-06,NV,Esmeralda,32009,0,0,0,0,0,0,0,0,0,0
2020-05-06,NV,Eureka,32011,0,0,0,0,0,0,0,0,0,0
2020-05-06,NV,Humboldt,32013,25,11,3,1,7,0,1,0,1,0
2020-05-06,NV,Lander,32015,5,1,0,0,0,0,0,0,0,0
2020-05-06,NV,Lincoln,32017,4,3,0,0,3,0,0,0,0,0
2020-05-06,NV,Lyon,32019,14,3,0,0,0,0,0,1,0,0
2020-05-06,NV,Mineral,32021,11,6,0,0,1,0,0,0,0,0
2020-05-06,NV,Nye,32023,25,23,0,0,6,0,0,1,0,0
2020-05-06,NV,Pershing,32027,13,0,0,0,0,0,0,0,0,0
2020-05-06,NV,Storey,32029,0,0,0,0,0,0,0,0,0,0
2020-05-06,NV,Washoe,32031,1222,760,223,79,190,37,34,36,21,6
2020-05-06,NV,White Pine,32033,25,4,2,0,5,0,0,0,0,0
2020-05-07,NV,Carson City,32510,159,91,24,15,15,6,2,8,2,2
2020-05-07,NV,Churchill,32001,25,14,4,2,4,0,0,0,0,0
2020-05-07,NV,Clark,32003,4523,3165,603,465,699,209,232,119,91,58
2020-05-07,NV,Douglas,32005,19,6,4,1,4,0,0,2,1,0
2020-05-07,NV,Elko,32007,75,8,7,0,6,0,0,2,0,0
2020-05-07,NV,Esmeralda,32009,0,0,0,0,0,0,0,0,0,0
2020-05-07,NV,Eureka,32011,0,0,0,0,0,0,0,0,0,0
2020-05-07,NV,Humboldt,32013,25,11,3,2,7,0,2,0,2,0
2020-05-07,NV,Lander,32015,5,1,0,0,0,0,0,0,0,0
2020-05-07,NV,Lincoln,32017,4,3,0,0,3,0,0,0,0,0
2020-05-07,NV,Lyon,32019,14,3,0,0,0,0,0,1,0,0
2020-05-07,NV,Mineral,32021,11,7,0,0,1,0,0,0,0,0
2020-05-07,NV,Nye,32023,25,25,0,0,6,0,1,1,0,0
2020-05-07,NV,Pershing,32027,13,0,0,0,0,0,0,0,0,0
2020-05-07,NV,Storey,32029,0,0,0,0,0,0,0,0,0,0
2020-05-07,NV,Washoe,32031,1222,663,223,86,188,23,43,31,20,5
2020-05-07,NV,White Pine,32033,25,2,2,0,5,0,0,0,0,0
2020-05-10,NV,Carson City,32510,188,94,24,11,22,4,1,11,2,1
2020-05-10,NV,Churchill,32001,25,18,4,3,4,0,0,4,1,0
2020-05-10,NV,Clark,32003,5479,3541,581,444,717,259,203,168,84,47
2020-05-10,NV,Douglas,32005,19,12,4,0,4,0,0,3,0,0
2020-05-10,NV,Elko,32007,75,3,7,0,6,0,0,0,0,0
2020-05-10,NV,Esmeralda,32009,0,0,0,0,0,0,0,0,0,0
2020-05-10,NV,Eureka,32011,0,0,0,0,0,0,0,0,0,0
2020-05-10,NV,Humboldt,32013,25,9,3,0,7,0,0,0,0,0
2020-05-10,NV,Lander,32015,5,0,0,0,0,0,0,0,0,0
2020-05-10,NV,Lincoln,32017,4,2,0,0,3,0,0,0,0,0
2020-05-10,NV,Lyon,32019,14,2,0,0,0,0,0,0,0,0
2020-05-10,NV,Mineral,32021,11,5,0,0,1,0,0,0,0,0
2020-05-10,NV,Nye,32023,25,18,0,0,6,0,0,5,0,0
2020-05-10,NV,Pershing,32027,13,0,0,0,0,0,0,0,0,0
2020-05-10,NV,Storey,32029,0,0,0,0,0,0,0,0,0,0
2020-05-10,NV,Washoe,32031,1226,816,188,63,184,20,39,39,19,9
2020-05-10,NV,White Pine,32033,0,0,0,0,0,0,0,0,0,0
