,Unnamed: 0,geo_value,date,direction,issue,lag,smoothed_doctor_visits,stderr,sample_size,fips,aggregate_level,state
3963,50,wy,2020-04-17,0.0,2020-06-20,64,1.284946,,,56,state,WY
3964,0,ak,2020-04-18,0.0,2020-06-21,64,0.697803,,,02,state,AK
3965,1,al,2020-04-18,0.0,2020-06-21,64,1.468281,,,01,state,AL
3966,2,ar,2020-04-18,0.0,2020-06-21,64,1.363415,,,05,state,AR
3967,3,az,2020-04-18,0.0,2020-06-21,64,0.970148,,,04,state,AZ
3968,4,ca,2020-04-18,0.0,2020-06-21,64,2.163259,,,06,state,CA
3969,5,co,2020-04-18,0.0,2020-06-21,64,2.938254,,,08,state,CO
3970,6,ct,2020-04-18,-1.0,2020-06-21,64,5.007805,,,09,state,CT
3971,7,dc,2020-04-18,1.0,2020-06-21,64,3.544139,,,11,state,DC
3972,8,de,2020-04-18,1.0,2020-06-21,64,8.479974,,,10,state,DE
3973,9,fl,2020-04-18,0.0,2020-06-21,64,2.355365,,,12,state,FL
3974,10,ga,2020-04-18,-1.0,2020-06-21,64,1.912354,,,13,state,GA
3975,11,hi,2020-04-18,0.0,2020-06-21,64,0.267992,,,15,state,HI
3976,12,ia,2020-04-18,0.0,2020-06-21,64,1.028377,,,19,state,IA
3977,13,id,2020-04-18,0.0,2020-06-21,64,0.633343,,,16,state,ID
3978,14,il,2020-04-18,-1.0,2020-06-21,64,4.844042,,,17,state,IL
3979,15,in,2020-04-18,0.0,2020-06-21,64,2.516355,,,18,state,IN
3980,16,ks,2020-04-18,0.0,2020-06-21,64,0.881274,,,20,state,KS
3981,17,ky,2020-04-18,0.0,2020-06-21,64,1.664775,,,21,state,KY
3982,18,la,2020-04-18,-1.0,2020-06-21,64,4.106996,,,22,state,LA
3983,19,ma,2020-04-18,0.0,2020-06-21,64,2.489753,,,25,state,MA
3984,20,md,2020-04-18,0.0,2020-06-21,64,3.721811,,,24,state,MD
3985,21,me,2020-04-18,0.0,2020-06-21,64,0.950142,,,23,state,ME
3986,22,mi,2020-04-18,-1.0,2020-06-21,64,3.972032,,,26,state,MI
3987,23,mn,2020-04-18,0.0,2020-06-21,64,1.061248,,,27,state,MN
3988,24,mo,2020-04-18,0.0,2020-06-21,64,1.408788,,,29,state,MO
3989,25,ms,2020-04-18,0.0,2020-06-21,64,3.227751,,,28,state,MS
3990,26,mt,2020-04-18,0.0,2020-06-21,64,0.37302199999999996,,,30,state,MT
3991,27,nc,2020-04-18,0.0,2020-06-21,64,0.942731,,,37,state,NC
3992,28,nd,2020-04-18,0.0,2020-06-21,64,1.9031900000000002,,,38,state,ND
3993,29,ne,2020-04-18,0.0,2020-06-21,64,1.297407,,,31,state,NE
3994,30,nh,2020-04-18,0.0,2020-06-21,64,1.393583,,,33,state,NH
3995,31,nj,2020-04-18,-1.0,2020-06-21,64,7.84652,,,34,state,NJ
3996,32,nm,2020-04-18,-1.0,2020-06-21,64,1.379683,,,35,state,NM
3997,33,nv,2020-04-18,-1.0,2020-06-21,64,2.59104,,,32,state,NV
3998,34,ny,2020-04-18,-1.0,2020-06-21,64,8.926772999999999,,,36,state,NY
3999,35,oh,2020-04-18,0.0,2020-06-21,64,0.715074,,,39,state,OH
4000,36,ok,2020-04-18,0.0,2020-06-21,64,1.951232,,,40,state,OK
4001,37,or,2020-04-18,0.0,2020-06-21,64,1.169757,,,41,state,OR
4002,38,pa,2020-04-18,0.0,2020-06-21,64,4.914028,,,42,state,PA
4003,39,ri,2020-04-18,-1.0,2020-06-21,64,4.866947,,,44,state,RI
4004,40,sc,2020-04-18,0.0,2020-06-21,64,1.710234,,,45,state,SC
4005,41,sd,2020-04-18,0.0,2020-06-21,64,2.466773,,,46,state,SD
4006,42,tn,2020-04-18,0.0,2020-06-21,64,1.5784129999999998,,,47,state,TN
4007,43,tx,2020-04-18,0.0,2020-06-21,64,2.224213,,,48,state,TX
4008,44,ut,2020-04-18,0.0,2020-06-21,64,2.2743900000000004,,,49,state,UT
4009,45,va,2020-04-18,-1.0,2020-06-21,64,3.240758,,,51,state,VA
4010,46,vt,2020-04-18,0.0,2020-06-21,64,0.9853370000000001,,,50,state,VT
4011,47,wa,2020-04-18,0.0,2020-06-21,64,1.5997709999999998,,,53,state,WA
4012,48,wi,2020-04-18,0.0,2020-06-21,64,0.9414950000000001,,,55,state,WI
4013,49,wv,2020-04-18,0.0,2020-06-21,64,2.621465,,,54,state,WV
4014,50,wy,2020-04-18,0.0,2020-06-21,64,1.397163,,,56,state,WY
4015,0,ak,2020-04-19,0.0,2020-06-22,64,0.783946,,,02,state,AK
4016,1,al,2020-04-19,0.0,2020-06-22,64,2.1848650000000003,,,01,state,AL
4017,2,ar,2020-04-19,0.0,2020-06-22,64,1.8575840000000001,,,05,state,AR
4018,3,az,2020-04-19,0.0,2020-06-22,64,1.0144739999999999,,,04,state,AZ
4019,4,ca,2020-04-19,0.0,2020-06-22,64,2.818609,,,06,state,CA
4020,5,co,2020-04-19,0.0,2020-06-22,64,4.447441,,,08,state,CO
4021,6,ct,2020-04-19,-1.0,2020-06-22,64,6.643581,,,09,state,CT
4022,7,dc,2020-04-19,1.0,2020-06-22,64,3.9617440000000004,,,11,state,DC
4023,8,de,2020-04-19,1.0,2020-06-22,64,9.412291,,,10,state,DE
4024,9,fl,2020-04-19,0.0,2020-06-22,64,2.930454,,,12,state,FL
4025,10,ga,2020-04-19,-1.0,2020-06-22,64,2.1962330000000003,,,13,state,GA
4026,11,hi,2020-04-19,0.0,2020-06-22,64,0.27066999999999997,,,15,state,HI
4027,12,ia,2020-04-19,0.0,2020-06-22,64,1.152225,,,19,state,IA
4028,13,id,2020-04-19,0.0,2020-06-22,64,0.7666310000000001,,,16,state,ID
4029,14,il,2020-04-19,-1.0,2020-06-22,64,5.787173999999999,,,17,state,IL
4030,15,in,2020-04-19,0.0,2020-06-22,64,3.2793940000000004,,,18,state,IN
4031,16,ks,2020-04-19,0.0,2020-06-22,64,1.588885,,,20,state,KS
4032,17,ky,2020-04-19,0.0,2020-06-22,64,1.961048,,,21,state,KY
4033,18,la,2020-04-19,-1.0,2020-06-22,64,4.402158999999999,,,22,state,LA
4034,19,ma,2020-04-19,0.0,2020-06-22,64,2.338419,,,25,state,MA
4035,20,md,2020-04-19,0.0,2020-06-22,64,4.204251999999999,,,24,state,MD
4036,21,me,2020-04-19,0.0,2020-06-22,64,1.10313,,,23,state,ME
4037,22,mi,2020-04-19,0.0,2020-06-22,64,5.814506,,,26,state,MI
4038,23,mn,2020-04-19,0.0,2020-06-22,64,1.202965,,,27,state,MN
4039,24,mo,2020-04-19,0.0,2020-06-22,64,2.015732,,,29,state,MO
4040,25,ms,2020-04-19,0.0,2020-06-22,64,3.708632,,,28,state,MS
4041,26,mt,2020-04-19,0.0,2020-06-22,64,0.36944099999999996,,,30,state,MT
4042,27,nc,2020-04-19,0.0,2020-06-22,64,1.325213,,,37,state,NC
4043,28,nd,2020-04-19,0.0,2020-06-22,64,2.074346,,,38,state,ND
4044,29,ne,2020-04-19,0.0,2020-06-22,64,1.9147450000000001,,,31,state,NE
4045,30,nh,2020-04-19,0.0,2020-06-22,64,1.8251540000000002,,,33,state,NH
4046,31,nj,2020-04-19,-1.0,2020-06-22,64,9.111635,,,34,state,NJ
4047,32,nm,2020-04-19,0.0,2020-06-22,64,2.1308119999999997,,,35,state,NM
4048,33,nv,2020-04-19,0.0,2020-06-22,64,3.7987029999999997,,,32,state,NV
4049,34,ny,2020-04-19,-1.0,2020-06-22,64,9.775344,,,36,state,NY
4050,35,oh,2020-04-19,0.0,2020-06-22,64,0.7640319999999999,,,39,state,OH
4051,36,ok,2020-04-19,0.0,2020-06-22,64,2.2570040000000002,,,40,state,OK
4052,37,or,2020-04-19,0.0,2020-06-22,64,1.235057,,,41,state,OR
4053,38,pa,2020-04-19,0.0,2020-06-22,64,5.583968,,,42,state,PA
4054,39,ri,2020-04-19,-1.0,2020-06-22,64,5.323491000000001,,,44,state,RI
4055,40,sc,2020-04-19,0.0,2020-06-22,64,2.065974,,,45,state,SC
4056,41,sd,2020-04-19,0.0,2020-06-22,64,2.731065,,,46,state,SD
4057,42,tn,2020-04-19,0.0,2020-06-22,64,1.91989,,,47,state,TN
4058,43,tx,2020-04-19,0.0,2020-06-22,64,2.43692,,,48,state,TX
4059,44,ut,2020-04-19,0.0,2020-06-22,64,2.382317,,,49,state,UT
4060,45,va,2020-04-19,0.0,2020-06-22,64,3.8279660000000004,,,51,state,VA
4061,46,vt,2020-04-19,0.0,2020-06-22,64,0.745534,,,50,state,VT
4062,47,wa,2020-04-19,0.0,2020-06-22,64,1.602544,,,53,state,WA
4063,48,wi,2020-04-19,0.0,2020-06-22,64,1.133204,,,55,state,WI
4064,49,wv,2020-04-19,0.0,2020-06-22,64,2.694457,,,54,state,WV
4065,50,wy,2020-04-19,0.0,2020-06-22,64,1.463544,,,56,state,WY
4066,0,ak,2020-04-20,0.0,2020-06-22,63,0.8570979999999999,,,02,state,AK
4067,1,al,2020-04-20,1.0,2020-06-22,63,2.431834,,,01,state,AL
4068,2,ar,2020-04-20,0.0,2020-06-22,63,2.0899080000000003,,,05,state,AR
4069,3,az,2020-04-20,0.0,2020-06-22,63,1.113358,,,04,state,AZ
4070,4,ca,2020-04-20,0.0,2020-06-22,63,3.4493480000000005,,,06,state,CA
4071,5,co,2020-04-20,1.0,2020-06-22,63,5.3684330000000005,,,08,state,CO
4072,6,ct,2020-04-20,0.0,2020-06-22,63,8.266741,,,09,state,CT
4073,7,dc,2020-04-20,1.0,2020-06-22,63,4.3453669999999995,,,11,state,DC
4074,8,de,2020-04-20,1.0,2020-06-22,63,10.493528999999999,,,10,state,DE
4075,9,fl,2020-04-20,0.0,2020-06-22,63,3.3987260000000004,,,12,state,FL
4076,10,ga,2020-04-20,0.0,2020-06-22,63,2.485046,,,13,state,GA
4077,11,hi,2020-04-20,0.0,2020-06-22,63,0.263465,,,15,state,HI
4078,12,ia,2020-04-20,0.0,2020-06-22,63,1.5738450000000002,,,19,state,IA
4079,13,id,2020-04-20,0.0,2020-06-22,63,0.968575,,,16,state,ID
4080,14,il,2020-04-20,0.0,2020-06-22,63,7.156625,,,17,state,IL
4081,15,in,2020-04-20,0.0,2020-06-22,63,3.959107,,,18,state,IN
4082,16,ks,2020-04-20,1.0,2020-06-22,63,1.7733299999999999,,,20,state,KS
4083,17,ky,2020-04-20,0.0,2020-06-22,63,2.4076459999999997,,,21,state,KY
4084,18,la,2020-04-20,-1.0,2020-06-22,63,4.577227,,,22,state,LA
4085,19,ma,2020-04-20,0.0,2020-06-22,63,2.193839,,,25,state,MA
4086,20,md,2020-04-20,1.0,2020-06-22,63,4.931264,,,24,state,MD
4087,21,me,2020-04-20,0.0,2020-06-22,63,1.300301,,,23,state,ME
4088,22,mi,2020-04-20,1.0,2020-06-22,63,7.636527,,,26,state,MI
4089,23,mn,2020-04-20,0.0,2020-06-22,63,1.528745,,,27,state,MN
4090,24,mo,2020-04-20,0.0,2020-06-22,63,2.6258529999999998,,,29,state,MO
4091,25,ms,2020-04-20,0.0,2020-06-22,63,3.9207989999999997,,,28,state,MS
4092,26,mt,2020-04-20,0.0,2020-06-22,63,0.40924499999999997,,,30,state,MT
4093,27,nc,2020-04-20,0.0,2020-06-22,63,1.7283380000000002,,,37,state,NC
4094,28,nd,2020-04-20,0.0,2020-06-22,63,2.2127380000000003,,,38,state,ND
4095,29,ne,2020-04-20,1.0,2020-06-22,63,2.458946,,,31,state,NE
4096,30,nh,2020-04-20,1.0,2020-06-22,63,2.244898,,,33,state,NH
4097,31,nj,2020-04-20,0.0,2020-06-22,63,10.875134,,,34,state,NJ
4098,32,nm,2020-04-20,0.0,2020-06-22,63,2.733859,,,35,state,NM
4099,33,nv,2020-04-20,1.0,2020-06-22,63,6.176839,,,32,state,NV
4100,34,ny,2020-04-20,0.0,2020-06-22,63,12.329927,,,36,state,NY
4101,35,oh,2020-04-20,0.0,2020-06-22,63,0.9778290000000001,,,39,state,OH
4102,36,ok,2020-04-20,0.0,2020-06-22,63,3.3036470000000002,,,40,state,OK
4103,37,or,2020-04-20,0.0,2020-06-22,63,1.6879369999999998,,,41,state,OR
4104,38,pa,2020-04-20,1.0,2020-06-22,63,6.316019,,,42,state,PA
4105,39,ri,2020-04-20,-1.0,2020-06-22,63,5.966729,,,44,state,RI
4106,40,sc,2020-04-20,1.0,2020-06-22,63,2.546146,,,45,state,SC
4107,41,sd,2020-04-20,0.0,2020-06-22,63,3.033334,,,46,state,SD
4108,42,tn,2020-04-20,0.0,2020-06-22,63,2.594013,,,47,state,TN
4109,43,tx,2020-04-20,0.0,2020-06-22,63,2.500676,,,48,state,TX
4110,44,ut,2020-04-20,1.0,2020-06-22,63,4.199466,,,49,state,UT
4111,45,va,2020-04-20,1.0,2020-06-22,63,5.069782,,,51,state,VA
4112,46,vt,2020-04-20,0.0,2020-06-22,63,0.54348,,,50,state,VT
4113,47,wa,2020-04-20,0.0,2020-06-22,63,2.021808,,,53,state,WA
4114,48,wi,2020-04-20,0.0,2020-06-22,63,1.861693,,,55,state,WI
4115,49,wv,2020-04-20,0.0,2020-06-22,63,2.749368,,,54,state,WV
4116,50,wy,2020-04-20,0.0,2020-06-22,63,1.501809,,,56,state,WY
4117,0,ak,2020-04-21,0.0,2020-06-24,64,0.856297,,,02,state,AK
4118,1,al,2020-04-21,1.0,2020-06-24,64,2.396705,,,01,state,AL
4119,2,ar,2020-04-21,0.0,2020-06-24,64,2.160164,,,05,state,AR
4120,3,az,2020-04-21,0.0,2020-06-24,64,1.049671,,,04,state,AZ
4121,4,ca,2020-04-21,1.0,2020-06-24,64,3.221612,,,06,state,CA
4122,5,co,2020-04-21,1.0,2020-06-24,64,5.225238,,,08,state,CO
4123,6,ct,2020-04-21,1.0,2020-06-24,64,7.8470320000000005,,,09,state,CT
4124,7,dc,2020-04-21,1.0,2020-06-24,64,4.262614,,,11,state,DC
4125,8,de,2020-04-21,1.0,2020-06-24,64,10.374605,,,10,state,DE
4126,9,fl,2020-04-21,1.0,2020-06-24,64,3.2703889999999998,,,12,state,FL
4127,10,ga,2020-04-21,0.0,2020-06-24,64,2.494899,,,13,state,GA
4128,11,hi,2020-04-21,0.0,2020-06-24,64,0.216836,,,15,state,HI
4129,12,ia,2020-04-21,1.0,2020-06-24,64,1.614927,,,19,state,IA
4130,13,id,2020-04-21,1.0,2020-06-24,64,1.751508,,,16,state,ID
4131,14,il,2020-04-21,1.0,2020-06-24,64,6.310243,,,17,state,IL
4132,15,in,2020-04-21,1.0,2020-06-24,64,3.9481550000000003,,,18,state,IN
4133,16,ks,2020-04-21,1.0,2020-06-24,64,1.738231,,,20,state,KS
4134,17,ky,2020-04-21,1.0,2020-06-24,64,2.259163,,,21,state,KY
4135,18,la,2020-04-21,0.0,2020-06-24,64,4.3601790000000005,,,22,state,LA
4136,19,ma,2020-04-21,0.0,2020-06-24,64,2.238991,,,25,state,MA
4137,20,md,2020-04-21,1.0,2020-06-24,64,4.7712650000000005,,,24,state,MD
4138,21,me,2020-04-21,0.0,2020-06-24,64,1.210322,,,23,state,ME
4139,22,mi,2020-04-21,1.0,2020-06-24,64,7.081375,,,26,state,MI
4140,23,mn,2020-04-21,0.0,2020-06-24,64,1.4534989999999999,,,27,state,MN
4141,24,mo,2020-04-21,1.0,2020-06-24,64,2.445293,,,29,state,MO
4142,25,ms,2020-04-21,0.0,2020-06-24,64,3.538422,,,28,state,MS
4143,26,mt,2020-04-21,0.0,2020-06-24,64,0.427566,,,30,state,MT
4144,27,nc,2020-04-21,0.0,2020-06-24,64,1.5337040000000002,,,37,state,NC
4145,28,nd,2020-04-21,0.0,2020-06-24,64,2.54865,,,38,state,ND
4146,29,ne,2020-04-21,1.0,2020-06-24,64,2.542073,,,31,state,NE
4147,30,nh,2020-04-21,1.0,2020-06-24,64,2.10546,,,33,state,NH
4148,31,nj,2020-04-21,1.0,2020-06-24,64,10.31027,,,34,state,NJ
4149,32,nm,2020-04-21,0.0,2020-06-24,64,2.49169,,,35,state,NM
4150,33,nv,2020-04-21,1.0,2020-06-24,64,5.690293,,,32,state,NV
4151,34,ny,2020-04-21,1.0,2020-06-24,64,12.201964,,,36,state,NY
4152,35,oh,2020-04-21,0.0,2020-06-24,64,0.912475,,,39,state,OH
4153,36,ok,2020-04-21,1.0,2020-06-24,64,3.40326,,,40,state,OK
4154,37,or,2020-04-21,0.0,2020-06-24,64,1.63309,,,41,state,OR
4155,38,pa,2020-04-21,1.0,2020-06-24,64,6.230383,,,42,state,PA
4156,39,ri,2020-04-21,0.0,2020-06-24,64,5.156779,,,44,state,RI
4157,40,sc,2020-04-21,1.0,2020-06-24,64,2.38667,,,45,state,SC
4158,41,sd,2020-04-21,0.0,2020-06-24,64,2.944754,,,46,state,SD
4159,42,tn,2020-04-21,0.0,2020-06-24,64,2.443954,,,47,state,TN
4160,43,tx,2020-04-21,0.0,2020-06-24,64,2.344814,,,48,state,TX
4161,44,ut,2020-04-21,1.0,2020-06-24,64,3.963251,,,49,state,UT
4162,45,va,2020-04-21,1.0,2020-06-24,64,4.644185,,,51,state,VA
4163,46,vt,2020-04-21,-1.0,2020-06-24,64,0.491335,,,50,state,VT
4164,47,wa,2020-04-21,0.0,2020-06-24,64,1.889391,,,53,state,WA
4165,48,wi,2020-04-21,0.0,2020-06-24,64,1.8064959999999999,,,55,state,WI
4166,49,wv,2020-04-21,0.0,2020-06-24,64,2.6600599999999996,,,54,state,WV
4167,50,wy,2020-04-21,0.0,2020-06-24,64,1.324667,,,56,state,WY
4168,0,ak,2020-04-22,0.0,2020-06-25,64,0.888416,,,02,state,AK
4169,1,al,2020-04-22,1.0,2020-06-25,64,2.372298,,,01,state,AL
4170,2,ar,2020-04-22,1.0,2020-06-25,64,2.1334459999999997,,,05,state,AR
4171,3,az,2020-04-22,0.0,2020-06-25,64,1.091085,,,04,state,AZ
4172,4,ca,2020-04-22,1.0,2020-06-25,64,3.13573,,,06,state,CA
4173,5,co,2020-04-22,1.0,2020-06-25,64,4.967797,,,08,state,CO
4174,6,ct,2020-04-22,1.0,2020-06-25,64,7.008719,,,09,state,CT
4175,7,dc,2020-04-22,1.0,2020-06-25,64,4.36725,,,11,state,DC
4176,8,de,2020-04-22,1.0,2020-06-25,64,10.258463,,,10,state,DE
4177,9,fl,2020-04-22,1.0,2020-06-25,64,3.284188,,,12,state,FL
4178,10,ga,2020-04-22,0.0,2020-06-25,64,2.385141,,,13,state,GA
4179,11,hi,2020-04-22,0.0,2020-06-25,64,0.210984,,,15,state,HI
4180,12,ia,2020-04-22,0.0,2020-06-25,64,1.506514,,,19,state,IA
4181,13,id,2020-04-22,1.0,2020-06-25,64,2.249047,,,16,state,ID
4182,14,il,2020-04-22,1.0,2020-06-25,64,5.996246,,,17,state,IL
4183,15,in,2020-04-22,1.0,2020-06-25,64,3.926057,,,18,state,IN
4184,16,ks,2020-04-22,1.0,2020-06-25,64,1.876448,,,20,state,KS
4185,17,ky,2020-04-22,1.0,2020-06-25,64,2.151125,,,21,state,KY
4186,18,la,2020-04-22,0.0,2020-06-25,64,4.051716000000001,,,22,state,LA
4187,19,ma,2020-04-22,0.0,2020-06-25,64,2.25135,,,25,state,MA
4188,20,md,2020-04-22,1.0,2020-06-25,64,4.56479,,,24,state,MD
4189,21,me,2020-04-22,0.0,2020-06-25,64,1.071739,,,23,state,ME
4190,22,mi,2020-04-22,1.0,2020-06-25,64,7.048997,,,26,state,MI
4191,23,mn,2020-04-22,0.0,2020-06-25,64,1.299279,,,27,state,MN
4192,24,mo,2020-04-22,1.0,2020-06-25,64,2.538001,,,29,state,MO
4193,25,ms,2020-04-22,0.0,2020-06-25,64,3.381042,,,28,state,MS
4194,26,mt,2020-04-22,0.0,2020-06-25,64,0.400955,,,30,state,MT
4195,27,nc,2020-04-22,0.0,2020-06-25,64,1.423049,,,37,state,NC
4196,28,nd,2020-04-22,1.0,2020-06-25,64,2.530669,,,38,state,ND
4197,29,ne,2020-04-22,1.0,2020-06-25,64,2.54447,,,31,state,NE
4198,30,nh,2020-04-22,1.0,2020-06-25,64,2.163382,,,33,state,NH
4199,31,nj,2020-04-22,1.0,2020-06-25,64,9.756796000000001,,,34,state,NJ
4200,32,nm,2020-04-22,1.0,2020-06-25,64,2.714095,,,35,state,NM
4201,33,nv,2020-04-22,1.0,2020-06-25,64,5.044115000000001,,,32,state,NV
4202,34,ny,2020-04-22,1.0,2020-06-25,64,11.657017,,,36,state,NY
4203,35,oh,2020-04-22,0.0,2020-06-25,64,0.861561,,,39,state,OH
4204,36,ok,2020-04-22,1.0,2020-06-25,64,3.2794489999999996,,,40,state,OK
4205,37,or,2020-04-22,0.0,2020-06-25,64,1.67514,,,41,state,OR
4206,38,pa,2020-04-22,1.0,2020-06-25,64,6.148733,,,42,state,PA
4207,39,ri,2020-04-22,0.0,2020-06-25,64,4.8548599999999995,,,44,state,RI
4208,40,sc,2020-04-22,1.0,2020-06-25,64,2.140737,,,45,state,SC
4209,41,sd,2020-04-22,0.0,2020-06-25,64,2.359243,,,46,state,SD
4210,42,tn,2020-04-22,0.0,2020-06-25,64,2.254978,,,47,state,TN
4211,43,tx,2020-04-22,0.0,2020-06-25,64,2.344589,,,48,state,TX
4212,44,ut,2020-04-22,1.0,2020-06-25,64,3.7978080000000003,,,49,state,UT
4213,45,va,2020-04-22,1.0,2020-06-25,64,4.2076720000000005,,,51,state,VA
4214,46,vt,2020-04-22,0.0,2020-06-25,64,0.795218,,,50,state,VT
4215,47,wa,2020-04-22,0.0,2020-06-25,64,1.8308900000000001,,,53,state,WA
4216,48,wi,2020-04-22,1.0,2020-06-25,64,1.580993,,,55,state,WI
4217,49,wv,2020-04-22,0.0,2020-06-25,64,2.689905,,,54,state,WV
4218,50,wy,2020-04-22,0.0,2020-06-25,64,1.294258,,,56,state,WY
4219,0,ak,2020-04-23,0.0,2020-06-26,64,0.9476690000000001,,,02,state,AK
4220,1,al,2020-04-23,1.0,2020-06-26,64,2.465257,,,01,state,AL
4221,2,ar,2020-04-23,1.0,2020-06-26,64,2.090248,,,05,state,AR
4222,3,az,2020-04-23,0.0,2020-06-26,64,1.126277,,,04,state,AZ
4223,4,ca,2020-04-23,1.0,2020-06-26,64,3.2422779999999998,,,06,state,CA
4224,5,co,2020-04-23,1.0,2020-06-26,64,4.937467,,,08,state,CO
4225,6,ct,2020-04-23,1.0,2020-06-26,64,6.547402,,,09,state,CT
4226,7,dc,2020-04-23,1.0,2020-06-26,64,4.565359,,,11,state,DC
4227,8,de,2020-04-23,1.0,2020-06-26,64,9.106208,,,10,state,DE
4228,9,fl,2020-04-23,1.0,2020-06-26,64,3.230084,,,12,state,FL
4229,10,ga,2020-04-23,0.0,2020-06-26,64,2.388691,,,13,state,GA
4230,11,hi,2020-04-23,0.0,2020-06-26,64,0.375756,,,15,state,HI
4231,12,ia,2020-04-23,0.0,2020-06-26,64,1.69993,,,19,state,IA
4232,13,id,2020-04-23,1.0,2020-06-26,64,2.293509,,,16,state,ID
4233,14,il,2020-04-23,1.0,2020-06-26,64,5.707751,,,17,state,IL
4234,15,in,2020-04-23,1.0,2020-06-26,64,3.8419529999999997,,,18,state,IN
4235,16,ks,2020-04-23,1.0,2020-06-26,64,1.7453490000000003,,,20,state,KS
4236,17,ky,2020-04-23,0.0,2020-06-26,64,1.994304,,,21,state,KY
4237,18,la,2020-04-23,0.0,2020-06-26,64,3.7845839999999997,,,22,state,LA
4238,19,ma,2020-04-23,0.0,2020-06-26,64,2.451468,,,25,state,MA
4239,20,md,2020-04-23,1.0,2020-06-26,64,4.294928,,,24,state,MD
4240,21,me,2020-04-23,0.0,2020-06-26,64,0.9708889999999999,,,23,state,ME
4241,22,mi,2020-04-23,1.0,2020-06-26,64,6.690914,,,26,state,MI
4242,23,mn,2020-04-23,0.0,2020-06-26,64,1.1988729999999999,,,27,state,MN
4243,24,mo,2020-04-23,1.0,2020-06-26,64,3.064015,,,29,state,MO
4244,25,ms,2020-04-23,0.0,2020-06-26,64,3.094929,,,28,state,MS
4245,26,mt,2020-04-23,0.0,2020-06-26,64,0.587537,,,30,state,MT
4246,27,nc,2020-04-23,0.0,2020-06-26,64,1.327672,,,37,state,NC
4247,28,nd,2020-04-23,0.0,2020-06-26,64,2.335093,,,38,state,ND
4248,29,ne,2020-04-23,1.0,2020-06-26,64,2.5171639999999997,,,31,state,NE
4249,30,nh,2020-04-23,1.0,2020-06-26,64,2.478197,,,33,state,NH
4250,31,nj,2020-04-23,1.0,2020-06-26,64,9.520694,,,34,state,NJ
4251,32,nm,2020-04-23,1.0,2020-06-26,64,2.674185,,,35,state,NM
4252,33,nv,2020-04-23,1.0,2020-06-26,64,4.669251999999999,,,32,state,NV
4253,34,ny,2020-04-23,1.0,2020-06-26,64,11.532656,,,36,state,NY
4254,35,oh,2020-04-23,0.0,2020-06-26,64,0.855952,,,39,state,OH
4255,36,ok,2020-04-23,1.0,2020-06-26,64,3.022719,,,40,state,OK
4256,37,or,2020-04-23,0.0,2020-06-26,64,1.7040520000000001,,,41,state,OR
4257,38,pa,2020-04-23,1.0,2020-06-26,64,6.177123,,,42,state,PA
4258,39,pr,2020-04-23,-1.0,2020-05-05,12,0.0,,,72,state,PR
4259,40,ri,2020-04-23,0.0,2020-06-26,64,4.709758,,,44,state,RI
4260,41,sc,2020-04-23,0.0,2020-06-26,64,1.92155,,,45,state,SC
4261,42,sd,2020-04-23,0.0,2020-06-26,64,2.046817,,,46,state,SD
4262,43,tn,2020-04-23,0.0,2020-06-26,64,2.078364,,,47,state,TN
4263,44,tx,2020-04-23,0.0,2020-06-26,64,2.3497689999999998,,,48,state,TX
4264,45,ut,2020-04-23,1.0,2020-06-26,64,3.7490300000000003,,,49,state,UT
4265,46,va,2020-04-23,1.0,2020-06-26,64,3.894693,,,51,state,VA
4266,47,vt,2020-04-23,0.0,2020-06-26,64,0.9188930000000001,,,50,state,VT
4267,48,wa,2020-04-23,0.0,2020-06-26,64,1.8628639999999999,,,53,state,WA
4268,49,wi,2020-04-23,0.0,2020-06-26,64,1.4139389999999998,,,55,state,WI
4269,50,wv,2020-04-23,0.0,2020-06-26,64,2.5925,,,54,state,WV
4270,51,wy,2020-04-23,0.0,2020-06-26,64,1.18703,,,56,state,WY
4271,0,ak,2020-04-24,0.0,2020-06-27,64,1.100544,,,02,state,AK
4272,1,al,2020-04-24,0.0,2020-06-27,64,2.450691,,,01,state,AL
4273,2,ar,2020-04-24,0.0,2020-06-27,64,2.12434,,,05,state,AR
4274,3,az,2020-04-24,0.0,2020-06-27,64,1.166884,,,04,state,AZ
4275,4,ca,2020-04-24,0.0,2020-06-27,64,3.277017,,,06,state,CA
4276,5,co,2020-04-24,1.0,2020-06-27,64,5.069025,,,08,state,CO
4277,6,ct,2020-04-24,0.0,2020-06-27,64,6.447242,,,09,state,CT
4278,7,dc,2020-04-24,1.0,2020-06-27,64,4.932907,,,11,state,DC
4279,8,de,2020-04-24,0.0,2020-06-27,64,7.496778999999999,,,10,state,DE
4280,9,fl,2020-04-24,0.0,2020-06-27,64,3.538732,,,12,state,FL
4281,10,ga,2020-04-24,0.0,2020-06-27,64,2.432655,,,13,state,GA
4282,11,hi,2020-04-24,0.0,2020-06-27,64,0.779209,,,15,state,HI
4283,12,ia,2020-04-24,0.0,2020-06-27,64,1.677041,,,19,state,IA
4284,13,id,2020-04-24,1.0,2020-06-27,64,2.739991,,,16,state,ID
4285,14,il,2020-04-24,0.0,2020-06-27,64,5.628983,,,17,state,IL
4286,15,in,2020-04-24,1.0,2020-06-27,64,3.586065,,,18,state,IN
4287,16,ks,2020-04-24,0.0,2020-06-27,64,1.760112,,,20,state,KS
