,Unnamed: 0,geo_value,date,direction,issue,lag,smoothed_doctor_visits,stderr,sample_size,fips,aggregate_level,state
0,0,ak,2020-02-01,,2020-06-09,129,0.083479,,,02,state,AK
1,1,al,2020-02-01,,2020-06-09,129,0.035638,,,01,state,AL
2,2,ar,2020-02-01,,2020-06-09,129,0.148431,,,05,state,AR
3,3,az,2020-02-01,,2020-06-09,129,0.129299,,,04,state,AZ
4,4,ca,2020-02-01,,2020-06-09,129,0.169873,,,06,state,CA
5,5,co,2020-02-01,,2020-06-09,129,0.154064,,,08,state,CO
6,6,ct,2020-02-01,,2020-06-09,129,0.143501,,,09,state,CT
7,7,dc,2020-02-01,,2020-06-09,129,0.0,,,11,state,DC
8,8,de,2020-02-01,,2020-06-09,129,0.0,,,10,state,DE
9,9,fl,2020-02-01,,2020-06-09,129,0.141296,,,12,state,FL
10,10,ga,2020-02-01,,2020-06-09,129,0.035325,,,13,state,GA
11,11,hi,2020-02-01,,2020-06-09,129,0.0,,,15,state,HI
12,12,ia,2020-02-01,,2020-06-09,129,0.064226,,,19,state,IA
13,13,id,2020-02-01,,2020-06-09,129,0.0,,,16,state,ID
14,14,il,2020-02-01,,2020-06-09,129,0.144563,,,17,state,IL
15,15,in,2020-02-01,,2020-06-09,129,0.07360599999999999,,,18,state,IN
16,16,ks,2020-02-01,,2020-06-09,129,0.055264,,,20,state,KS
17,17,ky,2020-02-01,,2020-06-09,129,0.09954299999999999,,,21,state,KY
18,18,la,2020-02-01,,2020-06-09,129,0.239877,,,22,state,LA
19,19,ma,2020-02-01,,2020-06-09,129,0.058033,,,25,state,MA
20,20,md,2020-02-01,,2020-06-09,129,0.231027,,,24,state,MD
21,21,me,2020-02-01,,2020-06-09,129,0.0,,,23,state,ME
22,22,mi,2020-02-01,,2020-06-09,129,0.20876799999999998,,,26,state,MI
23,23,mn,2020-02-01,,2020-06-09,129,0.0,,,27,state,MN
24,24,mo,2020-02-01,,2020-06-09,129,0.15550799999999998,,,29,state,MO
25,25,ms,2020-02-01,,2020-06-09,129,0.148231,,,28,state,MS
26,26,mt,2020-02-01,,2020-06-09,129,0.0,,,30,state,MT
27,27,nc,2020-02-01,,2020-06-09,129,0.030877999999999996,,,37,state,NC
28,28,nd,2020-02-01,,2020-06-09,129,0.0,,,38,state,ND
29,29,ne,2020-02-01,,2020-06-09,129,0.131652,,,31,state,NE
30,30,nh,2020-02-01,,2020-06-09,129,0.084217,,,33,state,NH
31,31,nj,2020-02-01,,2020-06-09,129,0.347788,,,34,state,NJ
32,32,nm,2020-02-01,,2020-06-09,129,0.0,,,35,state,NM
33,33,nv,2020-02-01,,2020-06-09,129,0.043048,,,32,state,NV
34,34,ny,2020-02-01,,2020-06-09,129,0.236053,,,36,state,NY
35,35,oh,2020-02-01,,2020-06-09,129,0.152481,,,39,state,OH
36,36,ok,2020-02-01,,2020-06-09,129,0.151745,,,40,state,OK
37,37,or,2020-02-01,,2020-06-09,129,0.0,,,41,state,OR
38,38,pa,2020-02-01,,2020-06-09,129,0.322052,,,42,state,PA
39,39,pr,2020-02-01,,2020-05-06,95,0.0,,,72,state,PR
40,40,ri,2020-02-01,,2020-06-09,129,0.0,,,44,state,RI
41,41,sc,2020-02-01,,2020-06-09,129,0.06808,,,45,state,SC
42,42,sd,2020-02-01,,2020-06-09,129,0.0,,,46,state,SD
43,43,tn,2020-02-01,,2020-06-09,129,0.235429,,,47,state,TN
44,44,tx,2020-02-01,,2020-06-09,129,0.18890099999999999,,,48,state,TX
45,45,ut,2020-02-01,,2020-06-09,129,0.031368,,,49,state,UT
46,46,va,2020-02-01,,2020-06-09,129,0.234884,,,51,state,VA
47,47,vt,2020-02-01,,2020-06-09,129,0.0,,,50,state,VT
48,48,wa,2020-02-01,,2020-06-09,129,0.055272,,,53,state,WA
49,49,wi,2020-02-01,,2020-06-09,129,0.100114,,,55,state,WI
50,50,wv,2020-02-01,,2020-06-09,129,0.0,,,54,state,WV
51,51,wy,2020-02-01,,2020-06-09,129,0.0,,,56,state,WY
52,0,ak,2020-02-02,,2020-06-09,128,0.125133,,,02,state,AK
53,1,al,2020-02-02,,2020-06-09,128,0.035638,,,01,state,AL
54,2,ar,2020-02-02,,2020-06-09,128,0.148431,,,05,state,AR
55,3,az,2020-02-02,,2020-06-09,128,0.129299,,,04,state,AZ
56,4,ca,2020-02-02,,2020-06-09,128,0.169046,,,06,state,CA
57,5,co,2020-02-02,,2020-06-09,128,0.160143,,,08,state,CO
58,6,ct,2020-02-02,,2020-06-09,128,0.143199,,,09,state,CT
59,7,dc,2020-02-02,,2020-06-09,128,0.0,,,11,state,DC
60,8,de,2020-02-02,,2020-06-09,128,0.0,,,10,state,DE
61,9,fl,2020-02-02,,2020-06-09,128,0.14077,,,12,state,FL
62,10,ga,2020-02-02,,2020-06-09,128,0.034526,,,13,state,GA
63,11,hi,2020-02-02,,2020-06-09,128,0.0,,,15,state,HI
64,12,ia,2020-02-02,,2020-06-09,128,0.064226,,,19,state,IA
65,13,id,2020-02-02,,2020-06-09,128,0.0,,,16,state,ID
66,14,il,2020-02-02,,2020-06-09,128,0.14442,,,17,state,IL
67,15,in,2020-02-02,,2020-06-09,128,0.07095,,,18,state,IN
68,16,ks,2020-02-02,,2020-06-09,128,0.055264,,,20,state,KS
69,17,ky,2020-02-02,,2020-06-09,128,0.098617,,,21,state,KY
70,18,la,2020-02-02,,2020-06-09,128,0.23761100000000002,,,22,state,LA
71,19,ma,2020-02-02,,2020-06-09,128,0.057263,,,25,state,MA
72,20,md,2020-02-02,,2020-06-09,128,0.231027,,,24,state,MD
73,21,me,2020-02-02,,2020-06-09,128,0.0,,,23,state,ME
74,22,mi,2020-02-02,,2020-06-09,128,0.20876799999999998,,,26,state,MI
75,23,mn,2020-02-02,,2020-06-09,128,0.0,,,27,state,MN
76,24,mo,2020-02-02,,2020-06-09,128,0.153288,,,29,state,MO
77,25,ms,2020-02-02,,2020-06-09,128,0.165799,,,28,state,MS
78,26,mt,2020-02-02,,2020-06-09,128,0.0,,,30,state,MT
79,27,nc,2020-02-02,,2020-06-09,128,0.030604000000000003,,,37,state,NC
80,28,nd,2020-02-02,,2020-06-09,128,0.0,,,38,state,ND
81,29,ne,2020-02-02,,2020-06-09,128,0.129209,,,31,state,NE
82,30,nh,2020-02-02,,2020-06-09,128,0.082777,,,33,state,NH
83,31,nj,2020-02-02,,2020-06-09,128,0.348869,,,34,state,NJ
84,32,nm,2020-02-02,,2020-06-09,128,0.0,,,35,state,NM
85,33,nv,2020-02-02,,2020-06-09,128,0.043048,,,32,state,NV
86,34,ny,2020-02-02,,2020-06-09,128,0.238587,,,36,state,NY
87,35,oh,2020-02-02,,2020-06-09,128,0.15224400000000002,,,39,state,OH
88,36,ok,2020-02-02,,2020-06-09,128,0.151745,,,40,state,OK
89,37,or,2020-02-02,,2020-06-09,128,0.0,,,41,state,OR
90,38,pa,2020-02-02,,2020-06-09,128,0.32800300000000004,,,42,state,PA
91,39,pr,2020-02-02,,2020-05-06,94,0.0,,,72,state,PR
92,40,ri,2020-02-02,,2020-06-09,128,0.0,,,44,state,RI
93,41,sc,2020-02-02,,2020-06-09,128,0.06808,,,45,state,SC
94,42,sd,2020-02-02,,2020-06-09,128,0.0,,,46,state,SD
95,43,tn,2020-02-02,,2020-06-09,128,0.235252,,,47,state,TN
96,44,tx,2020-02-02,,2020-06-09,128,0.188551,,,48,state,TX
97,45,ut,2020-02-02,,2020-06-09,128,0.031368,,,49,state,UT
98,46,va,2020-02-02,,2020-06-09,128,0.234884,,,51,state,VA
99,47,vt,2020-02-02,,2020-06-09,128,0.0,,,50,state,VT
100,48,wa,2020-02-02,,2020-06-09,128,0.052098,,,53,state,WA
101,49,wi,2020-02-02,,2020-06-09,128,0.100114,,,55,state,WI
102,50,wv,2020-02-02,,2020-06-09,128,0.0,,,54,state,WV
103,51,wy,2020-02-02,,2020-06-09,128,0.0,,,56,state,WY
104,0,ak,2020-02-03,0.0,2020-06-09,127,0.15368900000000002,,,02,state,AK
105,1,al,2020-02-03,0.0,2020-06-09,127,0.035638,,,01,state,AL
106,2,ar,2020-02-03,0.0,2020-06-09,127,0.148431,,,05,state,AR
107,3,az,2020-02-03,0.0,2020-06-09,127,0.129299,,,04,state,AZ
108,4,ca,2020-02-03,0.0,2020-06-09,127,0.168328,,,06,state,CA
109,5,co,2020-02-03,0.0,2020-06-09,127,0.157627,,,08,state,CO
110,6,ct,2020-02-03,0.0,2020-06-09,127,0.14288499999999998,,,09,state,CT
111,7,dc,2020-02-03,0.0,2020-06-09,127,0.0,,,11,state,DC
112,8,de,2020-02-03,0.0,2020-06-09,127,0.0,,,10,state,DE
113,9,fl,2020-02-03,0.0,2020-06-09,127,0.140295,,,12,state,FL
114,10,ga,2020-02-03,0.0,2020-06-09,127,0.033886,,,13,state,GA
115,11,hi,2020-02-03,0.0,2020-06-09,127,0.0,,,15,state,HI
116,12,ia,2020-02-03,0.0,2020-06-09,127,0.064226,,,19,state,IA
117,13,id,2020-02-03,0.0,2020-06-09,127,0.0,,,16,state,ID
118,14,il,2020-02-03,0.0,2020-06-09,127,0.144283,,,17,state,IL
119,15,in,2020-02-03,0.0,2020-06-09,127,0.06862599999999999,,,18,state,IN
120,16,ks,2020-02-03,0.0,2020-06-09,127,0.055264,,,20,state,KS
121,17,ky,2020-02-03,0.0,2020-06-09,127,0.097839,,,21,state,KY
122,18,la,2020-02-03,0.0,2020-06-09,127,0.2357,,,22,state,LA
123,19,ma,2020-02-03,0.0,2020-06-09,127,0.05661,,,25,state,MA
124,20,md,2020-02-03,0.0,2020-06-09,127,0.231027,,,24,state,MD
125,21,me,2020-02-03,0.0,2020-06-09,127,0.0,,,23,state,ME
126,22,mi,2020-02-03,0.0,2020-06-09,127,0.20876799999999998,,,26,state,MI
127,23,mn,2020-02-03,0.0,2020-06-09,127,0.0,,,27,state,MN
128,24,mo,2020-02-03,0.0,2020-06-09,127,0.165074,,,29,state,MO
129,25,ms,2020-02-03,0.0,2020-06-09,127,0.16325,,,28,state,MS
130,26,mt,2020-02-03,0.0,2020-06-09,127,0.05705,,,30,state,MT
131,27,nc,2020-02-03,0.0,2020-06-09,127,0.041122000000000006,,,37,state,NC
132,28,nd,2020-02-03,0.0,2020-06-09,127,0.0,,,38,state,ND
133,29,ne,2020-02-03,0.0,2020-06-09,127,0.127249,,,31,state,NE
134,30,nh,2020-02-03,0.0,2020-06-09,127,0.08128300000000001,,,33,state,NH
135,31,nj,2020-02-03,0.0,2020-06-09,127,0.34615100000000004,,,34,state,NJ
136,32,nm,2020-02-03,0.0,2020-06-09,127,0.0,,,35,state,NM
137,33,nv,2020-02-03,0.0,2020-06-09,127,0.043048,,,32,state,NV
138,34,ny,2020-02-03,0.0,2020-06-09,127,0.241186,,,36,state,NY
139,35,oh,2020-02-03,0.0,2020-06-09,127,0.152035,,,39,state,OH
140,36,ok,2020-02-03,0.0,2020-06-09,127,0.151745,,,40,state,OK
141,37,or,2020-02-03,0.0,2020-06-09,127,0.0,,,41,state,OR
142,38,pa,2020-02-03,0.0,2020-06-09,127,0.326381,,,42,state,PA
143,39,pr,2020-02-03,0.0,2020-05-06,93,0.0,,,72,state,PR
144,40,ri,2020-02-03,0.0,2020-06-09,127,0.0,,,44,state,RI
145,41,sc,2020-02-03,0.0,2020-06-09,127,0.06808,,,45,state,SC
146,42,sd,2020-02-03,0.0,2020-06-09,127,0.0,,,46,state,SD
147,43,tn,2020-02-03,0.0,2020-06-09,127,0.235079,,,47,state,TN
148,44,tx,2020-02-03,0.0,2020-06-09,127,0.18825999999999998,,,48,state,TX
149,45,ut,2020-02-03,0.0,2020-06-09,127,0.031368,,,49,state,UT
150,46,va,2020-02-03,0.0,2020-06-09,127,0.234884,,,51,state,VA
151,47,vt,2020-02-03,0.0,2020-06-09,127,0.0,,,50,state,VT
152,48,wa,2020-02-03,0.0,2020-06-09,127,0.0496,,,53,state,WA
153,49,wi,2020-02-03,0.0,2020-06-09,127,0.100114,,,55,state,WI
154,50,wv,2020-02-03,0.0,2020-06-09,127,0.0,,,54,state,WV
155,51,wy,2020-02-03,0.0,2020-06-09,127,0.0,,,56,state,WY
156,0,ak,2020-02-04,0.0,2020-06-09,126,0.12081800000000001,,,02,state,AK
157,1,al,2020-02-04,0.0,2020-06-09,126,0.035638,,,01,state,AL
158,2,ar,2020-02-04,0.0,2020-06-09,126,0.148431,,,05,state,AR
159,3,az,2020-02-04,0.0,2020-06-09,126,0.129299,,,04,state,AZ
160,4,ca,2020-02-04,0.0,2020-06-09,126,0.1683,,,06,state,CA
161,5,co,2020-02-04,0.0,2020-06-09,126,0.155274,,,08,state,CO
162,6,ct,2020-02-04,0.0,2020-06-09,126,0.142577,,,09,state,CT
163,7,dc,2020-02-04,0.0,2020-06-09,126,0.0,,,11,state,DC
164,8,de,2020-02-04,0.0,2020-06-09,126,0.0,,,10,state,DE
165,9,fl,2020-02-04,0.0,2020-06-09,126,0.13988299999999998,,,12,state,FL
166,10,ga,2020-02-04,0.0,2020-06-09,126,0.033456,,,13,state,GA
167,11,hi,2020-02-04,0.0,2020-06-09,126,0.0,,,15,state,HI
168,12,ia,2020-02-04,0.0,2020-06-09,126,0.064226,,,19,state,IA
169,13,id,2020-02-04,0.0,2020-06-09,126,0.0,,,16,state,ID
170,14,il,2020-02-04,0.0,2020-06-09,126,0.144241,,,17,state,IL
171,15,in,2020-02-04,0.0,2020-06-09,126,0.066673,,,18,state,IN
172,16,ks,2020-02-04,0.0,2020-06-09,126,0.055264,,,20,state,KS
173,17,ky,2020-02-04,0.0,2020-06-09,126,0.097207,,,21,state,KY
174,18,la,2020-02-04,0.0,2020-06-09,126,0.23416700000000001,,,22,state,LA
175,19,ma,2020-02-04,0.0,2020-06-09,126,0.056087,,,25,state,MA
176,20,md,2020-02-04,0.0,2020-06-09,126,0.231027,,,24,state,MD
177,21,me,2020-02-04,0.0,2020-06-09,126,0.0,,,23,state,ME
178,22,mi,2020-02-04,0.0,2020-06-09,126,0.20876799999999998,,,26,state,MI
179,23,mn,2020-02-04,0.0,2020-06-09,126,0.0,,,27,state,MN
180,24,mo,2020-02-04,0.0,2020-06-09,126,0.163404,,,29,state,MO
181,25,ms,2020-02-04,0.0,2020-06-09,126,0.160528,,,28,state,MS
182,26,mt,2020-02-04,0.0,2020-06-09,126,0.0,,,30,state,MT
183,27,nc,2020-02-04,0.0,2020-06-09,126,0.039561,,,37,state,NC
184,28,nd,2020-02-04,0.0,2020-06-09,126,0.0,,,38,state,ND
185,29,ne,2020-02-04,0.0,2020-06-09,126,0.130078,,,31,state,NE
186,30,nh,2020-02-04,0.0,2020-06-09,126,0.079815,,,33,state,NH
187,31,nj,2020-02-04,0.0,2020-06-09,126,0.34375100000000003,,,34,state,NJ
188,32,nm,2020-02-04,0.0,2020-06-09,126,0.0,,,35,state,NM
189,33,nv,2020-02-04,0.0,2020-06-09,126,0.043048,,,32,state,NV
190,34,ny,2020-02-04,0.0,2020-06-09,126,0.24164000000000002,,,36,state,NY
191,35,oh,2020-02-04,0.0,2020-06-09,126,0.151854,,,39,state,OH
192,36,ok,2020-02-04,0.0,2020-06-09,126,0.151745,,,40,state,OK
193,37,or,2020-02-04,0.0,2020-06-09,126,0.0,,,41,state,OR
194,38,pa,2020-02-04,0.0,2020-06-09,126,0.324716,,,42,state,PA
195,39,pr,2020-02-04,0.0,2020-05-06,92,0.0,,,72,state,PR
196,40,ri,2020-02-04,0.0,2020-06-09,126,0.0,,,44,state,RI
197,41,sc,2020-02-04,0.0,2020-06-09,126,0.06808,,,45,state,SC
198,42,sd,2020-02-04,0.0,2020-06-09,126,0.0,,,46,state,SD
199,43,tn,2020-02-04,0.0,2020-06-09,126,0.23491700000000001,,,47,state,TN
200,44,tx,2020-02-04,0.0,2020-06-09,126,0.188029,,,48,state,TX
201,45,ut,2020-02-04,0.0,2020-06-09,126,0.031368,,,49,state,UT
202,46,va,2020-02-04,0.0,2020-06-09,126,0.234884,,,51,state,VA
203,47,vt,2020-02-04,0.0,2020-06-09,126,0.0,,,50,state,VT
204,48,wa,2020-02-04,0.0,2020-06-09,126,0.048741,,,53,state,WA
205,49,wi,2020-02-04,0.0,2020-06-09,126,0.100114,,,55,state,WI
206,50,wv,2020-02-04,0.0,2020-06-09,126,0.0,,,54,state,WV
207,51,wy,2020-02-04,0.0,2020-06-09,126,0.0,,,56,state,WY
208,0,ak,2020-02-05,0.0,2020-06-09,125,0.031810000000000005,,,02,state,AK
209,1,al,2020-02-05,0.0,2020-06-09,125,0.035638,,,01,state,AL
210,2,ar,2020-02-05,0.0,2020-06-09,125,0.148431,,,05,state,AR
211,3,az,2020-02-05,0.0,2020-06-09,125,0.129299,,,04,state,AZ
212,4,ca,2020-02-05,0.0,2020-06-09,125,0.167762,,,06,state,CA
213,5,co,2020-02-05,0.0,2020-06-09,125,0.15315399999999998,,,08,state,CO
214,6,ct,2020-02-05,0.0,2020-06-09,125,0.142289,,,09,state,CT
215,7,dc,2020-02-05,0.0,2020-06-09,125,0.0,,,11,state,DC
216,8,de,2020-02-05,0.0,2020-06-09,125,0.0,,,10,state,DE
217,9,fl,2020-02-05,0.0,2020-06-09,125,0.140069,,,12,state,FL
218,10,ga,2020-02-05,0.0,2020-06-09,125,0.033456,,,13,state,GA
219,11,hi,2020-02-05,0.0,2020-06-09,125,0.0,,,15,state,HI
220,12,ia,2020-02-05,0.0,2020-06-09,125,0.068951,,,19,state,IA
221,13,id,2020-02-05,0.0,2020-06-09,125,0.0,,,16,state,ID
222,14,il,2020-02-05,0.0,2020-06-09,125,0.144241,,,17,state,IL
223,15,in,2020-02-05,0.0,2020-06-09,125,0.0651,,,18,state,IN
224,16,ks,2020-02-05,0.0,2020-06-09,125,0.055264,,,20,state,KS
225,17,ky,2020-02-05,0.0,2020-06-09,125,0.096717,,,21,state,KY
226,18,la,2020-02-05,0.0,2020-06-09,125,0.23461700000000002,,,22,state,LA
227,19,ma,2020-02-05,0.0,2020-06-09,125,0.055735,,,25,state,MA
228,20,md,2020-02-05,0.0,2020-06-09,125,0.231027,,,24,state,MD
229,21,me,2020-02-05,0.0,2020-06-09,125,0.0,,,23,state,ME
230,22,mi,2020-02-05,0.0,2020-06-09,125,0.20876799999999998,,,26,state,MI
231,23,mn,2020-02-05,0.0,2020-06-09,125,0.0,,,27,state,MN
232,24,mo,2020-02-05,0.0,2020-06-09,125,0.16033699999999998,,,29,state,MO
233,25,ms,2020-02-05,0.0,2020-06-09,125,0.157776,,,28,state,MS
234,26,mt,2020-02-05,0.0,2020-06-09,125,0.0,,,30,state,MT
235,27,nc,2020-02-05,0.0,2020-06-09,125,0.037889,,,37,state,NC
236,28,nd,2020-02-05,0.0,2020-06-09,125,0.0,,,38,state,ND
237,29,ne,2020-02-05,0.0,2020-06-09,125,0.128532,,,31,state,NE
238,30,nh,2020-02-05,0.0,2020-06-09,125,0.078442,,,33,state,NH
239,31,nj,2020-02-05,0.0,2020-06-09,125,0.341698,,,34,state,NJ
240,32,nm,2020-02-05,0.0,2020-06-09,125,0.0,,,35,state,NM
241,33,nv,2020-02-05,0.0,2020-06-09,125,0.043048,,,32,state,NV
242,34,ny,2020-02-05,0.0,2020-06-09,125,0.24107699999999999,,,36,state,NY
243,35,oh,2020-02-05,0.0,2020-06-09,125,0.151701,,,39,state,OH
244,36,ok,2020-02-05,0.0,2020-06-09,125,0.151745,,,40,state,OK
245,37,or,2020-02-05,0.0,2020-06-09,125,0.0,,,41,state,OR
246,38,pa,2020-02-05,0.0,2020-06-09,125,0.32308600000000004,,,42,state,PA
247,39,pr,2020-02-05,0.0,2020-05-06,91,0.0,,,72,state,PR
248,40,ri,2020-02-05,0.0,2020-06-09,125,0.0,,,44,state,RI
249,41,sc,2020-02-05,0.0,2020-06-09,125,0.06808,,,45,state,SC
250,42,sd,2020-02-05,0.0,2020-06-09,125,0.0,,,46,state,SD
251,43,tn,2020-02-05,0.0,2020-06-09,125,0.23477199999999998,,,47,state,TN
252,44,tx,2020-02-05,0.0,2020-06-09,125,0.188736,,,48,state,TX
253,45,ut,2020-02-05,0.0,2020-06-09,125,0.031368,,,49,state,UT
254,46,va,2020-02-05,0.0,2020-06-09,125,0.234884,,,51,state,VA
255,47,vt,2020-02-05,0.0,2020-06-09,125,0.0,,,50,state,VT
256,48,wa,2020-02-05,0.0,2020-06-09,125,0.048741,,,53,state,WA
257,49,wi,2020-02-05,0.0,2020-06-09,125,0.100114,,,55,state,WI
258,50,wv,2020-02-05,0.0,2020-06-09,125,0.0,,,54,state,WV
259,51,wy,2020-02-05,0.0,2020-06-09,125,0.0,,,56,state,WY
260,0,ak,2020-02-06,0.0,2020-06-09,124,0.022587,,,02,state,AK
261,1,al,2020-02-06,0.0,2020-06-09,124,0.035638,,,01,state,AL
262,2,ar,2020-02-06,0.0,2020-06-09,124,0.148431,,,05,state,AR
263,3,az,2020-02-06,0.0,2020-06-09,124,0.129299,,,04,state,AZ
264,4,ca,2020-02-06,0.0,2020-06-09,124,0.16733900000000002,,,06,state,CA
265,5,co,2020-02-06,0.0,2020-06-09,124,0.156367,,,08,state,CO
266,6,ct,2020-02-06,0.0,2020-06-09,124,0.14436300000000002,,,09,state,CT
267,7,dc,2020-02-06,0.0,2020-06-09,124,0.0,,,11,state,DC
268,8,de,2020-02-06,0.0,2020-06-09,124,0.0,,,10,state,DE
269,9,fl,2020-02-06,0.0,2020-06-09,124,0.139737,,,12,state,FL
270,10,ga,2020-02-06,0.0,2020-06-09,124,0.033456,,,13,state,GA
271,11,hi,2020-02-06,0.0,2020-06-09,124,0.0,,,15,state,HI
272,12,ia,2020-02-06,0.0,2020-06-09,124,0.068371,,,19,state,IA
273,13,id,2020-02-06,0.0,2020-06-09,124,0.0,,,16,state,ID
274,14,il,2020-02-06,0.0,2020-06-09,124,0.144241,,,17,state,IL
275,15,in,2020-02-06,0.0,2020-06-09,124,0.06389299999999999,,,18,state,IN
276,16,ks,2020-02-06,0.0,2020-06-09,124,0.055264,,,20,state,KS
277,17,ky,2020-02-06,0.0,2020-06-09,124,0.096587,,,21,state,KY
278,18,la,2020-02-06,0.0,2020-06-09,124,0.2336,,,22,state,LA
279,19,ma,2020-02-06,0.0,2020-06-09,124,0.055735,,,25,state,MA
280,20,md,2020-02-06,0.0,2020-06-09,124,0.231027,,,24,state,MD
281,21,me,2020-02-06,0.0,2020-06-09,124,0.0,,,23,state,ME
282,22,mi,2020-02-06,0.0,2020-06-09,124,0.20876799999999998,,,26,state,MI
283,23,mn,2020-02-06,0.0,2020-06-09,124,0.0,,,27,state,MN
284,24,mo,2020-02-06,0.0,2020-06-09,124,0.15753699999999998,,,29,state,MO
285,25,ms,2020-02-06,0.0,2020-06-09,124,0.155129,,,28,state,MS
286,26,mt,2020-02-06,0.0,2020-06-09,124,0.0,,,30,state,MT
287,27,nc,2020-02-06,0.0,2020-06-09,124,0.036194,,,37,state,NC
288,28,nd,2020-02-06,0.0,2020-06-09,124,0.0,,,38,state,ND
289,29,ne,2020-02-06,0.0,2020-06-09,124,0.127327,,,31,state,NE
290,30,nh,2020-02-06,0.0,2020-06-09,124,0.07721900000000001,,,33,state,NH
291,31,nj,2020-02-06,0.0,2020-06-09,124,0.342577,,,34,state,NJ
292,32,nm,2020-02-06,0.0,2020-06-09,124,0.0,,,35,state,NM
293,33,nv,2020-02-06,0.0,2020-06-09,124,0.043048,,,32,state,NV
294,34,ny,2020-02-06,0.0,2020-06-09,124,0.24000100000000002,,,36,state,NY
295,35,oh,2020-02-06,0.0,2020-06-09,124,0.151575,,,39,state,OH
296,36,ok,2020-02-06,0.0,2020-06-09,124,0.151745,,,40,state,OK
297,37,or,2020-02-06,0.0,2020-06-09,124,0.0,,,41,state,OR
298,38,pa,2020-02-06,0.0,2020-06-09,124,0.32156,,,42,state,PA
299,39,pr,2020-02-06,0.0,2020-05-06,90,0.0,,,72,state,PR
300,40,ri,2020-02-06,0.0,2020-06-09,124,0.0,,,44,state,RI
301,41,sc,2020-02-06,0.0,2020-06-09,124,0.06808,,,45,state,SC
302,42,sd,2020-02-06,0.0,2020-06-09,124,0.0,,,46,state,SD
303,43,tn,2020-02-06,0.0,2020-06-09,124,0.23465,,,47,state,TN
304,44,tx,2020-02-06,0.0,2020-06-09,124,0.188506,,,48,state,TX
305,45,ut,2020-02-06,0.0,2020-06-09,124,0.031368,,,49,state,UT
306,46,va,2020-02-06,0.0,2020-06-09,124,0.234884,,,51,state,VA
307,47,vt,2020-02-06,0.0,2020-06-09,124,0.0,,,50,state,VT
308,48,wa,2020-02-06,0.0,2020-06-09,124,0.048741,,,53,state,WA
309,49,wi,2020-02-06,0.0,2020-06-09,124,0.100114,,,55,state,WI
310,50,wv,2020-02-06,0.0,2020-06-09,124,0.0,,,54,state,WV
311,51,wy,2020-02-06,0.0,2020-06-09,124,0.0,,,56,state,WY
312,0,ak,2020-02-07,0.0,2020-06-09,123,0.0,,,02,state,AK
313,1,al,2020-02-07,0.0,2020-06-09,123,0.035638,,,01,state,AL
314,2,ar,2020-02-07,0.0,2020-06-09,123,0.148431,,,05,state,AR
315,3,az,2020-02-07,0.0,2020-06-09,123,0.129299,,,04,state,AZ
316,4,ca,2020-02-07,0.0,2020-06-09,123,0.167024,,,06,state,CA
317,5,co,2020-02-07,0.0,2020-06-09,123,0.159392,,,08,state,CO
318,6,ct,2020-02-07,0.0,2020-06-09,123,0.143862,,,09,state,CT
319,7,dc,2020-02-07,0.0,2020-06-09,123,0.0,,,11,state,DC
320,8,de,2020-02-07,0.0,2020-06-09,123,0.0,,,10,state,DE
321,9,fl,2020-02-07,0.0,2020-06-09,123,0.140062,,,12,state,FL
322,10,ga,2020-02-07,0.0,2020-06-09,123,0.034148000000000005,,,13,state,GA
323,11,hi,2020-02-07,0.0,2020-06-09,123,0.0,,,15,state,HI
324,12,ia,2020-02-07,0.0,2020-06-09,123,0.067736,,,19,state,IA
325,13,id,2020-02-07,0.0,2020-06-09,123,0.0,,,16,state,ID
326,14,il,2020-02-07,0.0,2020-06-09,123,0.14833,,,17,state,IL
327,15,in,2020-02-07,0.0,2020-06-09,123,0.06349199999999999,,,18,state,IN
328,16,ks,2020-02-07,0.0,2020-06-09,123,0.055264,,,20,state,KS
329,17,ky,2020-02-07,0.0,2020-06-09,123,0.096587,,,21,state,KY
330,18,la,2020-02-07,0.0,2020-06-09,123,0.232859,,,22,state,LA
331,19,ma,2020-02-07,0.0,2020-06-09,123,0.055735,,,25,state,MA
332,20,md,2020-02-07,0.0,2020-06-09,123,0.231027,,,24,state,MD
333,21,me,2020-02-07,0.0,2020-06-09,123,0.0,,,23,state,ME
334,22,mi,2020-02-07,0.0,2020-06-09,123,0.20876799999999998,,,26,state,MI
335,23,mn,2020-02-07,0.0,2020-06-09,123,0.003588,,,27,state,MN
336,24,mo,2020-02-07,0.0,2020-06-09,123,0.155064,,,29,state,MO
337,25,ms,2020-02-07,0.0,2020-06-09,123,0.152698,,,28,state,MS
338,26,mt,2020-02-07,0.0,2020-06-09,123,0.0,,,30,state,MT
339,27,nc,2020-02-07,0.0,2020-06-09,123,0.03456,,,37,state,NC
340,28,nd,2020-02-07,0.0,2020-06-09,123,0.0,,,38,state,ND
341,29,ne,2020-02-07,0.0,2020-06-09,123,0.132182,,,31,state,NE
342,30,nh,2020-02-07,0.0,2020-06-09,123,0.076183,,,33,state,NH
343,31,nj,2020-02-07,0.0,2020-06-09,123,0.345053,,,34,state,NJ
344,32,nm,2020-02-07,0.0,2020-06-09,123,0.0,,,35,state,NM
345,33,nv,2020-02-07,0.0,2020-06-09,123,0.043048,,,32,state,NV
346,34,ny,2020-02-07,0.0,2020-06-09,123,0.23896399999999998,,,36,state,NY
