,Unnamed: 0,geo_value,date,direction,issue,lag,smoothed_adj_doctor_visits,stderr,sample_size,fips,aggregate_level,state
5553,45,va,2020-05-19,,2020-07-21,63,3.390599,,,51,state,VA
5554,46,vt,2020-05-19,,2020-07-21,63,4.298612,,,50,state,VT
5555,47,wa,2020-05-19,,2020-07-21,63,1.244129,,,53,state,WA
5556,48,wi,2020-05-19,,2020-07-21,63,1.39842,,,55,state,WI
5557,49,wv,2020-05-19,,2020-07-21,63,2.100332,,,54,state,WV
5558,50,wy,2020-05-19,,2020-07-21,63,1.581651,,,56,state,WY
5559,0,ak,2020-05-20,,2020-07-22,63,1.188081,,,02,state,AK
5560,1,al,2020-05-20,,2020-07-22,63,2.216293,,,01,state,AL
5561,2,ar,2020-05-20,,2020-07-22,63,2.403515,,,05,state,AR
5562,3,az,2020-05-20,,2020-07-22,63,2.808057,,,04,state,AZ
5563,4,ca,2020-05-20,,2020-07-22,63,2.495825,,,06,state,CA
5564,5,co,2020-05-20,,2020-07-22,63,4.637579,,,08,state,CO
5565,6,ct,2020-05-20,,2020-07-22,63,8.974986999999999,,,09,state,CT
5566,7,dc,2020-05-20,,2020-07-22,63,6.244182,,,11,state,DC
5567,8,de,2020-05-20,,2020-07-22,63,6.271122,,,10,state,DE
5568,9,fl,2020-05-20,,2020-07-22,63,1.882036,,,12,state,FL
5569,10,ga,2020-05-20,,2020-07-22,63,1.7891869999999999,,,13,state,GA
5570,11,hi,2020-05-20,,2020-07-22,63,0.49300600000000006,,,15,state,HI
5571,12,ia,2020-05-20,,2020-07-22,63,1.516389,,,19,state,IA
5572,13,id,2020-05-20,,2020-07-22,63,0.39847,,,16,state,ID
5573,14,il,2020-05-20,,2020-07-22,63,4.128955,,,17,state,IL
5574,15,in,2020-05-20,,2020-07-22,63,3.261015,,,18,state,IN
5575,16,ks,2020-05-20,,2020-07-22,63,1.189211,,,20,state,KS
5576,17,ky,2020-05-20,,2020-07-22,63,2.320189,,,21,state,KY
5577,18,la,2020-05-20,,2020-07-22,63,3.5691059999999997,,,22,state,LA
5578,19,ma,2020-05-20,,2020-07-22,63,3.621351,,,25,state,MA
5579,20,md,2020-05-20,,2020-07-22,63,5.085414,,,24,state,MD
5580,21,me,2020-05-20,,2020-07-22,63,1.339384,,,23,state,ME
5581,22,mi,2020-05-20,,2020-07-22,63,3.578682,,,26,state,MI
5582,23,mn,2020-05-20,,2020-07-22,63,2.315067,,,27,state,MN
5583,24,mo,2020-05-20,,2020-07-22,63,2.589254,,,29,state,MO
5584,25,ms,2020-05-20,,2020-07-22,63,3.1950990000000004,,,28,state,MS
5585,26,mt,2020-05-20,,2020-07-22,63,0.47410699999999995,,,30,state,MT
5586,27,nc,2020-05-20,,2020-07-22,63,1.515927,,,37,state,NC
5587,28,nd,2020-05-20,,2020-07-22,63,1.8342080000000003,,,38,state,ND
5588,29,ne,2020-05-20,,2020-07-22,63,3.343315,,,31,state,NE
5589,30,nh,2020-05-20,,2020-07-22,63,8.867819,,,33,state,NH
5590,31,nj,2020-05-20,,2020-07-22,63,12.009589,,,34,state,NJ
5591,32,nm,2020-05-20,,2020-07-22,63,5.757130999999999,,,35,state,NM
5592,33,nv,2020-05-20,,2020-07-22,63,2.483356,,,32,state,NV
5593,34,ny,2020-05-20,,2020-07-22,63,12.020078999999999,,,36,state,NY
5594,35,oh,2020-05-20,,2020-07-22,63,0.88764,,,39,state,OH
5595,36,ok,2020-05-20,,2020-07-22,63,1.659614,,,40,state,OK
5596,37,or,2020-05-20,,2020-07-22,63,1.373953,,,41,state,OR
5597,38,pa,2020-05-20,,2020-07-22,63,2.61207,,,42,state,PA
5598,39,ri,2020-05-20,,2020-07-22,63,4.675821,,,44,state,RI
5599,40,sc,2020-05-20,,2020-07-22,63,1.5773110000000001,,,45,state,SC
5600,41,sd,2020-05-20,,2020-07-22,63,2.006663,,,46,state,SD
5601,42,tn,2020-05-20,,2020-07-22,63,1.5657969999999999,,,47,state,TN
5602,43,tx,2020-05-20,,2020-07-22,63,2.6302220000000003,,,48,state,TX
5603,44,ut,2020-05-20,,2020-07-22,63,2.611192,,,49,state,UT
5604,45,va,2020-05-20,,2020-07-22,63,3.407867,,,51,state,VA
5605,46,vt,2020-05-20,,2020-07-22,63,3.7141010000000003,,,50,state,VT
5606,47,wa,2020-05-20,,2020-07-22,63,1.2870270000000001,,,53,state,WA
5607,48,wi,2020-05-20,,2020-07-22,63,1.35664,,,55,state,WI
5608,49,wv,2020-05-20,,2020-07-22,63,2.098087,,,54,state,WV
5609,50,wy,2020-05-20,,2020-07-22,63,2.607234,,,56,state,WY
5610,0,ak,2020-05-21,,2020-07-22,62,1.643835,,,02,state,AK
5611,1,al,2020-05-21,,2020-07-22,62,2.227114,,,01,state,AL
5612,2,ar,2020-05-21,,2020-07-22,62,2.382513,,,05,state,AR
5613,3,az,2020-05-21,,2020-07-22,62,2.61682,,,04,state,AZ
5614,4,ca,2020-05-21,,2020-07-22,62,2.361781,,,06,state,CA
5615,5,co,2020-05-21,,2020-07-22,62,4.706964,,,08,state,CO
5616,6,ct,2020-05-21,,2020-07-22,62,8.682821,,,09,state,CT
5617,7,dc,2020-05-21,,2020-07-22,62,6.449861,,,11,state,DC
5618,8,de,2020-05-21,,2020-07-22,62,6.019815,,,10,state,DE
5619,9,fl,2020-05-21,,2020-07-22,62,1.8943729999999999,,,12,state,FL
5620,10,ga,2020-05-21,,2020-07-22,62,1.8979419999999998,,,13,state,GA
5621,11,hi,2020-05-21,,2020-07-22,62,0.710136,,,15,state,HI
5622,12,ia,2020-05-21,,2020-07-22,62,1.455376,,,19,state,IA
5623,13,id,2020-05-21,,2020-07-22,62,0.645837,,,16,state,ID
5624,14,il,2020-05-21,,2020-07-22,62,4.021569,,,17,state,IL
5625,15,in,2020-05-21,,2020-07-22,62,3.12538,,,18,state,IN
5626,16,ks,2020-05-21,,2020-07-22,62,1.115831,,,20,state,KS
5627,17,ky,2020-05-21,,2020-07-22,62,2.345901,,,21,state,KY
5628,18,la,2020-05-21,,2020-07-22,62,3.629093,,,22,state,LA
5629,19,ma,2020-05-21,,2020-07-22,62,3.5878699999999997,,,25,state,MA
5630,20,md,2020-05-21,,2020-07-22,62,5.033566,,,24,state,MD
5631,21,me,2020-05-21,,2020-07-22,62,1.587156,,,23,state,ME
5632,22,mi,2020-05-21,,2020-07-22,62,3.5714349999999997,,,26,state,MI
5633,23,mn,2020-05-21,,2020-07-22,62,2.566345,,,27,state,MN
5634,24,mo,2020-05-21,,2020-07-22,62,2.499157,,,29,state,MO
5635,25,ms,2020-05-21,,2020-07-22,62,3.120489,,,28,state,MS
5636,26,mt,2020-05-21,,2020-07-22,62,0.248166,,,30,state,MT
5637,27,nc,2020-05-21,,2020-07-22,62,1.50658,,,37,state,NC
5638,28,nd,2020-05-21,,2020-07-22,62,1.883634,,,38,state,ND
5639,29,ne,2020-05-21,,2020-07-22,62,3.150004,,,31,state,NE
5640,30,nh,2020-05-21,,2020-07-22,62,8.022909,,,33,state,NH
5641,31,nj,2020-05-21,,2020-07-22,62,12.374678,,,34,state,NJ
5642,32,nm,2020-05-21,,2020-07-22,62,5.838728,,,35,state,NM
5643,33,nv,2020-05-21,,2020-07-22,62,2.229263,,,32,state,NV
5644,34,ny,2020-05-21,,2020-07-22,62,12.270601,,,36,state,NY
5645,35,oh,2020-05-21,,2020-07-22,62,0.934757,,,39,state,OH
5646,36,ok,2020-05-21,,2020-07-22,62,1.574597,,,40,state,OK
5647,37,or,2020-05-21,,2020-07-22,62,1.2811629999999998,,,41,state,OR
5648,38,pa,2020-05-21,,2020-07-22,62,2.6577669999999998,,,42,state,PA
5649,39,ri,2020-05-21,,2020-07-22,62,4.630586,,,44,state,RI
5650,40,sc,2020-05-21,,2020-07-22,62,1.520426,,,45,state,SC
5651,41,sd,2020-05-21,,2020-07-22,62,1.6993919999999998,,,46,state,SD
5652,42,tn,2020-05-21,,2020-07-22,62,1.463021,,,47,state,TN
5653,43,tx,2020-05-21,,2020-07-22,62,2.5732150000000003,,,48,state,TX
5654,44,ut,2020-05-21,,2020-07-22,62,2.4671279999999998,,,49,state,UT
5655,45,va,2020-05-21,,2020-07-22,62,3.4535050000000003,,,51,state,VA
5656,46,vt,2020-05-21,,2020-07-22,62,3.27674,,,50,state,VT
5657,47,wa,2020-05-21,,2020-07-22,62,1.260417,,,53,state,WA
5658,48,wi,2020-05-21,,2020-07-22,62,1.292115,,,55,state,WI
5659,49,wv,2020-05-21,,2020-07-22,62,2.221978,,,54,state,WV
5660,50,wy,2020-05-21,,2020-07-22,62,2.560582,,,56,state,WY
5661,0,ak,2020-05-22,,2020-07-24,63,1.432709,,,02,state,AK
5662,1,al,2020-05-22,,2020-07-24,63,2.435406,,,01,state,AL
5663,2,ar,2020-05-22,,2020-07-24,63,2.2122580000000003,,,05,state,AR
5664,3,az,2020-05-22,,2020-07-24,63,2.409936,,,04,state,AZ
5665,4,ca,2020-05-22,,2020-07-24,63,2.280822,,,06,state,CA
5666,5,co,2020-05-22,,2020-07-24,63,4.461189,,,08,state,CO
5667,6,ct,2020-05-22,,2020-07-24,63,8.327494,,,09,state,CT
5668,7,dc,2020-05-22,,2020-07-24,63,6.778099,,,11,state,DC
5669,8,de,2020-05-22,,2020-07-24,63,6.252315,,,10,state,DE
5670,9,fl,2020-05-22,,2020-07-24,63,1.865922,,,12,state,FL
5671,10,ga,2020-05-22,,2020-07-24,63,1.942706,,,13,state,GA
5672,11,hi,2020-05-22,,2020-07-24,63,0.79383,,,15,state,HI
5673,12,ia,2020-05-22,,2020-07-24,63,1.346192,,,19,state,IA
5674,13,id,2020-05-22,,2020-07-24,63,0.562823,,,16,state,ID
5675,14,il,2020-05-22,,2020-07-24,63,4.077685,,,17,state,IL
5676,15,in,2020-05-22,,2020-07-24,63,2.871938,,,18,state,IN
5677,16,ks,2020-05-22,,2020-07-24,63,1.059243,,,20,state,KS
5678,17,ky,2020-05-22,,2020-07-24,63,2.314304,,,21,state,KY
5679,18,la,2020-05-22,,2020-07-24,63,3.634758,,,22,state,LA
5680,19,ma,2020-05-22,,2020-07-24,63,3.755389,,,25,state,MA
5681,20,md,2020-05-22,,2020-07-24,63,4.97832,,,24,state,MD
5682,21,me,2020-05-22,,2020-07-24,63,1.9677,,,23,state,ME
5683,22,mi,2020-05-22,,2020-07-24,63,3.619501,,,26,state,MI
5684,23,mn,2020-05-22,,2020-07-24,63,2.680698,,,27,state,MN
5685,24,mo,2020-05-22,,2020-07-24,63,2.398197,,,29,state,MO
5686,25,ms,2020-05-22,,2020-07-24,63,3.2218259999999996,,,28,state,MS
5687,26,mt,2020-05-22,,2020-07-24,63,0.549566,,,30,state,MT
5688,27,nc,2020-05-22,,2020-07-24,63,1.521366,,,37,state,NC
5689,28,nd,2020-05-22,,2020-07-24,63,2.272768,,,38,state,ND
5690,29,ne,2020-05-22,,2020-07-24,63,2.886645,,,31,state,NE
5691,30,nh,2020-05-22,,2020-07-24,63,6.885905,,,33,state,NH
5692,31,nj,2020-05-22,,2020-07-24,63,12.700025,,,34,state,NJ
5693,32,nm,2020-05-22,,2020-07-24,63,6.043257,,,35,state,NM
5694,33,nv,2020-05-22,,2020-07-24,63,2.082011,,,32,state,NV
5695,34,ny,2020-05-22,,2020-07-24,63,12.424033999999999,,,36,state,NY
5696,35,oh,2020-05-22,,2020-07-24,63,0.9622719999999999,,,39,state,OH
5697,36,ok,2020-05-22,,2020-07-24,63,1.572537,,,40,state,OK
5698,37,or,2020-05-22,,2020-07-24,63,1.243128,,,41,state,OR
5699,38,pa,2020-05-22,,2020-07-24,63,2.634884,,,42,state,PA
5700,39,ri,2020-05-22,,2020-07-24,63,4.603823,,,44,state,RI
5701,40,sc,2020-05-22,,2020-07-24,63,1.55748,,,45,state,SC
5702,41,sd,2020-05-22,,2020-07-24,63,1.475112,,,46,state,SD
5703,42,tn,2020-05-22,,2020-07-24,63,1.3807459999999998,,,47,state,TN
5704,43,tx,2020-05-22,,2020-07-24,63,2.563914,,,48,state,TX
5705,44,ut,2020-05-22,,2020-07-24,63,2.329307,,,49,state,UT
5706,45,va,2020-05-22,,2020-07-24,63,3.4869519999999996,,,51,state,VA
5707,46,vt,2020-05-22,,2020-07-24,63,2.814655,,,50,state,VT
5708,47,wa,2020-05-22,,2020-07-24,63,1.154591,,,53,state,WA
5709,48,wi,2020-05-22,,2020-07-24,63,1.2499360000000002,,,55,state,WI
5710,49,wv,2020-05-22,,2020-07-24,63,2.997146,,,54,state,WV
5711,50,wy,2020-05-22,,2020-07-24,63,2.392379,,,56,state,WY
5712,0,ak,2020-05-23,,2020-07-25,63,1.315048,,,02,state,AK
5713,1,al,2020-05-23,,2020-07-25,63,2.463011,,,01,state,AL
5714,2,ar,2020-05-23,,2020-07-25,63,2.107769,,,05,state,AR
5715,3,az,2020-05-23,,2020-07-25,63,2.2979130000000003,,,04,state,AZ
5716,4,ca,2020-05-23,,2020-07-25,63,2.1761049999999997,,,06,state,CA
5717,5,co,2020-05-23,,2020-07-25,63,4.152627,,,08,state,CO
5718,6,ct,2020-05-23,,2020-07-25,63,7.907323,,,09,state,CT
5719,7,dc,2020-05-23,,2020-07-25,63,7.352558,,,11,state,DC
5720,8,de,2020-05-23,,2020-07-25,63,5.642091000000001,,,10,state,DE
5721,9,fl,2020-05-23,,2020-07-25,63,1.9298259999999998,,,12,state,FL
5722,10,ga,2020-05-23,,2020-07-25,63,2.087271,,,13,state,GA
5723,11,hi,2020-05-23,,2020-07-25,63,0.611229,,,15,state,HI
5724,12,ia,2020-05-23,,2020-07-25,63,1.203822,,,19,state,IA
5725,13,id,2020-05-23,,2020-07-25,63,0.5071180000000001,,,16,state,ID
5726,14,il,2020-05-23,,2020-07-25,63,4.163178,,,17,state,IL
5727,15,in,2020-05-23,,2020-07-25,63,2.958603,,,18,state,IN
5728,16,ks,2020-05-23,,2020-07-25,63,0.953253,,,20,state,KS
5729,17,ky,2020-05-23,,2020-07-25,63,2.173035,,,21,state,KY
5730,18,la,2020-05-23,,2020-07-25,63,3.698711,,,22,state,LA
5731,19,ma,2020-05-23,,2020-07-25,63,3.862919,,,25,state,MA
5732,20,md,2020-05-23,,2020-07-25,63,5.009991,,,24,state,MD
5733,21,me,2020-05-23,,2020-07-25,63,2.070969,,,23,state,ME
5734,22,mi,2020-05-23,,2020-07-25,63,3.564251,,,26,state,MI
5735,23,mn,2020-05-23,,2020-07-25,63,2.753494,,,27,state,MN
5736,24,mo,2020-05-23,,2020-07-25,63,2.383191,,,29,state,MO
5737,25,ms,2020-05-23,,2020-07-25,63,3.4303790000000003,,,28,state,MS
5738,26,mt,2020-05-23,,2020-07-25,63,0.813448,,,30,state,MT
5739,27,nc,2020-05-23,,2020-07-25,63,1.476909,,,37,state,NC
5740,28,nd,2020-05-23,,2020-07-25,63,2.426523,,,38,state,ND
5741,29,ne,2020-05-23,,2020-07-25,63,2.68929,,,31,state,NE
5742,30,nh,2020-05-23,,2020-07-25,63,5.826008,,,33,state,NH
5743,31,nj,2020-05-23,,2020-07-25,63,12.768205,,,34,state,NJ
5744,32,nm,2020-05-23,,2020-07-25,63,6.367857,,,35,state,NM
5745,33,nv,2020-05-23,,2020-07-25,63,2.046491,,,32,state,NV
5746,34,ny,2020-05-23,,2020-07-25,63,12.037965,,,36,state,NY
5747,35,oh,2020-05-23,,2020-07-25,63,1.065285,,,39,state,OH
5748,36,ok,2020-05-23,,2020-07-25,63,1.691662,,,40,state,OK
5749,37,or,2020-05-23,,2020-07-25,63,1.199282,,,41,state,OR
5750,38,pa,2020-05-23,,2020-07-25,63,2.5666889999999998,,,42,state,PA
5751,39,ri,2020-05-23,,2020-07-25,63,4.761403,,,44,state,RI
5752,40,sc,2020-05-23,,2020-07-25,63,1.705848,,,45,state,SC
5753,41,sd,2020-05-23,,2020-07-25,63,1.164692,,,46,state,SD
5754,42,tn,2020-05-23,,2020-07-25,63,1.45577,,,47,state,TN
5755,43,tx,2020-05-23,,2020-07-25,63,2.602639,,,48,state,TX
5756,44,ut,2020-05-23,,2020-07-25,63,2.047344,,,49,state,UT
5757,45,va,2020-05-23,,2020-07-25,63,3.8472269999999997,,,51,state,VA
5758,46,vt,2020-05-23,,2020-07-25,63,2.824262,,,50,state,VT
5759,47,wa,2020-05-23,,2020-07-25,63,1.052559,,,53,state,WA
5760,48,wi,2020-05-23,,2020-07-25,63,1.2761559999999998,,,55,state,WI
5761,49,wv,2020-05-23,,2020-07-25,63,2.758495,,,54,state,WV
5762,50,wy,2020-05-23,,2020-07-25,63,2.0658090000000002,,,56,state,WY
5763,0,ak,2020-05-24,,2020-07-26,63,1.1953559999999999,,,02,state,AK
5764,1,al,2020-05-24,,2020-07-26,63,2.696114,,,01,state,AL
5765,2,ar,2020-05-24,,2020-07-26,63,2.111618,,,05,state,AR
5766,3,az,2020-05-24,,2020-07-26,63,2.932495,,,04,state,AZ
5767,4,ca,2020-05-24,,2020-07-26,63,2.336502,,,06,state,CA
5768,5,co,2020-05-24,,2020-07-26,63,3.6654809999999998,,,08,state,CO
5769,6,ct,2020-05-24,,2020-07-26,63,7.7613,,,09,state,CT
5770,7,dc,2020-05-24,,2020-07-26,63,7.617831,,,11,state,DC
5771,8,de,2020-05-24,,2020-07-26,63,5.142348,,,10,state,DE
5772,9,fl,2020-05-24,,2020-07-26,63,2.003688,,,12,state,FL
5773,10,ga,2020-05-24,,2020-07-26,63,2.246164,,,13,state,GA
5774,11,hi,2020-05-24,,2020-07-26,63,0.433291,,,15,state,HI
5775,12,ia,2020-05-24,,2020-07-26,63,1.316432,,,19,state,IA
5776,13,id,2020-05-24,,2020-07-26,63,0.5681649999999999,,,16,state,ID
5777,14,il,2020-05-24,,2020-07-26,63,4.290633000000001,,,17,state,IL
5778,15,in,2020-05-24,,2020-07-26,63,3.249691,,,18,state,IN
5779,16,ks,2020-05-24,,2020-07-26,63,0.9703809999999999,,,20,state,KS
5780,17,ky,2020-05-24,,2020-07-26,63,2.619303,,,21,state,KY
5781,18,la,2020-05-24,,2020-07-26,63,3.379372,,,22,state,LA
5782,19,ma,2020-05-24,,2020-07-26,63,3.319572,,,25,state,MA
5783,20,md,2020-05-24,,2020-07-26,63,4.896598,,,24,state,MD
5784,21,me,2020-05-24,,2020-07-26,63,2.183775,,,23,state,ME
5785,22,mi,2020-05-24,,2020-07-26,63,3.410853,,,26,state,MI
5786,23,mn,2020-05-24,,2020-07-26,63,2.685596,,,27,state,MN
5787,24,mo,2020-05-24,,2020-07-26,63,2.680543,,,29,state,MO
5788,25,ms,2020-05-24,,2020-07-26,63,3.477039,,,28,state,MS
5789,26,mt,2020-05-24,,2020-07-26,63,1.0595450000000002,,,30,state,MT
5790,27,nc,2020-05-24,,2020-07-26,63,1.446304,,,37,state,NC
5791,28,nd,2020-05-24,,2020-07-26,63,2.672582,,,38,state,ND
5792,29,ne,2020-05-24,,2020-07-26,63,2.568581,,,31,state,NE
5793,30,nh,2020-05-24,,2020-07-26,63,5.085672,,,33,state,NH
5794,31,nj,2020-05-24,,2020-07-26,63,11.416642999999999,,,34,state,NJ
5795,32,nm,2020-05-24,,2020-07-26,63,5.678197,,,35,state,NM
5796,33,nv,2020-05-24,,2020-07-26,63,1.8805040000000002,,,32,state,NV
5797,34,ny,2020-05-24,,2020-07-26,63,10.640357,,,36,state,NY
5798,35,oh,2020-05-24,,2020-07-26,63,1.1422299999999999,,,39,state,OH
5799,36,ok,2020-05-24,,2020-07-26,63,1.7626419999999998,,,40,state,OK
5800,37,or,2020-05-24,,2020-07-26,63,1.178726,,,41,state,OR
5801,38,pa,2020-05-24,,2020-07-26,63,2.4807639999999997,,,42,state,PA
5802,39,ri,2020-05-24,,2020-07-26,63,4.053422,,,44,state,RI
5803,40,sc,2020-05-24,,2020-07-26,63,1.768839,,,45,state,SC
5804,41,sd,2020-05-24,,2020-07-26,63,0.9937809999999999,,,46,state,SD
5805,42,tn,2020-05-24,,2020-07-26,63,1.833894,,,47,state,TN
5806,43,tx,2020-05-24,,2020-07-26,63,2.422007,,,48,state,TX
5807,44,ut,2020-05-24,,2020-07-26,63,1.950191,,,49,state,UT
5808,45,va,2020-05-24,,2020-07-26,63,4.178747,,,51,state,VA
5809,46,vt,2020-05-24,,2020-07-26,63,2.856436,,,50,state,VT
5810,47,wa,2020-05-24,,2020-07-26,63,1.030916,,,53,state,WA
5811,48,wi,2020-05-24,,2020-07-26,63,1.203193,,,55,state,WI
5812,49,wv,2020-05-24,,2020-07-26,63,2.321446,,,54,state,WV
5813,50,wy,2020-05-24,,2020-07-26,63,1.853602,,,56,state,WY
5814,0,ak,2020-05-25,,2020-07-27,63,1.057224,,,02,state,AK
5815,1,al,2020-05-25,,2020-07-27,63,2.319044,,,01,state,AL
5816,2,ar,2020-05-25,,2020-07-27,63,1.7660040000000001,,,05,state,AR
5817,3,az,2020-05-25,,2020-07-27,63,2.78071,,,04,state,AZ
5818,4,ca,2020-05-25,,2020-07-27,63,2.604272,,,06,state,CA
5819,5,co,2020-05-25,,2020-07-27,63,4.730364,,,08,state,CO
5820,6,ct,2020-05-25,,2020-07-27,63,7.335172,,,09,state,CT
5821,7,dc,2020-05-25,,2020-07-27,63,7.614235000000001,,,11,state,DC
5822,8,de,2020-05-25,,2020-07-27,63,4.697262,,,10,state,DE
5823,9,fl,2020-05-25,,2020-07-27,63,2.075196,,,12,state,FL
5824,10,ga,2020-05-25,,2020-07-27,63,2.1909330000000002,,,13,state,GA
5825,11,hi,2020-05-25,,2020-07-27,63,0.28079699999999996,,,15,state,HI
5826,12,ia,2020-05-25,,2020-07-27,63,1.456503,,,19,state,IA
5827,13,id,2020-05-25,,2020-07-27,63,0.551708,,,16,state,ID
5828,14,il,2020-05-25,,2020-07-27,63,4.684186,,,17,state,IL
5829,15,in,2020-05-25,,2020-07-27,63,3.504614,,,18,state,IN
5830,16,ks,2020-05-25,,2020-07-27,63,0.93721,,,20,state,KS
5831,17,ky,2020-05-25,,2020-07-27,63,2.599919,,,21,state,KY
5832,18,la,2020-05-25,,2020-07-27,63,3.258727,,,22,state,LA
5833,19,ma,2020-05-25,,2020-07-27,63,2.807265,,,25,state,MA
5834,20,md,2020-05-25,,2020-07-27,63,5.252024,,,24,state,MD
5835,21,me,2020-05-25,,2020-07-27,63,2.263666,,,23,state,ME
5836,22,mi,2020-05-25,,2020-07-27,63,3.355056,,,26,state,MI
5837,23,mn,2020-05-25,,2020-07-27,63,2.556098,,,27,state,MN
5838,24,mo,2020-05-25,,2020-07-27,63,3.1876130000000003,,,29,state,MO
5839,25,ms,2020-05-25,,2020-07-27,63,3.304136,,,28,state,MS
5840,26,mt,2020-05-25,,2020-07-27,63,1.239778,,,30,state,MT
5841,27,nc,2020-05-25,,2020-07-27,63,1.40991,,,37,state,NC
5842,28,nd,2020-05-25,,2020-07-27,63,2.875644,,,38,state,ND
5843,29,ne,2020-05-25,,2020-07-27,63,2.8738799999999998,,,31,state,NE
5844,30,nh,2020-05-25,,2020-07-27,63,5.783474,,,33,state,NH
5845,31,nj,2020-05-25,,2020-07-27,63,10.486294000000001,,,34,state,NJ
5846,32,nm,2020-05-25,,2020-07-27,63,7.255495,,,35,state,NM
5847,33,nv,2020-05-25,,2020-07-27,63,1.572975,,,32,state,NV
5848,34,ny,2020-05-25,,2020-07-27,63,10.589047,,,36,state,NY
5849,35,oh,2020-05-25,,2020-07-27,63,1.085472,,,39,state,OH
5850,36,ok,2020-05-25,,2020-07-27,63,1.647519,,,40,state,OK
5851,37,or,2020-05-25,,2020-07-27,63,1.334099,,,41,state,OR
5852,38,pa,2020-05-25,,2020-07-27,63,2.5032229999999998,,,42,state,PA
5853,39,ri,2020-05-25,,2020-07-27,63,3.394329,,,44,state,RI
5854,40,sc,2020-05-25,,2020-07-27,63,1.6428939999999999,,,45,state,SC
5855,41,sd,2020-05-25,,2020-07-27,63,0.8436889999999999,,,46,state,SD
5856,42,tn,2020-05-25,,2020-07-27,63,1.913557,,,47,state,TN
5857,43,tx,2020-05-25,,2020-07-27,63,2.1845380000000003,,,48,state,TX
5858,44,ut,2020-05-25,,2020-07-27,63,1.982848,,,49,state,UT
5859,45,va,2020-05-25,,2020-07-27,63,4.171755999999999,,,51,state,VA
5860,46,vt,2020-05-25,,2020-07-27,63,2.943977,,,50,state,VT
5861,47,wa,2020-05-25,,2020-07-27,63,1.104854,,,53,state,WA
5862,48,wi,2020-05-25,,2020-07-27,63,1.458806,,,55,state,WI
5863,49,wv,2020-05-25,,2020-07-27,63,2.023978,,,54,state,WV
5864,50,wy,2020-05-25,,2020-07-27,63,1.72658,,,56,state,WY
5865,0,ak,2020-05-26,,2020-07-28,63,0.908623,,,02,state,AK
5866,1,al,2020-05-26,,2020-07-28,63,3.568166,,,01,state,AL
5867,2,ar,2020-05-26,,2020-07-28,63,2.726505,,,05,state,AR
5868,3,az,2020-05-26,,2020-07-28,63,3.189164,,,04,state,AZ
5869,4,ca,2020-05-26,,2020-07-28,63,3.102223,,,06,state,CA
5870,5,co,2020-05-26,,2020-07-28,63,7.492527000000001,,,08,state,CO
5871,6,ct,2020-05-26,,2020-07-28,63,8.06332,,,09,state,CT
5872,7,dc,2020-05-26,,2020-07-28,63,9.963607000000001,,,11,state,DC
5873,8,de,2020-05-26,,2020-07-28,63,5.563744,,,10,state,DE
5874,9,fl,2020-05-26,,2020-07-28,63,2.266841,,,12,state,FL
5875,10,ga,2020-05-26,,2020-07-28,63,2.276993,,,13,state,GA
5876,11,hi,2020-05-26,,2020-07-28,63,0.154166,,,15,state,HI
5877,12,ia,2020-05-26,,2020-07-28,63,2.398876,,,19,state,IA
5878,13,id,2020-05-26,,2020-07-28,63,0.7712760000000001,,,16,state,ID
5879,14,il,2020-05-26,,2020-07-28,63,5.970729,,,17,state,IL
5880,15,in,2020-05-26,,2020-07-28,63,4.25939,,,18,state,IN
5881,16,ks,2020-05-26,,2020-07-28,63,1.071097,,,20,state,KS
5882,17,ky,2020-05-26,,2020-07-28,63,3.5352660000000005,,,21,state,KY
5883,18,la,2020-05-26,,2020-07-28,63,3.4036760000000004,,,22,state,LA
5884,19,ma,2020-05-26,,2020-07-28,63,2.877929,,,25,state,MA
5885,20,md,2020-05-26,,2020-07-28,63,7.165448,,,24,state,MD
5886,21,me,2020-05-26,,2020-07-28,63,2.347477,,,23,state,ME
5887,22,mi,2020-05-26,,2020-07-28,63,3.933613,,,26,state,MI
5888,23,mn,2020-05-26,,2020-07-28,63,2.7207310000000002,,,27,state,MN
5889,24,mo,2020-05-26,,2020-07-28,63,4.403887,,,29,state,MO
5890,25,ms,2020-05-26,,2020-07-28,63,4.166279,,,28,state,MS
5891,26,mt,2020-05-26,,2020-07-28,63,1.3537290000000002,,,30,state,MT
5892,27,nc,2020-05-26,,2020-07-28,63,1.9662220000000001,,,37,state,NC
5893,28,nd,2020-05-26,,2020-07-28,63,3.004241,,,38,state,ND
5894,29,ne,2020-05-26,,2020-07-28,63,4.064726,,,31,state,NE
5895,30,nh,2020-05-26,,2020-07-28,63,7.591626,,,33,state,NH
5896,31,nj,2020-05-26,,2020-07-28,63,11.584731,,,34,state,NJ
5897,32,nm,2020-05-26,,2020-07-28,63,10.152889,,,35,state,NM
5898,33,nv,2020-05-26,,2020-07-28,63,1.369183,,,32,state,NV
5899,34,ny,2020-05-26,,2020-07-28,63,13.283610999999999,,,36,state,NY
5900,35,oh,2020-05-26,,2020-07-28,63,1.331409,,,39,state,OH
5901,36,ok,2020-05-26,,2020-07-28,63,2.166516,,,40,state,OK
5902,37,or,2020-05-26,,2020-07-28,63,2.162111,,,41,state,OR
5903,38,pa,2020-05-26,,2020-07-28,63,2.9731259999999997,,,42,state,PA
